"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia UCAYALI (000)",31941,24679,7262
"De 3 a 5 años (001)",5737,326,5411
"De 6 a 11 años (002)",9422,7737,1685
"De 12 a 16 años (003)",8420,8342,78
"De 17 a 24 años (004)",8362,8274,88
"Hombres (005)",16216,12516,3700
"De 3 a 5 años (006)",2881,158,2723
"De 6 a 11 años (007)",4826,3929,897
"De 12 a 16 años (008)",4319,4277,42
"De 17 a 24 años (009)",4190,4152,38
"Mujeres (010)",15725,12163,3562
"De 3 a 5 años (011)",2856,168,2688
"De 6 a 11 años (012)",4596,3808,788
"De 12 a 16 años (013)",4101,4065,36
"De 17 a 24 años (014)",4172,4122,50
,,,
"URBANA (015)",17285,13997,3288
"De 3 a 5 años (016)",2823,213,2610
"De 6 a 11 años (017)",4795,4174,621
"De 12 a 16 años (018)",4898,4868,30
"De 17 a 24 años (019)",4769,4742,27
"Hombres (020)",8714,7015,1699
"De 3 a 5 años (021)",1427,100,1327
"De 6 a 11 años (022)",2440,2101,339
"De 12 a 16 años (023)",2468,2451,17
"De 17 a 24 años (024)",2379,2363,16
"Mujeres (025)",8571,6982,1589
"De 3 a 5 años (026)",1396,113,1283
"De 6 a 11 años (027)",2355,2073,282
"De 12 a 16 años (028)",2430,2417,13
"De 17 a 24 años (029)",2390,2379,11
,,,
"RURAL (030)",14656,10682,3974
"De 3 a 5 años (031)",2914,113,2801
"De 6 a 11 años (032)",4627,3563,1064
"De 12 a 16 años (033)",3522,3474,48
"De 17 a 24 años (034)",3593,3532,61
"Hombres (035)",7502,5501,2001
"De 3 a 5 años (036)",1454,58,1396
"De 6 a 11 años (037)",2386,1828,558
"De 12 a 16 años (038)",1851,1826,25
"De 17 a 24 años (039)",1811,1789,22
"Mujeres (040)",7154,5181,1973
"De 3 a 5 años (041)",1460,55,1405
"De 6 a 11 años (042)",2241,1735,506
"De 12 a 16 años (043)",1671,1648,23
"De 17 a 24 años (044)",1782,1743,39
