"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia OCROS (000)",3500,27,194,52,58,372,1191,110,162,1235,7,92
"Agric., ganadería, caza y silvicultura (001)",2105,,,5,2,,1191,,,907,,
"Pesca (002)",2,,1,,,,,,,1,,
"Explotación de minas y canteras (003)",1,,,,,,,1,,,,
"Industrias manufactureras (004)",112,,2,3,2,5,,91,5,4,,
"Suministro de electricidad, gas y agua (005)",3,,,,,,,,1,2,,
"Construcción (006)",216,,3,8,1,,,8,82,114,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",374,,,3,2,282,,10,2,75,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",10,,,,,1,,8,1,,,
"Comercio al por mayor (009)",14,,,,1,11,,,,2,,
"Comercio al por menor (010)",350,,,3,1,270,,2,1,73,,
"Hoteles y restaurantes (011)",94,,,,,75,,,,19,,
"Trans., almac. y comunicaciones (012)",89,,,,,1,,,66,22,,
"Activid.inmobil., empres. y alquileres (014)",54,,18,8,17,3,,,1,7,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",98,25,6,4,27,1,,,4,24,7,
"Enseñanza (016)",139,2,133,1,2,,,,1,,,
"Servicios sociales y de salud (017)",35,,18,15,2,,,,,,,
"Otras activ. serv.comun.soc y personales (018)",64,,13,5,3,5,,,,38,,
"Hogares privados con servicio doméstico (019)",22,,,,,,,,,22,,
"Actividad economica no especificada (021)",92,,,,,,,,,,,92
"Hombres (022)",2586,19,97,42,30,125,1063,89,158,920,7,36
"Agric., ganadería, caza y silvicultura (023)",1753,,,5,1,,1063,,,684,,
"Pesca (024)",2,,1,,,,,,,1,,
