"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SANTIAGO DE CHUCO (000)",53952,3079,14767,10174,7934,6609,4467,2872,4050
"Quechua (001)",119,1,10,16,32,24,25,8,3
"Aymara (002)",72,2,7,9,36,12,4,1,1
"Ashaninca (003)",4,,2,1,,1,,,
"Otra lengua nativa (004)",19,1,5,2,2,7,1,,1
"Castellano (005)",53686,3073,14731,10132,7857,6560,4432,2859,4042
"Idioma extranjero (006)",1,,,1,,,,,
"Es sordomudo/a (007)",51,2,12,13,7,5,5,4,3
"Hombres (009)",27559,1542,7444,5240,4291,3485,2300,1378,1879
"Quechua (010)",102,1,7,10,30,22,22,8,2
"Aymara (011)",63,1,3,8,35,11,4,1,
"Ashaninca (012)",3,,2,1,,,,,
"Otra lengua nativa (013)",10,,3,,1,4,1,,1
"Castellano (014)",27353,1539,7421,5215,4220,3447,2270,1367,1874
"Idioma extranjero (015)",1,,,1,,,,,
"Es sordomudo/a (016)",27,1,8,5,5,1,3,2,2
"Mujeres (018)",26393,1537,7323,4934,3643,3124,2167,1494,2171
"Quechua (019)",17,,3,6,2,2,3,,1
"Aymara (020)",9,1,4,1,1,1,,,1
"Ashaninca (021)",1,,,,,1,,,
"Otra lengua nativa (022)",9,1,2,2,1,3,,,
"Castellano (023)",26333,1534,7310,4917,3637,3113,2162,1492,2168
"Es sordomudo/a (025)",24,1,4,8,2,4,2,2,1
,,,,,,,,,
"URBANA (027)",18605,951,4900,3654,2764,2449,1678,941,1268
"Quechua (028)",35,1,4,7,7,5,6,3,2
"Aymara (029)",10,,1,1,7,1,,,
"Ashaninca (030)",2,,2,,,,,,
"Otra lengua nativa (031)",19,1,5,2,2,7,1,,1
"Castellano (032)",18527,949,4883,3641,2746,2436,1670,938,1264
"Es sordomudo/a (034)",12,,5,3,2,,1,,1
"Hombres (036)",8881,465,2422,1766,1296,1179,784,430,539
"Quechua (037)",23,1,3,3,5,4,3,3,1
"Aymara (038)",7,,,,6,1,,,
"Ashaninca (039)",2,,2,,,,,,
"Otra lengua nativa (040)",10,,3,,1,4,1,,1
"Castellano (041)",8832,464,2412,1761,1282,1170,779,427,537
"Es sordomudo/a (043)",7,,2,2,2,,1,,
"Mujeres (045)",9724,486,2478,1888,1468,1270,894,511,729
"Quechua (046)",12,,1,4,2,1,3,,1
"Aymara (047)",3,,1,1,1,,,,
"Otra lengua nativa (049)",9,1,2,2,1,3,,,
"Castellano (050)",9695,485,2471,1880,1464,1266,891,511,727
"Es sordomudo/a (052)",5,,3,1,,,,,1
,,,,,,,,,
"RURAL (054)",35347,2128,9867,6520,5170,4160,2789,1931,2782
"Quechua (055)",84,,6,9,25,19,19,5,1
"Aymara (056)",62,2,6,8,29,11,4,1,1
"Ashaninca (057)",2,,,1,,1,,,
"Castellano (059)",35159,2124,9848,6491,5111,4124,2762,1921,2778
"Idioma extranjero (060)",1,,,1,,,,,
"Es sordomudo/a (061)",39,2,7,10,5,5,4,4,2
"Hombres (063)",18678,1077,5022,3474,2995,2306,1516,948,1340
"Quechua (064)",79,,4,7,25,18,19,5,1
"Aymara (065)",56,1,3,8,29,10,4,1,
"Ashaninca (066)",1,,,1,,,,,
"Castellano (068)",18521,1075,5009,3454,2938,2277,1491,940,1337
"Idioma extranjero (069)",1,,,1,,,,,
"Es sordomudo/a (070)",20,1,6,3,3,1,2,2,2
"Mujeres (072)",16669,1051,4845,3046,2175,1854,1273,983,1442
"Quechua (073)",5,,2,2,,1,,,
"Aymara (074)",6,1,3,,,1,,,1
"Ashaninca (075)",1,,,,,1,,,
"Castellano (077)",16638,1049,4839,3037,2173,1847,1271,981,1441
"Es sordomudo/a (079)",19,1,1,7,2,4,2,2,
