"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ANTABAMBA (000)",11373,4749,962,141,5528
"Quechua (001)",8771,3398,537,79,4757
"Aymara (002)",32,7,4,,21
"Asháninka (003)",3,3,,,
"Otra lengua nativa (004)",9,6,,,3
"Castellano (005)",2532,1328,419,62,730
"Idioma Extranjero (006)",6,,,,6
"Es Sordomudo/a (007)",20,7,2,,11
"Hombres (009)",5802,2256,504,76,2970
"Quechua (010)",4403,1566,279,35,2523
"Aymara (011)",9,,2,,7
"Asháninka (012)",2,2,,,
"Otra lengua nativa (013)",4,3,,,1
"Castellano (014)",1368,681,223,41,427
"Idioma Extranjero (015)",4,,,,4
"Es Sordomudo/a (016)",12,4,,,8
"Mujeres (018)",5571,2493,458,65,2558
"Quechua (019)",4368,1832,258,44,2234
"Aymara (020)",23,7,2,,14
"Asháninka (021)",1,1,,,
"Otra lengua nativa (022)",5,3,,,2
"Castellano (023)",1164,647,196,21,303
"Idioma Extranjero (024)",2,,,,2
"Es Sordomudo/a (025)",8,3,2,,3
,,,,,
"URBANA (027)",8029,3452,815,116,3651
"Quechua (028)",5661,2226,418,66,2951
"Aymara (029)",29,6,4,,19
"Asháninka (030)",1,1,,,
"Otra lengua nativa (031)",9,6,,,3
"Castellano (032)",2307,1207,391,50,664
"Idioma Extranjero (033)",6,,,,6
"Es Sordomudo/a (034)",16,6,2,,8
"Hombres (036)",4036,1645,414,59,1921
"Quechua (037)",2784,1024,206,27,1527
"Aymara (038)",7,,2,,5
"Otra lengua nativa (040)",4,3,,,1
"Castellano (041)",1227,614,206,32,378
"Idioma Extranjero (042)",4,,,,4
"Es Sordomudo/a (043)",10,4,,,6
"Mujeres (045)",3993,1807,401,57,1730
"Quechua (046)",2877,1202,212,39,1424
"Aymara (047)",22,6,2,,14
"Asháninka (048)",1,1,,,
"Otra lengua nativa (049)",5,3,,,2
"Castellano (050)",1080,593,185,18,286
"Idioma Extranjero (051)",2,,,,2
"Es Sordomudo/a (052)",6,2,2,,2
,,,,,
"RURAL (054)",3344,1297,147,25,1877
"Quechua (055)",3110,1172,119,13,1806
"Aymara (056)",3,1,,,2
"Asháninka (057)",2,2,,,
"Castellano (059)",225,121,28,12,66
"Es Sordomudo/a (061)",4,1,,,3
"Hombres (063)",1766,611,90,17,1049
"Quechua (064)",1619,542,73,8,996
"Aymara (065)",2,,,,2
"Asháninka (066)",2,2,,,
"Castellano (068)",141,67,17,9,49
"Es Sordomudo/a (070)",2,,,,2
"Mujeres (072)",1578,686,57,8,828
"Quechua (073)",1491,630,46,5,810
"Aymara (074)",1,1,,,
"Castellano (077)",84,54,11,3,17
"Es Sordomudo/a (079)",2,1,,,1
