"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia AYMARAES (000)",12531,10241,2290
"De 3 a 5 años (001)",2019,182,1837
"De 6 a 11 años (002)",4125,3771,354
"De 12 a 16 años (003)",3453,3423,30
"De 17 a 24 años (004)",2934,2865,69
"Hombres (005)",6506,5388,1118
"De 3 a 5 años (006)",1002,86,916
"De 6 a 11 años (007)",2133,1968,165
"De 12 a 16 años (008)",1800,1788,12
"De 17 a 24 años (009)",1571,1546,25
"Mujeres (010)",6025,4853,1172
"De 3 a 5 años (011)",1017,96,921
"De 6 a 11 años (012)",1992,1803,189
"De 12 a 16 años (013)",1653,1635,18
"De 17 a 24 años (014)",1363,1319,44
,,,
"URBANA (015)",5511,4544,967
"De 3 a 5 años (016)",866,81,785
"De 6 a 11 años (017)",1799,1640,159
"De 12 a 16 años (018)",1593,1584,9
"De 17 a 24 años (019)",1253,1239,14
"Hombres (020)",2829,2351,478
"De 3 a 5 años (021)",433,41,392
"De 6 a 11 años (022)",925,850,75
"De 12 a 16 años (023)",841,836,5
"De 17 a 24 años (024)",630,624,6
"Mujeres (025)",2682,2193,489
"De 3 a 5 años (026)",433,40,393
"De 6 a 11 años (027)",874,790,84
"De 12 a 16 años (028)",752,748,4
"De 17 a 24 años (029)",623,615,8
,,,
"RURAL (030)",7020,5697,1323
"De 3 a 5 años (031)",1153,101,1052
"De 6 a 11 años (032)",2326,2131,195
"De 12 a 16 años (033)",1860,1839,21
"De 17 a 24 años (034)",1681,1626,55
"Hombres (035)",3677,3037,640
"De 3 a 5 años (036)",569,45,524
"De 6 a 11 años (037)",1208,1118,90
"De 12 a 16 años (038)",959,952,7
"De 17 a 24 años (039)",941,922,19
"Mujeres (040)",3343,2660,683
"De 3 a 5 años (041)",584,56,528
"De 6 a 11 años (042)",1118,1013,105
"De 12 a 16 años (043)",901,887,14
"De 17 a 24 años (044)",740,704,36
