"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia UCAYALI (000)",40624,8643,4095,878,27045
"Conviviente (001)",18182,2566,1474,304,13845
"Separado(a) (002)",958,106,80,13,760
"Casado(a) (003)",5657,643,992,179,3853
"Viudo(a) (004)",929,98,53,17,763
"Divorciado(a) (005)",59,4,7,4,44
"Soltero(a) (006)",14839,5226,1489,361,7780
"Hombres (008)",21739,3859,2041,518,15342
"Conviviente (009)",9059,764,710,166,7422
"Separado(a) (010)",460,24,29,5,402
"Casado(a) (011)",2881,251,525,115,1995
"Viudo(a) (012)",377,32,18,7,321
"Divorciado(a) (013)",42,4,5,3,30
"Soltero(a) (014)",8920,2784,754,222,5172
"Mujeres (016)",18885,4784,2054,360,11703
"Conviviente (017)",9123,1802,764,138,6423
"Separado(a) (018)",498,82,51,8,358
"Casado(a) (019)",2776,392,467,64,1858
"Viudo(a) (020)",552,66,35,10,442
"Divorciado(a) (021)",17,,2,1,14
"Soltero(a) (022)",5919,2442,735,139,2608
,,,,,
"URBANA (024)",23299,5261,3108,732,14221
"Conviviente (025)",9565,1489,974,232,6875
"Separado(a) (026)",574,61,64,9,440
"Casado(a) (027)",3465,393,837,158,2085
"Viudo(a) (028)",497,60,42,17,380
"Divorciado(a) (029)",37,3,6,4,24
"Soltero(a) (030)",9161,3255,1185,312,4417
"Hombres (032)",12262,2259,1546,439,8032
"Conviviente (033)",4754,420,472,127,3738
"Separado(a) (034)",250,12,24,4,210
"Casado(a) (035)",1764,143,437,106,1082
"Viudo(a) (036)",181,22,13,7,140
"Divorciado(a) (037)",27,3,5,3,16
"Soltero(a) (038)",5286,1659,595,192,2846
"Mujeres (040)",11037,3002,1562,293,6189
"Conviviente (041)",4811,1069,502,105,3137
"Separado(a) (042)",324,49,40,5,230
"Casado(a) (043)",1701,250,400,52,1003
"Viudo(a) (044)",316,38,29,10,240
"Divorciado(a) (045)",10,,1,1,8
"Soltero(a) (046)",3875,1596,590,120,1571
,,,,,
"RURAL (048)",17325,3382,987,146,12824
"Conviviente (049)",8617,1077,500,72,6970
"Separado(a) (050)",384,45,16,4,320
"Casado(a) (051)",2192,250,155,21,1768
"Viudo(a) (052)",432,38,11,,383
"Divorciado(a) (053)",22,1,1,,20
"Soltero(a) (054)",5678,1971,304,49,3363
"Hombres (056)",9477,1600,495,79,7310
"Conviviente (057)",4305,344,238,39,3684
"Separado(a) (058)",210,12,5,1,192
"Casado(a) (059)",1117,108,88,9,913
"Viudo(a) (060)",196,10,5,,181
"Divorciado(a) (061)",15,1,,,14
"Soltero(a) (062)",3634,1125,159,30,2326
"Mujeres (064)",7848,1782,492,67,5514
"Conviviente (065)",4312,733,262,33,3286
"Separado(a) (066)",174,33,11,3,128
"Casado(a) (067)",1075,142,67,12,855
"Viudo(a) (068)",236,28,6,,202
"Divorciado(a) (069)",7,,1,,6
"Soltero(a) (070)",2044,846,145,19,1037
