"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",45217,6101,1097,14675,16646,1600,939,1776,2383
"Jefe o Jefa (001)",11321,1843,8,3820,3714,325,324,280,1007
"Esposa(o)/ compa¤era(o) (002)",6887,1352,21,2534,2200,167,130,147,336
"Hijo(a)/ hijastro(a) (003)",20448,1841,823,6378,8355,842,371,1083,755
"Yerno/ nuera (004)",451,13,3,55,251,32,19,25,53
"Nieto(a) (005)",1723,312,134,673,484,43,9,59,9
"Padres/ suegros (006)",403,224,,133,37,2,1,,6
"Otro(a) pariente (007)",3240,431,91,952,1289,139,57,141,140
"Trabajador(a) del hogar (008)",69,6,1,15,33,6,2,5,1
"Pensionista (009)",55,2,,5,28,9,3,1,7
"Otro(a) no pariente (010)",620,77,16,110,255,35,23,35,69
"Hombres (012)",22648,2229,535,7193,9002,833,526,892,1438
"Jefe o Jefa (013)",8303,703,7,2890,3134,257,266,220,826
"Esposa(o)/ compa¤era(o) (014)",300,27,1,86,124,12,7,11,32
"Hijo(a)/ hijastro(a) (015)",10691,986,407,3231,4490,428,194,534,421
"Yerno/ nuera (016)",176,4,,22,95,11,7,10,27
"Nieto(a) (017)",905,176,72,340,262,21,4,25,5
"Padres/ suegros (018)",166,66,,67,25,2,1,,5
"Otro(a) pariente (019)",1701,215,40,499,693,73,32,70,79
"Trabajador(a) del hogar (020)",16,2,,3,8,1,,1,1
"Pensionista (021)",37,1,,2,20,8,2,,4
"Otro(a) no pariente (022)",353,49,8,53,151,20,13,21,38
"Mujeres (024)",22569,3872,562,7482,7644,767,413,884,945
"Jefe o Jefa (025)",3018,1140,1,930,580,68,58,60,181
"Esposa(o)/ compa¤era(o) (026)",6587,1325,20,2448,2076,155,123,136,304
"Hijo(a)/ hijastro(a) (027)",9757,855,416,3147,3865,414,177,549,334
"Yerno/ nuera (028)",275,9,3,33,156,21,12,15,26
"Nieto(a) (029)",818,136,62,333,222,22,5,34,4
"Padres/ suegros (030)",237,158,,66,12,,,,1
"Otro(a) pariente (031)",1539,216,51,453,596,66,25,71,61
"Trabajador(a) del hogar (032)",53,4,1,12,25,5,2,4,
"Pensionista (033)",18,1,,3,8,1,1,1,3
"Otro(a) no pariente (034)",267,28,8,57,104,15,10,14,31
,,,,,,,,,
"URBANA (036)",26545,3395,586,8029,9756,932,684,1313,1850
"Jefe o Jefa (037)",6878,1131,4,2199,2099,198,236,201,810
"Esposa(o)/ compa¤era(o) (038)",3998,764,13,1384,1244,94,98,117,284
"Hijo(a)/ hijastro(a) (039)",11863,952,426,3399,4989,462,260,800,575
"Yerno/ nuera (040)",320,8,3,37,162,29,16,19,46
"Nieto(a) (041)",1083,181,90,394,326,30,6,48,8
"Padres/ suegros (042)",240,117,,90,25,2,1,,5
"Otro(a) pariente (043)",1697,184,42,445,728,73,47,100,78
"Trabajador(a) del hogar (044)",57,4,1,13,28,6,2,3,
"Pensionista (045)",51,2,,5,25,9,2,1,7
