"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia UCAYALI (000)",40624,8420,8362,8263,6578,4279,4722
"Católica (001)",28757,5973,5848,5726,4681,3148,3381
"Cristiana/Evangélica (002)",8036,1673,1642,1640,1323,796,962
"Otra (003)",2150,465,438,469,325,204,249
"Ninguna (004)",1681,309,434,428,249,131,130
"Hombres (006)",21739,4319,4190,4355,3641,2505,2729
"Católica (007)",15602,3069,2995,3041,2619,1865,2013
"Cristiana/Evangélica (008)",3992,830,741,801,682,442,496
"Otra (009)",1144,247,219,246,180,113,139
"Ninguna (010)",1001,173,235,267,160,85,81
"Mujeres (012)",18885,4101,4172,3908,2937,1774,1993
"Católica (013)",13155,2904,2853,2685,2062,1283,1368
"Cristiana/Evangélica (014)",4044,843,901,839,641,354,466
"Otra (015)",1006,218,219,223,145,91,110
"Ninguna (016)",680,136,199,161,89,46,49
,,,,,,,
"URBANA (018)",23299,4898,4769,4532,3828,2512,2760
"Católica (019)",17615,3692,3627,3391,2878,1951,2076
"Cristiana/Evangélica (020)",3657,793,699,711,641,354,459
"Otra (021)",1219,252,225,240,196,140,166
"Ninguna (022)",808,161,218,190,113,67,59
"Hombres (024)",12262,2468,2379,2319,2068,1465,1563
"Católica (025)",9331,1860,1816,1740,1561,1140,1214
"Cristiana/Evangélica (026)",1806,397,327,330,326,198,228
"Otra (027)",637,127,113,130,105,80,82
"Ninguna (028)",488,84,123,119,76,47,39
"Mujeres (030)",11037,2430,2390,2213,1760,1047,1197
"Católica (031)",8284,1832,1811,1651,1317,811,862
"Cristiana/Evangélica (032)",1851,396,372,381,315,156,231
"Otra (033)",582,125,112,110,91,60,84
"Ninguna (034)",320,77,95,71,37,20,20
,,,,,,,
"RURAL (036)",17325,3522,3593,3731,2750,1767,1962
"Católica (037)",11142,2281,2221,2335,1803,1197,1305
"Cristiana/Evangélica (038)",4379,880,943,929,682,442,503
"Otra (039)",931,213,213,229,129,64,83
"Ninguna (040)",873,148,216,238,136,64,71
"Hombres (042)",9477,1851,1811,2036,1573,1040,1166
"Católica (043)",6271,1209,1179,1301,1058,725,799
"Cristiana/Evangélica (044)",2186,433,414,471,356,244,268
"Otra (045)",507,120,106,116,75,33,57
"Ninguna (046)",513,89,112,148,84,38,42
"Mujeres (048)",7848,1671,1782,1695,1177,727,796
"Católica (049)",4871,1072,1042,1034,745,472,506
"Cristiana/Evangélica (050)",2193,447,529,458,326,198,235
"Otra (051)",424,93,107,113,54,31,26
"Ninguna (052)",360,59,104,90,52,26,29
