"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LA UNION (000)",14660,3577,415,5932,3081,297,595,186,577
"Quechua (001)",8676,2720,211,3955,1404,92,143,38,113
"Aymara (002)",40,5,,17,14,,3,,1
"Ashaninca (003)",4,,,2,1,,,,1
"Otra lengua nativa (004)",31,3,,10,7,,5,,6
"Castellano (005)",5873,828,204,1946,1654,202,442,147,450
"Idioma extranjero (006)",11,,,,,2,2,1,6
"Es sordomudo/a (007)",25,21,,2,1,1,,,
"Hombres (009)",7304,1189,202,3120,1873,175,330,114,301
"Quechua (010)",4170,806,97,2136,891,54,84,22,80
"Aymara (011)",18,1,,6,7,,3,,1
"Ashaninca (012)",1,,,,,,,,1
"Otra lengua nativa (013)",13,1,,5,5,,1,,1
"Castellano (014)",3084,372,105,972,970,118,241,92,214
"Idioma extranjero (015)",7,,,,,2,1,,4
"Es sordomudo/a (016)",11,9,,1,,1,,,
"Mujeres (018)",7356,2388,213,2812,1208,122,265,72,276
"Quechua (019)",4506,1914,114,1819,513,38,59,16,33
"Aymara (020)",22,4,,11,7,,,,
"Ashaninca (021)",3,,,2,1,,,,
"Otra lengua nativa (022)",18,2,,5,2,,4,,5
"Castellano (023)",2789,456,99,974,684,84,201,55,236
"Idioma extranjero (024)",4,,,,,,1,1,2
"Es sordomudo/a (025)",14,12,,1,1,,,,
,,,,,,,,,
"URBANA (027)",7118,1252,225,2725,1760,195,384,127,450
"Quechua (028)",3649,852,102,1696,757,59,83,25,75
"Aymara (029)",28,3,,13,9,,2,,1
"Ashaninca (030)",3,,,2,,,,,1
"Otra lengua nativa (031)",31,3,,10,7,,5,,6
"Castellano (032)",3381,382,123,1003,986,133,292,101,361
"Idioma extranjero (033)",11,,,,,2,2,1,6
"Es sordomudo/a (034)",15,12,,1,1,1,,,
"Hombres (036)",3506,378,114,1385,1032,113,186,79,219
"Quechua (037)",1737,208,51,882,457,35,41,14,49
"Aymara (038)",10,1,,4,2,,2,,1
"Ashaninca (039)",1,,,,,,,,1
"Otra lengua nativa (040)",13,1,,5,5,,1,,1
"Castellano (041)",1732,163,63,494,568,75,141,65,163
"Idioma extranjero (042)",7,,,,,2,1,,4
"Es sordomudo/a (043)",6,5,,,,1,,,
"Mujeres (045)",3612,874,111,1340,728,82,198,48,231
"Quechua (046)",1912,644,51,814,300,24,42,11,26
"Aymara (047)",18,2,,9,7,,,,
"Ashaninca (048)",2,,,2,,,,,
"Otra lengua nativa (049)",18,2,,5,2,,4,,5
"Castellano (050)",1649,219,60,509,418,58,151,36,198
"Idioma extranjero (051)",4,,,,,,1,1,2
"Es sordomudo/a (052)",9,7,,1,1,,,,
,,,,,,,,,
"RURAL (054)",7542,2325,190,3207,1321,102,211,59,127
"Quechua (055)",5027,1868,109,2259,647,33,60,13,38
"Aymara (056)",12,2,,4,5,,1,,
"Ashaninca (057)",1,,,,1,,,,
"Castellano (059)",2492,446,81,943,668,69,150,46,89
"Es sordomudo/a (061)",10,9,,1,,,,,
"Hombres (063)",3798,811,88,1735,841,62,144,35,82
"Quechua (064)",2433,598,46,1254,434,19,43,8,31
"Aymara (065)",8,,,2,5,,1,,
"Castellano (068)",1352,209,42,478,402,43,100,27,51
"Es sordomudo/a (070)",5,4,,1,,,,,
"Mujeres (072)",3744,1514,102,1472,480,40,67,24,45
"Quechua (073)",2594,1270,63,1005,213,14,17,5,7
"Aymara (074)",4,2,,2,,,,,
"Ashaninca (075)",1,,,,1,,,,
"Castellano (077)",1140,237,39,465,266,26,50,19,38
"Es sordomudo/a (079)",5,5,,,,,,,
