"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia UCAYALI (000)",61816,1783,24694,16001,10337,6778,2223
"Hombres (001)",32556,915,12578,8219,5610,3938,1296
"Mujeres (002)",29260,868,12116,7782,4727,2840,927
"Viviendas particulares (003)",61017,1770,24635,15695,10064,6646,2207
"Hombres (004)",31943,909,12546,7991,5389,3826,1282
"Mujeres (005)",29074,861,12089,7704,4675,2820,925
"Viviendas colectivas (006)",706,10,47,263,256,118,12
"Hombres (007)",549,5,24,199,208,102,11
"Mujeres (008)",157,5,23,64,48,16,1
"Otro tipo (009)",93,3,12,43,17,14,4
"Hombres (010)",64,1,8,29,13,10,3
"Mujeres (011)",29,2,4,14,4,4,1
,,,,,,,
"URBANA (012)",33885,874,12701,9138,5900,3917,1355
"Hombres (013)",17659,463,6413,4636,3119,2256,772
"Mujeres (014)",16226,411,6288,4502,2781,1661,583
"Viviendas particulares (015)",33098,861,12642,8832,5634,3790,1339
"Hombres (016)",17056,457,6381,4408,2903,2149,758
"Mujeres (017)",16042,404,6261,4424,2731,1641,581
"Viviendas colectivas (018)",696,10,47,263,251,113,12
"Hombres (019)",539,5,24,199,203,97,11
"Mujeres (020)",157,5,23,64,48,16,1
"Otro tipo (021)",91,3,12,43,15,14,4
"Hombres (022)",64,1,8,29,13,10,3
"Mujeres (023)",27,2,4,14,2,4,1
,,,,,,,
"RURAL (024)",27931,909,11993,6863,4437,2861,868
"Hombres (025)",14897,452,6165,3583,2491,1682,524
"Mujeres (026)",13034,457,5828,3280,1946,1179,344
"Viviendas particulares (027)",27919,909,11993,6863,4430,2856,868
"Hombres (028)",14887,452,6165,3583,2486,1677,524
"Mujeres (029)",13032,457,5828,3280,1944,1179,344
"Viviendas colectivas (030)",10,,,,5,5,
"Hombres (031)",10,,,,5,5,
"Otro tipo (033)",2,,,,2,,
"Mujeres (035)",2,,,,2,,
