"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia PURUS",,,,,,,,
"Viviendas particulares (001)",736,32,44,3,4,651,,2
"Ocupantes presentes (002)",3527,118,152,7,22,3222,,6
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",722,29,43,3,4,642,,1
"Ocupantes presentes (005)",3479,108,151,7,22,3189,,2
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",2,1,,,,,,1
"Ocupantes presentes (017)",5,1,,,,,,4
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",4,1,,,,3,,
"Ocupantes presentes (020)",20,3,,,,17,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",8,1,1,,,6,,
"Ocupantes presentes (023)",23,6,1,,,16,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",249,24,42,2,2,179,,
"Ocupantes presentes (029)",1069,85,149,4,7,824,,
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",242,22,42,2,2,174,,
"Ocupantes presentes (032)",1037,76,149,4,7,801,,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",4,1,,,,3,,
"Ocupantes presentes (047)",20,3,,,,17,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",3,1,,,,2,,
"Ocupantes presentes (050)",12,6,,,,6,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",487,8,2,1,2,472,,2
"Ocupantes presentes (056)",2458,33,3,3,15,2398,,6
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",480,7,1,1,2,468,,1
"Ocupantes presentes (059)",2442,32,2,3,15,2388,,2
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",2,1,,,,,,1
"Ocupantes presentes (071)",5,1,,,,,,4
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",5,,1,,,4,,
"Ocupantes presentes (077)",11,,1,,,10,,
"Otro tipo",,,,,,,,
