"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia AYMARAES (000)",9481,98,2547,3217,2533,1086
"Agric., ganadería, caza y silvicultura (001)",5515,70,1271,1564,1670,940
"Pesca (002)",5,,2,,3,
"Explotación de minas y canteras (003)",931,1,397,427,105,1
"Industrias manufactureras (004)",117,2,30,42,37,6
"Suministro de electricidad, gas y agua (005)",9,,1,5,3,
"Construcción (006)",370,1,129,142,84,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",581,10,162,218,135,56
"Venta, mant.y rep. veh.autom.y motoc. (008)",22,,11,8,3,
"Comercio al por mayor (009)",29,,5,10,11,3
"Comercio al por menor (010)",530,10,146,200,121,53
"Hoteles y restaurantes (011)",188,3,66,54,56,9
"Trans., almac. y comunicaciones (012)",201,,68,82,48,3
"Intermediación financiera (013)",6,,2,4,,
"Activid.inmobil., empres. y alquileres (014)",53,,15,21,13,4
"Admin.pub. y defensa; p. segur.soc afil (015)",341,,82,168,90,1
"Enseñanza (016)",486,,63,272,149,2
"Servicios sociales y de salud (017)",121,,48,57,14,2
"Otras activ. serv.comun.soc y personales (018)",60,,18,28,12,2
"Hogares privados con servicio doméstico (019)",66,4,32,16,12,2
"Actividad economica no especificada (021)",174,,48,42,54,30
"Desocupado (022)",257,7,113,75,48,14
"Hombres (023)",7221,69,1952,2426,1932,842
"Agric., ganadería, caza y silvicultura (024)",4499,54,1065,1272,1343,765
"Pesca (025)",5,,2,,3,
"Explotación de minas y canteras (026)",902,1,380,415,105,1
"Industrias manufactureras (027)",83,2,21,27,28,5
"Suministro de electricidad, gas y agua (028)",9,,1,5,3,
"Construcción (029)",351,1,120,136,80,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",221,5,67,74,50,25
"Venta, mant.y rep. veh.autom.y motoc. (031)",20,,9,8,3,
"Comercio al por mayor (032)",19,,4,4,9,2
"Comercio al por menor (033)",182,5,54,62,38,23
"Hoteles y restaurantes (034)",45,2,20,15,7,1
"Trans., almac. y comunicaciones (035)",193,,62,80,48,3
"Intermediación financiera (036)",5,,1,4,,
"Activid.inmobil., empres. y alquileres (037)",47,,11,21,11,4
"Admin.pub. y defensa; p. segur.soc afil (038)",267,,55,130,81,1
"Enseñanza (039)",268,,17,146,104,1
"Servicios sociales y de salud (040)",41,,15,19,7,
"Otras activ. serv.comun.soc y personales (041)",24,,7,11,5,1
