"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia BONGARA (000)",16205,15190,1015
"Hombres (001)",8398,7986,412
"Mujeres (002)",7807,7204,603
"De 18 a 29 años (003)",5240,4783,457
"Hombres (004)",2805,2561,244
"Mujeres (005)",2435,2222,213
"De 30 a 44 años (006)",5521,5372,149
"Hombres (007)",2850,2800,50
"Mujeres (008)",2671,2572,99
"De 45 a 64 años (009)",3724,3583,141
"Hombres (010)",1950,1894,56
"Mujeres (011)",1774,1689,85
"De 65 y más años (012)",1720,1452,268
"Hombres (013)",793,731,62
"Mujeres (014)",927,721,206
,,,
"URBANA (015)",10045,9523,522
"Hombres (016)",5127,4899,228
"Mujeres (017)",4918,4624,294
"De 18 a 29 años (018)",3023,2780,243
"Hombres (019)",1598,1453,145
"Mujeres (020)",1425,1327,98
"De 30 a 44 años (021)",3521,3456,65
"Hombres (022)",1780,1755,25
"Mujeres (023)",1741,1701,40
"De 45 a 64 años (024)",2393,2325,68
"Hombres (025)",1252,1226,26
"Mujeres (026)",1141,1099,42
"De 65 y más años (027)",1108,962,146
"Hombres (028)",497,465,32
"Mujeres (029)",611,497,114
,,,
"RURAL (030)",6160,5667,493
"Hombres (031)",3271,3087,184
"Mujeres (032)",2889,2580,309
"De 18 a 29 años (033)",2217,2003,214
"Hombres (034)",1207,1108,99
"Mujeres (035)",1010,895,115
"De 30 a 44 años (036)",2000,1916,84
"Hombres (037)",1070,1045,25
"Mujeres (038)",930,871,59
"De 45 a 64 años (039)",1331,1258,73
"Hombres (040)",698,668,30
"Mujeres (041)",633,590,43
"De 65 y más años (042)",612,490,122
"Hombres (043)",296,266,30
"Mujeres (044)",316,224,92
