"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CONCEPCION (000)",16319,155,5599,5723,2027,693,309,84,24,,1705
"Conviviente (001)",4599,51,1685,1687,532,138,49,9,1,,447
"Separado(a) (002)",1044,15,361,373,143,59,23,8,,,62
"Casado(a) (003)",6815,53,2439,2506,918,309,137,37,14,,402
"Viudo(a) (004)",1881,21,682,658,216,91,60,19,6,,128
"Divorciado(a) (005)",104,,34,34,15,7,4,,1,,9
"Soltero(a) (006)",1876,15,398,465,203,89,36,11,2,,657
,,,,,,,,,,,
"URBANA (008)",8821,75,2695,3066,1245,446,189,53,15,,1037
"Conviviente (009)",2407,25,785,894,331,89,27,7,,,249
"Separado(a) (010)",614,6,199,226,83,38,17,3,,,42
"Casado(a) (011)",3566,26,1138,1297,560,208,81,25,9,,222
"Viudo(a) (012)",993,11,349,348,127,49,34,11,4,,60
"Divorciado(a) (013)",55,,18,19,11,4,1,,,,2
"Soltero(a) (014)",1186,7,206,282,133,58,29,7,2,,462
,,,,,,,,,,,
"RURAL (016)",7498,80,2904,2657,782,247,120,31,9,,668
"Conviviente (017)",2192,26,900,793,201,49,22,2,1,,198
"Separado(a) (018)",430,9,162,147,60,21,6,5,,,20
"Casado(a) (019)",3249,27,1301,1209,358,101,56,12,5,,180
"Viudo(a) (020)",888,10,333,310,89,42,26,8,2,,68
"Divorciado(a) (021)",49,,16,15,4,3,3,,1,,7
"Soltero(a) (022)",690,8,192,183,70,31,7,4,,,195
