"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CASTILLA (000)",535,126,409
"Sin nivel (001)",26,4,22
"Educación inicial (002)",2,1,1
"Primaria (003)",118,18,100
"Secundaria (004)",252,58,194
"Superior no univ. incompleta (005)",40,7,33
"Superior no univ. completa (006)",54,22,32
"Superior univ. incompleta (007)",13,4,9
"Superior univ. completa (008)",30,12,18
"De 14 a 29 años (010)",263,95,168
"Sin nivel (011)",6,3,3
"Educación inicial (012)",2,1,1
"Primaria (013)",31,11,20
"Secundaria (014)",149,45,104
"Superior no univ. incompleta (015)",22,4,18
"Superior no univ. completa (016)",33,19,14
"Superior univ. incompleta (017)",8,4,4
"Superior univ. completa (018)",12,8,4
"De 30 a 44 años (020)",159,25,134
"Sin nivel (021)",5,,5
"Primaria (023)",30,5,25
"Secundaria (024)",72,11,61
"Superior no univ. incompleta (025)",13,3,10
"Superior no univ. completa (026)",17,3,14
"Superior univ. incompleta (027)",5,,5
"Superior univ. completa (028)",17,3,14
"De 45 a 64 años (030)",89,6,83
"Sin nivel (031)",8,1,7
"Primaria (033)",43,2,41
"Secundaria (034)",30,2,28
"Superior no univ. incompleta (035)",4,,4
"Superior no univ. completa (036)",3,,3
"Superior univ. completa (038)",1,1,
"De 65 y más años (040)",24,,24
"Sin nivel (041)",7,,7
"Primaria (043)",14,,14
"Secundaria (044)",1,,1
"Superior no univ. incompleta (045)",1,,1
"Superior no univ. completa (046)",1,,1
,,,
"AREA URBANA (050)",337,78,259
"Sin nivel (051)",15,1,14
"Educación inicial (052)",2,1,1
"Primaria (053)",70,8,62
"Secundaria (054)",143,34,109
"Superior no univ. incompleta (055)",29,4,25
"Superior no univ. completa (056)",41,15,26
"Superior univ. incompleta (057)",9,3,6
"Superior univ. completa (058)",28,12,16
"De 14 a 29 años (060)",164,59,105
"Sin nivel (061)",3,1,2
"Educación inicial (062)",2,1,1
"Primaria (063)",16,4,12
"Secundaria (064)",86,26,60
"Superior no univ. incompleta (065)",15,2,13
"Superior no univ. completa (066)",27,14,13
"Superior univ. incompleta (067)",5,3,2
"Superior univ. completa (068)",10,8,2
"De 30 a 44 años (070)",109,16,93
"Sin nivel (071)",3,,3
"Primaria (073)",21,4,17
"Secundaria (074)",42,6,36
"Superior no univ. incompleta (075)",10,2,8
"Superior no univ. completa (076)",12,1,11
"Superior univ. incompleta (077)",4,,4
"Superior univ. completa (078)",17,3,14
"De 45 a 64 años (080)",49,3,46
"Sin nivel (081)",5,,5
"Primaria (083)",23,,23
"Secundaria (084)",14,2,12
"Superior no univ. incompleta (085)",4,,4
"Superior no univ. completa (086)",2,,2
"Superior univ. completa (088)",1,1,
"De 65 y más años (090)",15,,15
"Sin nivel (091)",4,,4
"Primaria (093)",10,,10
"Secundaria (094)",1,,1
,,,
"AREA RURAL (100)",198,48,150
"Sin nivel (101)",11,3,8
"Primaria (103)",48,10,38
"Secundaria (104)",109,24,85
"Superior no univ. incompleta (105)",11,3,8
"Superior no univ. completa (106)",13,7,6
"Superior univ. incompleta (107)",4,1,3
"Superior univ. completa (108)",2,,2
"De 14 a 29 años (110)",99,36,63
"Sin nivel (111)",3,2,1
"Primaria (113)",15,7,8
"Secundaria (114)",63,19,44
"Superior no univ. incompleta (115)",7,2,5
"Superior no univ. completa (116)",6,5,1
"Superior univ. incompleta (117)",3,1,2
"Superior univ. completa (118)",2,,2
"De 30 a 44 años (120)",50,9,41
"Sin nivel (121)",2,,2
"Primaria (123)",9,1,8
"Secundaria (124)",30,5,25
"Superior no univ. incompleta (125)",3,1,2
"Superior no univ. completa (126)",5,2,3
"Superior univ. incompleta (127)",1,,1
"De 45 a 64 años (130)",40,3,37
"Sin nivel (131)",3,1,2
"Primaria (133)",20,2,18
"Secundaria (134)",16,,16
"Superior no univ. completa (136)",1,,1
"De 65 y más años (140)",9,,9
"Sin nivel (141)",3,,3
"Primaria (143)",4,,4
"Superior no univ. incompleta (145)",1,,1
"Superior no univ. completa (146)",1,,1
