"CUADRO Nº 4: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZAN EN EL HOGAR PARA COCINAR SUS ALIMENTOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZA PARA COCINAR",,,,,,,"NO COCINAN"
,,ELECTRICIDAD,GAS,KEROSENE,CARBÓN,LEÑA,"BOSTA, ESTIÉRCOL",OTRO,
,,,,,,,,,
"Provincia SANTA CRUZ",,,,,,,,,
"Hogares (001)",10960,6,1046,13,59,9697,3,1,135
"Ocupantes presentes (002)",43553,23,3751,35,228,39298,8,1,209
"Casa independiente",,,,,,,,,
"Hogares (004)",10534,6,1024,13,57,9301,3,1,129
"Ocupantes presentes (005)",41928,23,3659,35,223,37782,8,1,197
"Departamento en edificio",,,,,,,,,
"Hogares (007)",5,,5,,,,,,
"Ocupantes presentes (008)",23,,23,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",12,,8,,,,,,4
"Ocupantes presentes (011)",40,,30,,,,,,10
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",7,,5,,,2,,,
"Ocupantes presentes (014)",29,,26,,,3,,,
"Choza o cabaña",,,,,,,,,
"Hogares (016)",393,,2,,1,390,,,
"Ocupantes presentes (017)",1512,,8,,4,1500,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",1,,,,,1,,,
"Ocupantes presentes (020)",1,,,,,1,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",7,,1,,1,3,,,2
"Ocupantes presentes (023)",18,,3,,1,12,,,2
"Otro tipo",,,,,,,,,
"Hogares (025)",1,,1,,,,,,
"Ocupantes presentes (026)",2,,2,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",2362,6,925,10,22,1311,,,88
"Ocupantes presentes (029)",8890,23,3373,24,73,5255,,,142
"Casa independiente",,,,,,,,,
"Hogares (031)",2331,6,905,10,21,1306,,,83
"Ocupantes presentes (032)",8781,23,3289,24,72,5242,,,131
"Departamento en edificio",,,,,,,,,
"Hogares (034)",5,,5,,,,,,
"Ocupantes presentes (035)",23,,23,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",12,,8,,,,,,4
"Ocupantes presentes (038)",40,,30,,,,,,10
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",7,,5,,,2,,,
"Ocupantes presentes (041)",29,,26,,,3,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",1,,,,,1,,,
"Ocupantes presentes (047)",1,,,,,1,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",5,,1,,1,2,,,1
"Ocupantes presentes (050)",14,,3,,1,9,,,1
"Otro tipo",,,,,,,,,
"Hogares (052)",1,,1,,,,,,
"Ocupantes presentes (053)",2,,2,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",8598,,121,3,37,8386,3,1,47
"Ocupantes presentes (056)",34663,,378,11,155,34043,8,1,67
"Casa independiente",,,,,,,,,
"Hogares (058)",8203,,119,3,36,7995,3,1,46
"Ocupantes presentes (059)",33147,,370,11,151,32540,8,1,66
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",393,,2,,1,390,,,
"Ocupantes presentes (071)",1512,,8,,4,1500,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",2,,,,,1,,,1
"Ocupantes presentes (077)",4,,,,,3,,,1
"Otro tipo",,,,,,,,,
