"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia RIOJA (000)",37897,1461,14117,12844,7885,1590
"Empleado (001)",4957,88,1855,2189,781,44
"Obrero (002)",5913,153,2597,1909,1073,181
"Trabajador independiente (003)",18852,283,5625,6875,4942,1127
"Empleador o patrono (004)",1433,1,370,559,423,80
"Trabajador familiar no remunerado (005)",4426,797,2475,719,345,90
"Trabajador del hogar (006)",1336,79,677,354,189,37
"Desocupado (008)",980,60,518,239,132,31
"Hombres (009)",28421,1056,10565,9359,6126,1315
"Empleado (010)",2657,42,887,1203,493,32
"Obrero (011)",5151,126,2318,1637,917,153
"Trabajador independiente (012)",15525,217,4660,5546,4116,986
"Empleador o patrono (013)",1284,1,320,504,382,77
"Trabajador familiar no remunerado (014)",3045,626,1992,287,102,38
"Trabajador del hogar (015)",51,4,31,4,10,2
"Desocupado (017)",708,40,357,178,106,27
"Mujeres (018)",9476,405,3552,3485,1759,275
"Empleado (019)",2300,46,968,986,288,12
"Obrero (020)",762,27,279,272,156,28
"Trabajador independiente (021)",3327,66,965,1329,826,141
"Empleador o patrono (022)",149,,50,55,41,3
"Trabajador familiar no remunerado (023)",1381,171,483,432,243,52
"Trabajador del hogar (024)",1285,75,646,350,179,35
"Desocupado (026)",272,20,161,61,26,4
,,,,,,
"URBANA (027)",28612,1069,10174,10116,6111,1142
"Empleado (028)",4814,87,1794,2131,759,43
"Obrero (029)",4656,115,1977,1525,891,148
"Trabajador independiente (030)",13578,219,3821,5084,3668,786
"Empleador o patrono (031)",956,1,262,375,277,41
"Trabajador familiar no remunerado (032)",2790,543,1377,528,272,70
"Trabajador del hogar (033)",975,59,505,265,120,26
"Desocupado (035)",843,45,438,208,124,28
"Hombres (036)",20359,741,7168,6972,4567,911
"Empleado (037)",2557,41,851,1157,477,31
"Obrero (038)",4055,98,1768,1303,760,126
"Trabajador independiente (039)",10577,162,2977,3864,2913,661
"Empleador o patrono (040)",822,1,216,325,242,38
"Trabajador familiar no remunerado (041)",1711,408,1040,166,68,29
"Trabajador del hogar (042)",42,2,27,3,8,2
"Desocupado (044)",595,29,289,154,99,24
"Mujeres (045)",8253,328,3006,3144,1544,231
"Empleado (046)",2257,46,943,974,282,12
"Obrero (047)",601,17,209,222,131,22
"Trabajador independiente (048)",3001,57,844,1220,755,125
"Empleador o patrono (049)",134,,46,50,35,3
"Trabajador familiar no remunerado (050)",1079,135,337,362,204,41
"Trabajador del hogar (051)",933,57,478,262,112,24
"Desocupado (053)",248,16,149,54,25,4
,,,,,,
"RURAL (054)",9285,392,3943,2728,1774,448
"Empleado (055)",143,1,61,58,22,1
"Obrero (056)",1257,38,620,384,182,33
"Trabajador independiente (057)",5274,64,1804,1791,1274,341
"Empleador o patrono (058)",477,,108,184,146,39
"Trabajador familiar no remunerado (059)",1636,254,1098,191,73,20
"Trabajador del hogar (060)",361,20,172,89,69,11
"Desocupado (062)",137,15,80,31,8,3
"Hombres (063)",8062,315,3397,2387,1559,404
"Empleado (064)",100,1,36,46,16,1
"Obrero (065)",1096,28,550,334,157,27
"Trabajador independiente (066)",4948,55,1683,1682,1203,325
"Empleador o patrono (067)",462,,104,179,140,39
"Trabajador familiar no remunerado (068)",1334,218,952,121,34,9
"Trabajador del hogar (069)",9,2,4,1,2,
"Desocupado (071)",113,11,68,24,7,3
"Mujeres (072)",1223,77,546,341,215,44
"Empleado (073)",43,,25,12,6,
"Obrero (074)",161,10,70,50,25,6
"Trabajador independiente (075)",326,9,121,109,71,16
"Empleador o patrono (076)",15,,4,5,6,
"Trabajador familiar no remunerado (077)",302,36,146,70,39,11
"Trabajador del hogar (078)",352,18,168,88,67,11
"Desocupado (080)",24,4,12,7,1,
