"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia PAUCAR DEL SARA SARA",,,,,,,,,
"Viviendas particulares (001)",3207,868,1087,599,351,144,70,33,55
"Ocupantes presentes (002)",10758,2379,3552,2177,1452,584,291,122,201
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2938,717,1016,564,342,142,70,32,55
"Ocupantes presentes (005)",9851,1966,3272,2024,1404,573,291,120,201
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",9,5,,3,,,,1,
"Ocupantes presentes (011)",37,21,,14,,,,2,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",99,61,20,9,7,2,,,
"Ocupantes presentes (014)",298,148,78,32,29,11,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",157,83,49,23,2,,,,
"Ocupantes presentes (017)",562,238,198,107,19,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",5,5,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,1,2,,,,,,
"Ocupantes presentes (023)",5,1,4,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2137,511,689,395,278,125,60,29,50
"Ocupantes presentes (029)",7318,1410,2258,1463,1142,514,251,112,168
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2026,444,667,383,271,123,60,28,50
"Ocupantes presentes (032)",6974,1236,2176,1417,1113,503,251,110,168
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",9,5,,3,,,,1,
"Ocupantes presentes (038)",37,21,,14,,,,2,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",99,61,20,9,7,2,,,
"Ocupantes presentes (041)",298,148,78,32,29,11,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",5,5,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,,2,,,,,,
"Ocupantes presentes (050)",4,,4,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1070,357,398,204,73,19,10,4,5
"Ocupantes presentes (056)",3440,969,1294,714,310,70,40,10,33
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",912,273,349,181,71,19,10,4,5
"Ocupantes presentes (059)",2877,730,1096,607,291,70,40,10,33
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",157,83,49,23,2,,,,
"Ocupantes presentes (071)",562,238,198,107,19,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",1,1,,,,,,,
"Otro tipo",,,,,,,,,
