"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PARINACOCHAS (000)",10896,35561,30353,,509,85.4,1.4
"De 12 a 14 años (001)",1070,3,2,,1,66.7,33.3
"De 15 a 19 años (002)",1334,228,217,63,95.2,27.6,
"De 20 a 24 años (003)",1115,1120,1070,134,95.5,12,
"De 25 a 29 años (004)",943,1821,1734,107,95.2,5.9,
"De 30 a 34 años (005)",923,2622,2492,99,95,3.8,
"De 35 a 39 años (006)",885,3273,3018,66,92.2,2,
"De 40 a 44 años (007)",787,3611,3278,33,90.8,0.9,
"De 45 a 49 años (008)",624,3278,2939,6,89.7,0.2,
"De 50 y más años (009)",3215,19605,15603,,79.6,,
"PEA (010)",3285,11024,9681,155,87.8,1.4,
"De 12 a 14 años (011)",54,1,1,1,100,100,
"De 15 a 19 años (012)",220,53,49,13,92.5,24.5,
"De 20 a 24 años (013)",363,358,338,36,94.4,10.1,
"De 25 a 29 años (014)",382,627,607,33,96.8,5.3,
"De 30 a 34 años (015)",379,944,893,40,94.6,4.2,
"De 35 a 39 años (016)",377,1280,1168,19,91.3,1.5,
"De 40 a 44 años (017)",352,1472,1341,10,91.1,0.7,
"De 45 a 49 años (018)",278,1323,1214,3,91.8,0.2,
"De 50 y más años (019)",880,4966,4070,,82,,
"Ocupada (020)",3192,10868,9533,152,87.7,1.4,
"De 12 a 14 años (021)",51,1,1,1,100,100,
"De 15 a 19 años (022)",199,51,47,12,92.2,23.5,
"De 20 a 24 años (023)",340,339,319,36,94.1,10.6,
"De 25 a 29 años (024)",368,612,592,33,96.7,5.4,
"De 30 a 34 años (025)",369,917,867,39,94.5,4.3,
"De 35 a 39 años (026)",369,1255,1143,19,91.1,1.5,
"De 40 a 44 años (027)",348,1453,1323,9,91.1,0.6,
"De 45 a 49 años (028)",276,1314,1205,3,91.7,0.2,
"De 50 y más años (029)",872,4926,4036,,81.9,,
"Desocupada (030)",93,156,148,3,94.9,1.9,
"De 12 a 14 años (031)",3,,,,,,
"De 15 a 19 años (032)",21,2,2,1,100,50,
"De 20 a 24 años (033)",23,19,19,,100,,
"De 25 a 29 años (034)",14,15,15,,100,,
"De 30 a 34 años (035)",10,27,26,1,96.3,3.7,
"De 35 a 39 años (036)",8,25,25,,100,,
