"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUALLAGA",,,,,,,,,
"Viviendas particulares (001)",108,60,11,2,4,,1,,30
"Ocupantes presentes (002)",452,239,38,7,18,,3,,147
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",106,59,11,2,4,,1,,29
"Ocupantes presentes (005)",449,238,38,7,18,,3,,145
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",2,1,,,,,,,1
"Ocupantes presentes (017)",3,1,,,,,,,2
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",77,58,11,1,4,,,,3
"Ocupantes presentes (029)",313,234,38,5,18,,,,18
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",77,58,11,1,4,,,,3
"Ocupantes presentes (032)",313,234,38,5,18,,,,18
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",31,2,,1,,,1,,27
"Ocupantes presentes (056)",139,5,,2,,,3,,129
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",29,1,,1,,,1,,26
"Ocupantes presentes (059)",136,4,,2,,,3,,127
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",2,1,,,,,,,1
"Ocupantes presentes (071)",3,1,,,,,,,2
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
