"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUANCANE (000)",53204,8150,8499,7840,7536,6450,14729
"Católica (001)",42459,6645,7003,6524,6201,5181,10905
"Cristiana/Evangélica (002)",2732,364,424,344,357,360,883
"Otra (003)",5222,643,637,561,607,627,2147
"Ninguna (004)",2791,498,435,411,371,282,794
"Hombres (006)",25400,4059,4346,3725,3525,3026,6719
"Católica (007)",20430,3312,3594,3106,2926,2430,5062
"Cristiana/Evangélica (008)",1266,181,198,161,161,167,398
"Otra (009)",2426,306,301,258,279,298,984
"Ninguna (010)",1278,260,253,200,159,131,275
"Mujeres (012)",27804,4091,4153,4115,4011,3424,8010
"Católica (013)",22029,3333,3409,3418,3275,2751,5843
"Cristiana/Evangélica (014)",1466,183,226,183,196,193,485
"Otra (015)",2796,337,336,303,328,329,1163
"Ninguna (016)",1513,238,182,211,212,151,519
,,,,,,,
"URBANA (018)",10701,1635,2169,1934,1846,1271,1846
"Católica (019)",9089,1395,1847,1685,1614,1081,1467
"Cristiana/Evangélica (020)",463,77,89,58,65,61,113
"Otra (021)",819,120,153,124,118,92,212
"Ninguna (022)",330,43,80,67,49,37,54
"Hombres (024)",5314,804,1133,916,889,627,945
"Católica (025)",4506,691,966,793,780,527,749
"Cristiana/Evangélica (026)",230,41,42,31,31,31,54
"Otra (027)",398,48,69,59,59,47,116
"Ninguna (028)",180,24,56,33,19,22,26
"Mujeres (030)",5387,831,1036,1018,957,644,901
"Católica (031)",4583,704,881,892,834,554,718
"Cristiana/Evangélica (032)",233,36,47,27,34,30,59
"Otra (033)",421,72,84,65,59,45,96
"Ninguna (034)",150,19,24,34,30,15,28
,,,,,,,
"RURAL (036)",42503,6515,6330,5906,5690,5179,12883
"Católica (037)",33370,5250,5156,4839,4587,4100,9438
"Cristiana/Evangélica (038)",2269,287,335,286,292,299,770
"Otra (039)",4403,523,484,437,489,535,1935
"Ninguna (040)",2461,455,355,344,322,245,740
"Hombres (042)",20086,3255,3213,2809,2636,2399,5774
"Católica (043)",15924,2621,2628,2313,2146,1903,4313
"Cristiana/Evangélica (044)",1036,140,156,130,130,136,344
"Otra (045)",2028,258,232,199,220,251,868
"Ninguna (046)",1098,236,197,167,140,109,249
"Mujeres (048)",22417,3260,3117,3097,3054,2780,7109
"Católica (049)",17446,2629,2528,2526,2441,2197,5125
"Cristiana/Evangélica (050)",1233,147,179,156,162,163,426
"Otra (051)",2375,265,252,238,269,284,1067
"Ninguna (052)",1363,219,158,177,182,136,491
