"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CUSCO (000)",150924,273126,254261,,5224,93.1,1.9
"De 12 a 14 años (001)",11407,70,69,,6,98.6,8.6
"De 15 a 19 años (002)",20841,1520,1495,432,98.4,28.4,
"De 20 a 24 años (003)",20267,8395,8243,1139,98.2,13.6,
"De 25 a 29 años (004)",18144,17690,17358,1318,98.1,7.5,
"De 30 a 34 años (005)",15736,26581,25909,1205,97.5,4.5,
"De 35 a 39 años (006)",13995,32142,31170,836,97,2.6,
"De 40 a 44 años (007)",11655,32669,31339,261,95.9,0.8,
"De 45 a 49 años (008)",9650,31070,29338,27,94.4,0.1,
"De 50 y más años (009)",29229,122989,109340,,88.9,,
"PEA (010)",71128,132349,125172,2213,94.6,1.7,
"De 12 a 14 años (011)",878,12,11,1,91.7,8.3,
"De 15 a 19 años (012)",5422,582,568,133,97.6,22.9,
"De 20 a 24 años (013)",9399,3765,3698,397,98.2,10.5,
"De 25 a 29 años (014)",10955,9239,9065,553,98.1,6,
"De 30 a 34 años (015)",9982,15111,14737,569,97.5,3.8,
"De 35 a 39 años (016)",9179,19584,19031,412,97.2,2.1,
"De 40 a 44 años (017)",7769,20628,19895,133,96.4,0.6,
"De 45 a 49 años (018)",6276,18881,17888,15,94.7,0.1,
"De 50 y más años (019)",11268,44547,40279,,90.4,,
"Ocupada (020)",68478,129105,122030,2087,94.5,1.6,
"De 12 a 14 años (021)",854,10,9,,90,,
"De 15 a 19 años (022)",5143,532,518,117,97.4,22,
"De 20 a 24 años (023)",8802,3533,3468,362,98.2,10.2,
"De 25 a 29 años (024)",10392,8850,8679,526,98.1,5.9,
"De 30 a 34 años (025)",9606,14645,14274,541,97.5,3.7,
"De 35 a 39 años (026)",8886,18958,18424,397,97.2,2.1,
"De 40 a 44 años (027)",7586,20164,19446,129,96.4,0.6,
"De 45 a 49 años (028)",6133,18464,17495,15,94.8,0.1,
"De 50 y más años (029)",11076,43949,39717,,90.4,,
"Desocupada (030)",2650,3244,3142,126,96.9,3.9,
"De 12 a 14 años (031)",24,2,2,1,100,50,
"De 15 a 19 años (032)",279,50,50,16,100,32,
"De 20 a 24 años (033)",597,232,230,35,99.1,15.1,
"De 25 a 29 años (034)",563,389,386,27,99.2,6.9,
