"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CANCHIS (000)",33550,821,8929,11918,9128,2754
"Empleado (001)",5806,43,1665,2660,1374,64
"Obrero (002)",3115,35,1060,1208,686,126
"Trabajador independiente (003)",18259,147,4015,6376,5679,2042
"Empleador o patrono (004)",524,4,136,179,159,46
"Trabajador familiar no remunerado (005)",5498,557,1850,1431,1199,461
"Trabajador del hogar (006)",348,35,203,64,31,15
"Hombres (008)",19808,497,5158,7026,5451,1676
"Empleado (009)",3332,24,816,1559,884,49
"Obrero (010)",2622,26,895,1028,573,100
"Trabajador independiente (011)",11366,89,2421,3923,3580,1353
"Empleador o patrono (012)",370,3,94,128,113,32
"Trabajador familiar no remunerado (013)",2073,342,907,387,298,139
"Trabajador del hogar (014)",45,13,25,1,3,3
"Mujeres (016)",13742,324,3771,4892,3677,1078
"Empleado (017)",2474,19,849,1101,490,15
"Obrero (018)",493,9,165,180,113,26
"Trabajador independiente (019)",6893,58,1594,2453,2099,689
"Empleador o patrono (020)",154,1,42,51,46,14
"Trabajador familiar no remunerado (021)",3425,215,943,1044,901,322
"Trabajador del hogar (022)",303,22,178,63,28,12
,,,,,,
"URBANA (024)",20376,425,5771,7895,5211,1074
"Empleado (025)",5284,42,1442,2473,1271,56
"Obrero (026)",1837,17,674,710,373,63
"Trabajador independiente (027)",10608,99,2645,3994,3076,794
"Empleador o patrono (028)",369,4,110,137,95,23
"Trabajador familiar no remunerado (029)",1985,232,725,529,372,127
"Trabajador del hogar (030)",293,31,175,52,24,11
"Hombres (032)",11572,264,3228,4461,3004,615
"Empleado (033)",2966,23,689,1415,796,43
"Obrero (034)",1575,16,572,613,322,52
"Trabajador independiente (035)",6000,63,1533,2205,1739,460
"Empleador o patrono (036)",257,3,75,99,63,17
"Trabajador familiar no remunerado (037)",739,148,339,129,82,41
"Trabajador del hogar (038)",35,11,20,,2,2
"Mujeres (040)",8804,161,2543,3434,2207,459
"Empleado (041)",2318,19,753,1058,475,13
"Obrero (042)",262,1,102,97,51,11
"Trabajador independiente (043)",4608,36,1112,1789,1337,334
"Empleador o patrono (044)",112,1,35,38,32,6
"Trabajador familiar no remunerado (045)",1246,84,386,400,290,86
"Trabajador del hogar (046)",258,20,155,52,22,9
,,,,,,
"RURAL (048)",13174,396,3158,4023,3917,1680
"Empleado (049)",522,1,223,187,103,8
"Obrero (050)",1278,18,386,498,313,63
"Trabajador independiente (051)",7651,48,1370,2382,2603,1248
"Empleador o patrono (052)",155,,26,42,64,23
"Trabajador familiar no remunerado (053)",3513,325,1125,902,827,334
"Trabajador del hogar (054)",55,4,28,12,7,4
"Hombres (056)",8236,233,1930,2565,2447,1061
"Empleado (057)",366,1,127,144,88,6
"Obrero (058)",1047,10,323,415,251,48
"Trabajador independiente (059)",5366,26,888,1718,1841,893
"Empleador o patrono (060)",113,,19,29,50,15
"Trabajador familiar no remunerado (061)",1334,194,568,258,216,98
"Trabajador del hogar (062)",10,2,5,1,1,1
"Mujeres (064)",4938,163,1228,1458,1470,619
"Empleado (065)",156,,96,43,15,2
"Obrero (066)",231,8,63,83,62,15
"Trabajador independiente (067)",2285,22,482,664,762,355
"Empleador o patrono (068)",42,,7,13,14,8
"Trabajador familiar no remunerado (069)",2179,131,557,644,611,236
"Trabajador del hogar (070)",45,2,23,11,6,3
