"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CARAVELI (000)",33910,1401,6578,6896,6625,5136,3229,1893,2152
"Quechua (001)",4912,17,174,914,1059,840,701,514,693
"Aymara (002)",362,1,13,95,100,70,52,22,9
"Ashaninca (003)",5,1,1,1,1,,,1,
"Otra lengua nativa (004)",4,1,2,1,,,,,
"Castellano (005)",28565,1381,6378,5879,5450,4215,2469,1347,1446
"Idioma extranjero (006)",32,,,3,8,6,6,6,3
"Es sordomudo/a (007)",30,,10,3,7,5,1,3,1
"Hombres (009)",19290,705,3436,3955,3916,3062,1920,1118,1178
"Quechua (010)",2930,6,91,583,673,522,406,294,355
"Aymara (011)",240,,4,64,68,47,34,18,5
"Ashaninca (012)",4,1,,1,1,,,1,
"Castellano (014)",16085,698,3338,3304,3167,2487,1475,801,815
"Idioma extranjero (015)",14,,,1,4,2,4,1,2
"Es sordomudo/a (016)",17,,3,2,3,4,1,3,1
"Mujeres (018)",14620,696,3142,2941,2709,2074,1309,775,974
"Quechua (019)",1982,11,83,331,386,318,295,220,338
"Aymara (020)",122,1,9,31,32,23,18,4,4
"Ashaninca (021)",1,,1,,,,,,
"Otra lengua nativa (022)",4,1,2,1,,,,,
"Castellano (023)",12480,683,3040,2575,2283,1728,994,546,631
"Idioma extranjero (024)",18,,,2,4,4,2,5,1
"Es sordomudo/a (025)",13,,7,1,4,1,,,
,,,,,,,,,
"URBANA (027)",21838,954,4742,3956,3890,3447,2131,1276,1442
"Quechua (028)",2139,3,63,289,403,404,314,279,384
"Aymara (029)",169,,9,29,51,36,29,12,3
"Ashaninca (030)",3,1,1,,1,,,,
"Otra lengua nativa (031)",3,1,2,,,,,,
"Castellano (032)",19499,949,4663,3635,3429,3005,1785,980,1053
"Idioma extranjero (033)",6,,,1,,,2,2,1
"Es sordomudo/a (034)",19,,4,2,6,2,1,3,1
"Hombres (036)",11556,475,2472,2021,2005,1887,1211,722,763
"Quechua (037)",1156,,28,163,225,239,169,146,186
"Aymara (038)",103,,4,14,33,24,17,10,1
"Ashaninca (039)",2,1,,,1,,,,
"Castellano (041)",10280,474,2439,1842,1744,1622,1022,563,574
"Idioma extranjero (042)",3,,,,,,2,,1
"Es sordomudo/a (043)",12,,1,2,2,2,1,3,1
"Mujeres (045)",10282,479,2270,1935,1885,1560,920,554,679
"Quechua (046)",983,3,35,126,178,165,145,133,198
"Aymara (047)",66,,5,15,18,12,12,2,2
"Ashaninca (048)",1,,1,,,,,,
"Otra lengua nativa (049)",3,1,2,,,,,,
"Castellano (050)",9219,475,2224,1793,1685,1383,763,417,479
"Idioma extranjero (051)",3,,,1,,,,2,
"Es sordomudo/a (052)",7,,3,,4,,,,
,,,,,,,,,
"RURAL (054)",12072,447,1836,2940,2735,1689,1098,617,710
"Quechua (055)",2773,14,111,625,656,436,387,235,309
"Aymara (056)",193,1,4,66,49,34,23,10,6
"Ashaninca (057)",2,,,1,,,,1,
"Otra lengua nativa (058)",1,,,1,,,,,
"Castellano (059)",9066,432,1715,2244,2021,1210,684,367,393
"Idioma extranjero (060)",26,,,2,8,6,4,4,2
"Es sordomudo/a (061)",11,,6,1,1,3,,,
"Hombres (063)",7734,230,964,1934,1911,1175,709,396,415
"Quechua (064)",1774,6,63,420,448,283,237,148,169
"Aymara (065)",137,,,50,35,23,17,8,4
"Ashaninca (066)",2,,,1,,,,1,
"Castellano (068)",5805,224,899,1462,1423,865,453,238,241
"Idioma extranjero (069)",11,,,1,4,2,2,1,1
"Es sordomudo/a (070)",5,,2,,1,2,,,
"Mujeres (072)",4338,217,872,1006,824,514,389,221,295
"Quechua (073)",999,8,48,205,208,153,150,87,140
"Aymara (074)",56,1,4,16,14,11,6,2,2
"Otra lengua nativa (076)",1,,,1,,,,,
"Castellano (077)",3261,208,816,782,598,345,231,129,152
"Idioma extranjero (078)",15,,,1,4,4,2,3,1
"Es sordomudo/a (079)",6,,4,1,,1,,,
