"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CANDARAVE (000)",8197,103,1986,1969,1789,1495,855
"Jefe o Jefa (001)",2885,,5,431,962,935,552
"Esposa(o) / compañera(o) (002)",1549,,2,335,571,450,191
"Hijo(a) / hijastro(a) (003)",2809,73,1708,873,127,28,
"Yerno / nuera (004)",79,,1,56,17,5,
"Nieto(a) (005)",277,24,199,52,2,,
"Padres / suegros (006)",93,,,,1,11,81
"Otro(a) pariente (007)",299,5,65,134,41,31,23
"Trabajador(a) del hogar (008)",5,,,3,1,,1
"Pensionistas (009)",4,,,2,2,,
"Otro(a) no pariente (010)",197,1,6,83,65,35,7
"Hombres (011)",4231,41,1012,1055,913,788,422
"Jefe o Jefa (012)",2136,,4,333,729,703,367
"Esposa(o) / compañera(o) (013)",86,,1,17,31,22,15
"Hijo(a) / hijastro(a) (014)",1466,29,854,505,67,11,
"Yerno / nuera (015)",30,,,20,8,2,
"Nieto(a) (016)",162,9,116,35,2,,
"Padres / suegros (017)",28,,,,1,3,24
"Otro(a) pariente (018)",178,3,34,89,26,16,10
"Trabajador(a) del hogar (019)",3,,,2,1,,
"Pensionistas (020)",4,,,2,2,,
"Otro(a) no pariente (021)",138,,3,52,46,31,6
"Mujeres (022)",3966,62,974,914,876,707,433
"Jefe o Jefa (023)",749,,1,98,233,232,185
"Esposa(o) / compañera(o) (024)",1463,,1,318,540,428,176
"Hijo(a) / hijastro(a) (025)",1343,44,854,368,60,17,
"Yerno / nuera (026)",49,,1,36,9,3,
"Nieto(a) (027)",115,15,83,17,,,
"Padres / suegros (028)",65,,,,,8,57
"Otro(a) pariente (029)",121,2,31,45,15,15,13
"Trabajador(a) del hogar (030)",2,,,1,,,1
"Otro(a) no pariente (032)",59,1,3,31,19,4,1
,,,,,,,
"URBANA (033)",5260,67,1223,1254,1158,993,565
"Jefe o Jefa (034)",1828,,4,258,614,595,357
"Esposa(o) / compañera(o) (035)",1022,,1,201,368,322,130
"Hijo(a) / hijastro(a) (036)",1808,46,1055,592,91,24,
"Yerno / nuera (037)",53,,,38,11,4,
"Nieto(a) (038)",197,16,139,40,2,,
"Padres / suegros (039)",64,,,,1,4,59
"Otro(a) pariente (040)",155,4,23,72,24,18,14
"Trabajador(a) del hogar (041)",2,,,1,1,,
"Pensionistas (042)",3,,,1,2,,
"Otro(a) no pariente (043)",128,1,1,51,44,26,5
"Hombres (044)",2651,30,632,645,578,504,262
"Jefe o Jefa (045)",1314,,3,191,455,443,222
"Esposa(o) / compañera(o) (046)",52,,1,7,19,14,11
"Hijo(a) / hijastro(a) (047)",947,22,536,333,47,9,
"Yerno / nuera (048)",20,,,12,6,2,
"Nieto(a) (049)",117,6,81,28,2,,
"Padres / suegros (050)",19,,,,1,1,17
"Otro(a) pariente (051)",90,2,10,45,14,11,8
"Trabajador(a) del hogar (052)",2,,,1,1,,
"Pensionistas (053)",3,,,1,2,,
"Otro(a) no pariente (054)",87,,1,27,31,24,4
"Mujeres (055)",2609,37,591,609,580,489,303
"Jefe o Jefa (056)",514,,1,67,159,152,135
"Esposa(o) / compañera(o) (057)",970,,,194,349,308,119
"Hijo(a) / hijastro(a) (058)",861,24,519,259,44,15,
"Yerno / nuera (059)",33,,,26,5,2,
"Nieto(a) (060)",80,10,58,12,,,
"Padres / suegros (061)",45,,,,,3,42
"Otro(a) pariente (062)",65,2,13,27,10,7,6
"Otro(a) no pariente (065)",41,1,,24,13,2,1
,,,,,,,
"RURAL (066)",2937,36,763,715,631,502,290
"Jefe o Jefa (067)",1057,,1,173,348,340,195
"Esposa(o) / compañera(o) (068)",527,,1,134,203,128,61
"Hijo(a) / hijastro(a) (069)",1001,27,653,281,36,4,
"Yerno / nuera (070)",26,,1,18,6,1,
"Nieto(a) (071)",80,8,60,12,,,
"Padres / suegros (072)",29,,,,,7,22
"Otro(a) pariente (073)",144,1,42,62,17,13,9
"Trabajador(a) del hogar (074)",3,,,2,,,1
"Pensionistas (075)",1,,,1,,,
"Otro(a) no pariente (076)",69,,5,32,21,9,2
"Hombres (077)",1580,11,380,410,335,284,160
"Jefe o Jefa (078)",822,,1,142,274,260,145
"Esposa(o) / compañera(o) (079)",34,,,10,12,8,4
"Hijo(a) / hijastro(a) (080)",519,7,318,172,20,2,
"Yerno / nuera (081)",10,,,8,2,,
"Nieto(a) (082)",45,3,35,7,,,
"Padres / suegros (083)",9,,,,,2,7
"Otro(a) pariente (084)",88,1,24,44,12,5,2
"Trabajador(a) del hogar (085)",1,,,1,,,
"Pensionistas (086)",1,,,1,,,
"Otro(a) no pariente (087)",51,,2,25,15,7,2
"Mujeres (088)",1357,25,383,305,296,218,130
"Jefe o Jefa (089)",235,,,31,74,80,50
"Esposa(o) / compañera(o) (090)",493,,1,124,191,120,57
"Hijo(a) / hijastro(a) (091)",482,20,335,109,16,2,
"Yerno / nuera (092)",16,,1,10,4,1,
"Nieto(a) (093)",35,5,25,5,,,
"Padres / suegros (094)",20,,,,,5,15
"Otro(a) pariente (095)",56,,18,18,5,8,7
"Trabajador(a) del hogar (096)",2,,,1,,,1
"Otro(a) no pariente (098)",18,,3,7,6,2,
