"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CORONGO (000)",72,16,56
"Sin nivel (001)",3,,3
"Primaria (003)",25,6,19
"Secundaria (004)",36,8,28
"Superior no univ. incompleta (005)",2,2,
"Superior no univ. completa (006)",5,,5
"Superior univ. incompleta (007)",1,,1
"De 14 a 29 años (010)",39,13,26
"Primaria (013)",12,5,7
"Secundaria (014)",23,6,17
"Superior no univ. incompleta (015)",2,2,
"Superior no univ. completa (016)",1,,1
"Superior univ. incompleta (017)",1,,1
"De 30 a 44 años (020)",19,3,16
"Sin nivel (021)",2,,2
"Primaria (023)",8,1,7
"Secundaria (024)",9,2,7
"De 45 a 64 años (030)",10,,10
"Primaria (033)",3,,3
"Secundaria (034)",4,,4
"Superior no univ. completa (036)",3,,3
"De 65 y más años (040)",4,,4
"Sin nivel (041)",1,,1
"Primaria (043)",2,,2
"Superior no univ. completa (046)",1,,1
,,,
"AREA URBANA (050)",40,9,31
"Sin nivel (051)",2,,2
"Primaria (053)",15,4,11
"Secundaria (054)",18,5,13
"Superior no univ. completa (056)",4,,4
"Superior univ. incompleta (057)",1,,1
"De 14 a 29 años (060)",18,7,11
"Primaria (063)",6,4,2
"Secundaria (064)",10,3,7
"Superior no univ. completa (066)",1,,1
"Superior univ. incompleta (067)",1,,1
"De 30 a 44 años (070)",11,2,9
"Sin nivel (071)",1,,1
"Primaria (073)",6,,6
"Secundaria (074)",4,2,2
"De 45 a 64 años (080)",8,,8
"Primaria (083)",2,,2
"Secundaria (084)",4,,4
"Superior no univ. completa (086)",2,,2
"De 65 y más años (090)",3,,3
"Sin nivel (091)",1,,1
"Primaria (093)",1,,1
"Superior no univ. completa (096)",1,,1
,,,
"AREA RURAL (100)",32,7,25
"Sin nivel (101)",1,,1
"Primaria (103)",10,2,8
"Secundaria (104)",18,3,15
"Superior no univ. incompleta (105)",2,2,
"Superior no univ. completa (106)",1,,1
"De 14 a 29 años (110)",21,6,15
"Primaria (113)",6,1,5
"Secundaria (114)",13,3,10
"Superior no univ. incompleta (115)",2,2,
"De 30 a 44 años (120)",8,1,7
"Sin nivel (121)",1,,1
"Primaria (123)",2,1,1
"Secundaria (124)",5,,5
"De 45 a 64 años (130)",2,,2
"Primaria (133)",1,,1
"Superior no univ. completa (136)",1,,1
"De 65 y más años (140)",1,,1
"Primaria (143)",1,,1
