"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia AYMARAES",,,,,,,,,
"Hogares (001)",8854,370,177,70,53,33,24,23,8104
"Ocupantes presentes (002)",28442,937,448,189,166,113,101,83,26405
"Casa independiente",,,,,,,,,
"Hogares (004)",8364,359,176,70,52,33,22,23,7629
"Ocupantes presentes (005)",27217,918,446,189,159,113,97,83,25212
"Departamento en edificio",,,,,,,,,
"Hogares (007)",7,,,,,,,,7
"Ocupantes presentes (008)",17,,,,,,,,17
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",14,,,,,,,,14
"Ocupantes presentes (011)",44,,,,,,,,44
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",127,6,1,,,,1,,119
"Ocupantes presentes (014)",372,12,2,,,,3,,355
"Choza o cabaña",,,,,,,,,
"Hogares (016)",336,4,,,1,,1,,330
"Ocupantes presentes (017)",784,6,,,7,,1,,770
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",3,,,,,,,,3
"Ocupantes presentes (020)",5,,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",3,1,,,,,,,2
"Ocupantes presentes (023)",3,1,,,,,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",3876,205,98,41,33,26,14,15,3444
"Ocupantes presentes (029)",12555,524,239,113,104,90,64,57,11364
"Casa independiente",,,,,,,,,
"Hogares (031)",3723,198,97,41,33,26,13,15,3300
"Ocupantes presentes (032)",12115,511,237,113,104,90,61,57,10942
"Departamento en edificio",,,,,,,,,
"Hogares (034)",7,,,,,,,,7
"Ocupantes presentes (035)",17,,,,,,,,17
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",14,,,,,,,,14
"Ocupantes presentes (038)",44,,,,,,,,44
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",127,6,1,,,,1,,119
"Ocupantes presentes (041)",372,12,2,,,,3,,355
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",3,,,,,,,,3
"Ocupantes presentes (047)",5,,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",2,1,,,,,,,1
"Ocupantes presentes (050)",2,1,,,,,,,1
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",4978,165,79,29,20,7,10,8,4660
"Ocupantes presentes (056)",15887,413,209,76,62,23,37,26,15041
"Casa independiente",,,,,,,,,
"Hogares (058)",4641,161,79,29,19,7,9,8,4329
"Ocupantes presentes (059)",15102,407,209,76,55,23,36,26,14270
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",336,4,,,1,,1,,330
"Ocupantes presentes (071)",784,6,,,7,,1,,770
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
