"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CONDORCANQUI (000)",43311,20577,1923,469,20367
"Menos de 1 año (001)",1551,1202,27,3,319
"De 1 a 14 años (002)",20558,16544,752,54,3220
"De 15 a 29 años (003)",11179,2251,345,337,8251
"De 30 a 44 años (004)",6225,429,507,44,5248
"De 45 a 64 años (005)",3256,138,267,25,2830
"De 65 y mas años (006)",542,13,25,6,499
"Hombres (008)",21806,10021,1010,417,10375
"Menos de 1 año (009)",802,631,18,2,151
"De 1 a 14 años (010)",10278,8255,369,32,1628
"De 15 a 29 años (011)",5394,912,154,321,4012
"De 30 a 44 años (012)",3276,144,266,36,2832
"De 45 a 64 años (013)",1784,73,188,21,1505
"De 65 y mas años (014)",272,6,15,5,247
"Mujeres (016)",21505,10556,913,52,9992
"Menos de 1 año (017)",749,571,9,1,168
"De 1 a 14 años (018)",10280,8289,383,22,1592
"De 15 a 29 años (019)",5785,1339,191,16,4239
"De 30 a 44 años (020)",2949,285,241,8,2416
"De 45 a 64 años (021)",1472,65,79,4,1325
"De 65 y mas años (022)",270,7,10,1,252
,,,,,
"URBANA (024)",6458,2534,947,222,2760
"Menos de 1 año (025)",167,121,13,2,31
"De 1 a 14 años (026)",2739,1841,370,36,493
"De 15 a 29 años (027)",1933,431,203,145,1155
"De 30 a 44 años (028)",991,95,227,23,646
"De 45 a 64 años (029)",555,44,120,12,381
"De 65 y mas años (030)",73,2,14,4,54
"Hombres (032)",3282,1212,487,192,1395
"Menos de 1 año (033)",86,57,11,2,16
"De 1 a 14 años (034)",1326,892,179,22,234
"De 15 a 29 años (035)",1008,209,97,134,569
"De 30 a 44 años (036)",514,32,118,20,344
"De 45 a 64 años (037)",314,20,78,10,207
"De 65 y mas años (038)",34,2,4,4,25
"Mujeres (040)",3176,1322,460,30,1365
"Menos de 1 año (041)",81,64,2,,15
"De 1 a 14 años (042)",1413,949,191,14,259
"De 15 a 29 años (043)",925,222,106,11,586
"De 30 a 44 años (044)",477,63,109,3,302
"De 45 a 64 años (045)",241,24,42,2,174
"De 65 y mas años (046)",39,,10,,29
,,,,,
"RURAL (048)",36853,18043,976,247,17607
"Menos de 1 año (049)",1384,1081,14,1,288
"De 1 a 14 años (050)",17819,14703,382,18,2727
"De 15 a 29 años (051)",9246,1820,142,192,7096
"De 30 a 44 años (052)",5234,334,280,21,4602
"De 45 a 64 años (053)",2701,94,147,13,2449
"De 65 y mas años (054)",469,11,11,2,445
"Hombres (056)",18524,8809,523,225,8980
"Menos de 1 año (057)",716,574,7,,135
"De 1 a 14 años (058)",8952,7363,190,10,1394
"De 15 a 29 años (059)",4386,703,57,187,3443
"De 30 a 44 años (060)",2762,112,148,16,2488
"De 45 a 64 años (061)",1470,53,110,11,1298
"De 65 y mas años (062)",238,4,11,1,222
"Mujeres (064)",18329,9234,453,22,8627
"Menos de 1 año (065)",668,507,7,1,153
"De 1 a 14 años (066)",8867,7340,192,8,1333
"De 15 a 29 años (067)",4860,1117,85,5,3653
"De 30 a 44 años (068)",2472,222,132,5,2114
"De 45 a 64 años (069)",1231,41,37,2,1151
"De 65 y mas años (070)",231,7,,1,223
