"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia BONGARA",,,,,,
"Viviendas particulares (001)",6381,6186,167,24,4,
"Ocupantes presentes (002)",26676,25072,1255,283,66,
"Casa independiente",,,,,,
"Viviendas particulares (004)",6150,5961,163,22,4,
"Ocupantes presentes (005)",25947,24397,1226,258,66,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",7,7,,,,
"Ocupantes presentes (008)",21,21,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",44,41,3,,,
"Ocupantes presentes (011)",157,137,20,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",128,125,1,2,,
"Ocupantes presentes (014)",370,336,9,25,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",38,38,,,,
"Ocupantes presentes (017)",134,134,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",5,5,,,,
"Ocupantes presentes (020)",18,18,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",9,9,,,,
"Ocupantes presentes (023)",29,29,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",3833,3661,145,23,4,
"Ocupantes presentes (029)",15732,14316,1078,272,66,
"Casa independiente",,,,,,
"Viviendas particulares (031)",3642,3476,141,21,4,
"Ocupantes presentes (032)",15141,13779,1049,247,66,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",7,7,,,,
"Ocupantes presentes (035)",21,21,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",44,41,3,,,
"Ocupantes presentes (038)",157,137,20,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",128,125,1,2,,
"Ocupantes presentes (041)",370,336,9,25,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",5,5,,,,
"Ocupantes presentes (047)",18,18,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",7,7,,,,
"Ocupantes presentes (050)",25,25,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",2548,2525,22,1,,
"Ocupantes presentes (056)",10944,10756,177,11,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",2508,2485,22,1,,
"Ocupantes presentes (059)",10806,10618,177,11,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",38,38,,,,
"Ocupantes presentes (071)",134,134,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",2,2,,,,
"Ocupantes presentes (077)",4,4,,,,
"Otro tipo",,,,,,
