"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PUERTO INCA (000)",10588,734,1895,5699,118,1942,200
"Sin nivel (001)",666,3,85,417,6,144,11
"Educación inicial (002)",11,,2,4,,5,
"Primaria (003)",5845,36,1044,3367,73,1212,113
"Secundaria (004)",3116,114,680,1690,27,534,71
"Superior no univ. incompleta (005)",193,41,35,95,2,17,3
"Superior no univ. completa (006)",313,206,24,61,3,18,1
"Superior univ. incompleta (007)",101,44,17,30,4,6,
"Superior univ. completa (008)",343,290,8,35,3,6,1
"Hombres (010)",8586,443,1667,5010,106,1241,119
"Sin nivel (011)",427,1,67,304,2,51,2
"Educación inicial (012)",9,,2,3,,4,
"Primaria (013)",4798,18,880,3007,69,753,71
"Secundaria (014)",2695,78,637,1516,25,397,42
"Superior no univ. incompleta (015)",154,27,34,76,2,12,3
"Superior no univ. completa (016)",209,120,22,50,2,15,
"Superior univ. incompleta (017)",83,29,17,28,4,5,
"Superior univ. completa (018)",211,170,8,26,2,4,1
"Mujeres (020)",2002,291,228,689,12,701,81
"Sin nivel (021)",239,2,18,113,4,93,9
"Educación inicial (022)",2,,,1,,1,
"Primaria (023)",1047,18,164,360,4,459,42
"Secundaria (024)",421,36,43,174,2,137,29
"Superior no univ. incompleta (025)",39,14,1,19,,5,
"Superior no univ. completa (026)",104,86,2,11,1,3,1
"Superior univ. incompleta (027)",18,15,,2,,1,
"Superior univ. completa (028)",132,120,,9,1,2,
,,,,,,,
"URBANA (030)",2135,429,471,979,35,171,50
"Sin nivel (031)",60,,5,47,1,5,2
"Primaria (033)",743,24,178,417,20,78,26
"Secundaria (034)",822,87,235,403,9,69,19
"Superior no univ. incompleta (035)",89,21,19,41,,7,1
"Superior no univ. completa (036)",178,121,17,32,,7,1
"Superior univ. incompleta (037)",58,24,14,16,3,1,
"Superior univ. completa (038)",185,152,3,23,2,4,1
"Hombres (040)",1526,273,422,697,31,86,17
"Sin nivel (041)",25,,3,21,,,1
"Primaria (043)",519,12,145,296,19,40,7
"Secundaria (044)",634,60,223,302,8,34,7
"Superior no univ. incompleta (045)",62,15,18,25,,3,1
"Superior no univ. completa (046)",121,77,16,23,,5,
"Superior univ. incompleta (047)",48,15,14,15,3,1,
"Superior univ. completa (048)",117,94,3,15,1,3,1
"Mujeres (050)",609,156,49,282,4,85,33
"Sin nivel (051)",35,,2,26,1,5,1
"Primaria (053)",224,12,33,121,1,38,19
"Secundaria (054)",188,27,12,101,1,35,12
"Superior no univ. incompleta (055)",27,6,1,16,,4,
"Superior no univ. completa (056)",57,44,1,9,,2,1
"Superior univ. incompleta (057)",10,9,,1,,,
"Superior univ. completa (058)",68,58,,8,1,1,
,,,,,,,
"RURAL (060)",8453,305,1424,4720,83,1771,150
"Sin nivel (061)",606,3,80,370,5,139,9
"Educación inicial (062)",11,,2,4,,5,
"Primaria (063)",5102,12,866,2950,53,1134,87
"Secundaria (064)",2294,27,445,1287,18,465,52
"Superior no univ. incompleta (065)",104,20,16,54,2,10,2
"Superior no univ. completa (066)",135,85,7,29,3,11,
"Superior univ. incompleta (067)",43,20,3,14,1,5,
"Superior univ. completa (068)",158,138,5,12,1,2,
"Hombres (070)",7060,170,1245,4313,75,1155,102
"Sin nivel (071)",402,1,64,283,2,51,1
"Educación inicial (072)",9,,2,3,,4,
"Primaria (073)",4279,6,735,2711,50,713,64
"Secundaria (074)",2061,18,414,1214,17,363,35
"Superior no univ. incompleta (075)",92,12,16,51,2,9,2
"Superior no univ. completa (076)",88,43,6,27,2,10,
"Superior univ. incompleta (077)",35,14,3,13,1,4,
"Superior univ. completa (078)",94,76,5,11,1,1,
"Mujeres (080)",1393,135,179,407,8,616,48
"Sin nivel (081)",204,2,16,87,3,88,8
"Educación inicial (082)",2,,,1,,1,
"Primaria (083)",823,6,131,239,3,421,23
"Secundaria (084)",233,9,31,73,1,102,17
"Superior no univ. incompleta (085)",12,8,,3,,1,
"Superior no univ. completa (086)",47,42,1,2,1,1,
"Superior univ. incompleta (087)",8,6,,1,,1,
"Superior univ. completa (088)",64,62,,1,,1,
