"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CASTROVIRREYNA (000)",175,1,87,49,31,7
"Conviviente (001)",55,,28,17,9,1
"Separado(a) (002)",7,,2,3,2,
"Casado(a) (003)",43,,5,16,18,4
"Viudo(a) (004)",2,,,,,2
"Soltero(a) (006)",68,1,52,13,2,
"Hombres (008)",136,,59,41,29,7
"Conviviente (009)",49,,23,16,9,1
"Separado(a) (010)",6,,2,2,2,
"Casado(a) (011)",38,,4,13,17,4
"Viudo(a) (012)",2,,,,,2
"Soltero(a) (014)",41,,30,10,1,
"Mujeres (016)",39,1,28,8,2,
"Conviviente (017)",6,,5,1,,
"Separado(a) (018)",1,,,1,,
"Casado(a) (019)",5,,1,3,1,
"Soltero(a) (022)",27,1,22,3,1,
,,,,,,
"AREA URBANA (024)",84,,42,22,15,5
"Conviviente (025)",26,,13,7,5,1
"Separado(a) (026)",2,,,1,1,
"Casado(a) (027)",18,,2,6,8,2
"Viudo(a) (028)",2,,,,,2
"Soltero(a) (030)",36,,27,8,1,
"Hombres (032)",56,,24,14,13,5
"Conviviente (033)",21,,9,6,5,1
"Separado(a) (034)",1,,,,1,
"Casado(a) (035)",13,,1,3,7,2
"Viudo(a) (036)",2,,,,,2
"Soltero(a) (038)",19,,14,5,,
"Mujeres (040)",28,,18,8,2,
"Conviviente (041)",5,,4,1,,
"Separado(a) (042)",1,,,1,,
"Casado(a) (043)",5,,1,3,1,
"Soltero(a) (046)",17,,13,3,1,
,,,,,,
"AREA RURAL (048)",91,1,45,27,16,2
"Conviviente (049)",29,,15,10,4,
"Separado(a) (050)",5,,2,2,1,
"Casado(a) (051)",25,,3,10,10,2
"Soltero(a) (054)",32,1,25,5,1,
"Hombres (056)",80,,35,27,16,2
"Conviviente (057)",28,,14,10,4,
"Separado(a) (058)",5,,2,2,1,
"Casado(a) (059)",25,,3,10,10,2
"Soltero(a) (062)",22,,16,5,1,
"Mujeres (064)",11,1,10,,,
"Conviviente (065)",1,,1,,,
"Soltero(a) (070)",10,1,9,,,
