"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia CAMANA (000)",24016,12473,517,390,9603,361,22,56,10,584
"Hombres (001)",9171,6180,336,206,1802,191,14,36,10,396
"Mujeres (002)",14845,6293,181,184,7801,170,8,20,,188
"De 06 a 14 años (003)",8891,8583,,,198,63,,8,,39
"Hombres (004)",4536,4376,,,100,37,,4,,19
"Mujeres (005)",4355,4207,,,98,26,,4,,20
"De 15 a 29 años (006)",6982,3792,10,51,2893,,9,15,10,202
"Hombres (007)",2501,1764,3,22,553,,9,11,10,129
"Mujeres (008)",4481,2028,7,29,2340,,,4,,73
"De 30 a 44 años (009)",3205,68,16,73,2847,,7,12,,182
"Hombres (010)",594,26,10,35,375,,2,9,,137
"Mujeres (011)",2611,42,6,38,2472,,5,3,,45
"De 45 a 64 años (012)",2836,20,184,104,2391,9,6,10,,112
"Hombres (013)",714,8,121,59,425,7,3,6,,85
"Mujeres (014)",2122,12,63,45,1966,2,3,4,,27
"De 65 y más años (015)",2102,10,307,162,1274,289,,11,,49
"Hombres (016)",826,6,202,90,349,147,,6,,26
"Mujeres (017)",1276,4,105,72,925,142,,5,,23
,,,,,,,,,,
"AREA URBANA (018)",21088,11133,499,365,8148,323,18,50,9,543
"Hombres (019)",8193,5487,321,193,1598,169,10,33,9,373
"Mujeres (020)",12895,5646,178,172,6550,154,8,17,,170
"De 06 a 14 años (021)",7861,7589,,,182,52,,7,,31
"Hombres (022)",4000,3859,,,92,30,,4,,15
"Mujeres (023)",3861,3730,,,90,22,,3,,16
"De 15 a 29 años (024)",5999,3454,9,46,2274,,6,12,9,189
"Hombres (025)",2255,1589,3,20,496,,6,9,9,123
"Mujeres (026)",3744,1865,6,26,1778,,,3,,66
"De 30 a 44 años (027)",2799,62,16,70,2459,,7,10,,175
"Hombres (028)",538,25,10,34,326,,2,8,,133
"Mujeres (029)",2261,37,6,36,2133,,5,2,,42
"De 45 a 64 años (030)",2510,18,175,94,2097,9,5,10,,102
"Hombres (031)",636,8,114,54,368,7,2,6,,77
"Mujeres (032)",1874,10,61,40,1729,2,3,4,,25
"De 65 y más años (033)",1919,10,299,155,1136,262,,11,,46
"Hombres (034)",764,6,194,85,316,132,,6,,25
"Mujeres (035)",1155,4,105,70,820,130,,5,,21
,,,,,,,,,,
"AREA RURAL (036)",2928,1340,18,25,1455,38,4,6,1,41
"Hombres (037)",978,693,15,13,204,22,4,3,1,23
"Mujeres (038)",1950,647,3,12,1251,16,,3,,18
"De 06 a 14 años (039)",1030,994,,,16,11,,1,,8
"Hombres (040)",536,517,,,8,7,,,,4
"Mujeres (041)",494,477,,,8,4,,1,,4
"De 15 a 29 años (042)",983,338,1,5,619,,3,3,1,13
"Hombres (043)",246,175,,2,57,,3,2,1,6
"Mujeres (044)",737,163,1,3,562,,,1,,7
"De 30 a 44 años (045)",406,6,,3,388,,,2,,7
"Hombres (046)",56,1,,1,49,,,1,,4
"Mujeres (047)",350,5,,2,339,,,1,,3
"De 45 a 64 años (048)",326,2,9,10,294,,1,,,10
"Hombres (049)",78,,7,5,57,,1,,,8
"Mujeres (050)",248,2,2,5,237,,,,,2
"De 65 y más años (051)",183,,8,7,138,27,,,,3
"Hombres (052)",62,,8,5,33,15,,,,1
"Mujeres (053)",121,,,2,105,12,,,,2
