"CUADRO Nº 15: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGIÓN QUE PROFESA",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia SANTA CRUZ (000)",11607,166,4570,3692,1252,459,178,79,13,,1198
"Catolica (001)",8859,117,3368,2822,1008,370,141,65,10,,958
"Cristiana / Evangelica (002)",1536,27,662,489,150,50,22,9,1,,126
"Otra (003)",653,12,292,202,51,22,12,2,,,60
"Ninguna (004)",559,10,248,179,43,17,3,3,2,,54
,,,,,,,,,,,
"URBANA (006)",2520,11,721,808,373,155,61,30,5,,356
"Catolica (007)",2083,7,567,664,321,138,52,25,5,,304
"Cristiana / Evangelica (008)",227,1,82,71,32,10,3,4,,,24
"Otra (009)",169,2,56,57,20,7,6,1,,,20
"Ninguna (010)",41,1,16,16,,,,,,,8
,,,,,,,,,,,
"RURAL (012)",9087,155,3849,2884,879,304,117,49,8,,842
"Catolica (013)",6776,110,2801,2158,687,232,89,40,5,,654
"Cristiana / Evangelica (014)",1309,26,580,418,118,40,19,5,1,,102
"Otra (015)",484,10,236,145,31,15,6,1,,,40
"Ninguna (016)",518,9,232,163,43,17,3,3,2,,46
