"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia BONGARA (000)",20247,3449,3831,3890,3633,2319,3125
"Conviviente (001)",5256,89,1057,1850,1333,551,376
"Separado(a) (002)",405,1,37,74,104,90,99
"Casado(a) (003)",6062,20,254,1000,1669,1373,1746
"Viudo(a) (004)",847,2,9,25,67,91,653
"Divorciado(a) (005)",61,,2,6,16,18,19
"Soltero(a) (006)",7616,3337,2472,935,444,196,232
"Hombres (008)",10500,1804,2051,2026,1876,1215,1528
"Conviviente (009)",2615,21,351,964,731,324,224
"Separado(a) (010)",136,,8,18,38,29,43
"Casado(a) (011)",3035,4,67,416,832,722,994
"Viudo(a) (012)",183,1,3,4,15,20,140
"Divorciado(a) (013)",32,,1,5,8,9,9
"Soltero(a) (014)",4499,1778,1621,619,252,111,118
"Mujeres (016)",9747,1645,1780,1864,1757,1104,1597
"Conviviente (017)",2641,68,706,886,602,227,152
"Separado(a) (018)",269,1,29,56,66,61,56
"Casado(a) (019)",3027,16,187,584,837,651,752
"Viudo(a) (020)",664,1,6,21,52,71,513
"Divorciado(a) (021)",29,,1,1,8,9,10
"Soltero(a) (022)",3117,1559,851,316,192,85,114
,,,,,,,
"URBANA (024)",12470,2094,2166,2390,2319,1511,1990
"Conviviente (025)",2967,39,496,1052,822,344,214
"Separado(a) (026)",306,,27,59,80,67,73
"Casado(a) (027)",3863,12,141,624,1079,892,1115
"Viudo(a) (028)",529,1,6,14,32,58,418
"Divorciado(a) (029)",46,,2,6,13,12,13
"Soltero(a) (030)",4759,2042,1494,635,293,138,157
"Hombres (032)",6410,1116,1165,1204,1176,801,948
"Conviviente (033)",1467,14,159,522,441,207,124
"Separado(a) (034)",100,,6,15,31,17,31
"Casado(a) (035)",1936,3,36,256,534,480,627
"Viudo(a) (036)",111,1,3,3,9,14,81
"Divorciado(a) (037)",25,,1,5,5,6,8
"Soltero(a) (038)",2771,1098,960,403,156,77,77
"Mujeres (040)",6060,978,1001,1186,1143,710,1042
"Conviviente (041)",1500,25,337,530,381,137,90
"Separado(a) (042)",206,,21,44,49,50,42
"Casado(a) (043)",1927,9,105,368,545,412,488
"Viudo(a) (044)",418,,3,11,23,44,337
"Divorciado(a) (045)",21,,1,1,8,6,5
"Soltero(a) (046)",1988,944,534,232,137,61,80
,,,,,,,
"RURAL (048)",7777,1355,1665,1500,1314,808,1135
"Conviviente (049)",2289,50,561,798,511,207,162
"Separado(a) (050)",99,1,10,15,24,23,26
"Casado(a) (051)",2199,8,113,376,590,481,631
"Viudo(a) (052)",318,1,3,11,35,33,235
"Divorciado(a) (053)",15,,,,3,6,6
"Soltero(a) (054)",2857,1295,978,300,151,58,75
"Hombres (056)",4090,688,886,822,700,414,580
"Conviviente (057)",1148,7,192,442,290,117,100
"Separado(a) (058)",36,,2,3,7,12,12
"Casado(a) (059)",1099,1,31,160,298,242,367
"Viudo(a) (060)",72,,,1,6,6,59
"Divorciado(a) (061)",7,,,,3,3,1
"Soltero(a) (062)",1728,680,661,216,96,34,41
"Mujeres (064)",3687,667,779,678,614,394,555
"Conviviente (065)",1141,43,369,356,221,90,62
"Separado(a) (066)",63,1,8,12,17,11,14
"Casado(a) (067)",1100,7,82,216,292,239,264
"Viudo(a) (068)",246,1,3,10,29,27,176
"Divorciado(a) (069)",8,,,,,3,5
"Soltero(a) (070)",1129,615,317,84,55,24,34
