"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",21322,7093,1571,325,12341
"Menos de 1 año (001)",480,328,30,7,115
"De 1 a 14 años (002)",7921,5700,661,133,1430
"De 15 a 29 años (003)",5022,753,238,64,3967
"De 30 a 44 años (004)",3308,187,382,70,2672
"De 45 a 64 años (005)",3018,101,219,41,2659
"De 65 y mas años (006)",1573,24,41,10,1498
"Hombres (008)",10304,3418,854,190,5847
"Menos de 1 año (009)",258,174,19,6,59
"De 1 a 14 años (010)",3942,2802,345,67,729
"De 15 a 29 años (011)",2455,338,109,39,1969
"De 30 a 44 años (012)",1564,56,214,44,1252
"De 45 a 64 años (013)",1388,39,139,27,1185
"De 65 y mas años (014)",697,9,28,7,653
"Mujeres (016)",11018,3675,717,135,6494
"Menos de 1 año (017)",222,154,11,1,56
"De 1 a 14 años (018)",3979,2898,316,66,701
"De 15 a 29 años (019)",2567,415,129,25,1998
"De 30 a 44 años (020)",1744,131,168,26,1420
"De 45 a 64 años (021)",1630,62,80,14,1474
"De 65 y mas años (022)",876,15,13,3,845
,,,,,
"URBANA (024)",3403,598,739,131,1937
"Menos de 1 año (025)",77,29,10,4,34
"De 1 a 14 años (026)",1089,410,233,40,406
"De 15 a 29 años (027)",876,85,121,25,645
"De 30 a 44 años (028)",671,43,223,36,370
"De 45 a 64 años (029)",485,25,122,22,317
"De 65 y mas años (030)",205,6,30,4,165
"Hombres (032)",1668,275,391,79,924
"Menos de 1 año (033)",43,15,7,3,18
"De 1 a 14 años (034)",541,193,121,21,206
"De 15 a 29 años (035)",415,35,61,17,302
"De 30 a 44 años (036)",318,15,108,22,173
"De 45 a 64 años (037)",253,14,74,14,152
"De 65 y mas años (038)",98,3,20,2,73
"Mujeres (040)",1735,323,348,52,1013
"Menos de 1 año (041)",34,14,3,1,16
"De 1 a 14 años (042)",548,217,112,19,200
"De 15 a 29 años (043)",461,50,60,8,343
"De 30 a 44 años (044)",353,28,115,14,197
"De 45 a 64 años (045)",232,11,48,8,165
"De 65 y mas años (046)",107,3,10,2,92
,,,,,
"RURAL (048)",17919,6495,832,194,10404
"Menos de 1 año (049)",403,299,20,3,81
"De 1 a 14 años (050)",6832,5290,428,93,1024
"De 15 a 29 años (051)",4146,668,117,39,3322
"De 30 a 44 años (052)",2637,144,159,34,2302
"De 45 a 64 años (053)",2533,76,97,19,2342
"De 65 y mas años (054)",1368,18,11,6,1333
"Hombres (056)",8636,3143,463,111,4923
"Menos de 1 año (057)",215,159,12,3,41
"De 1 a 14 años (058)",3401,2609,224,46,523
"De 15 a 29 años (059)",2040,303,48,22,1667
"De 30 a 44 años (060)",1246,41,106,22,1079
"De 45 a 64 años (061)",1135,25,65,13,1033
"De 65 y mas años (062)",599,6,8,5,580
"Mujeres (064)",9283,3352,369,83,5481
"Menos de 1 año (065)",188,140,8,,40
"De 1 a 14 años (066)",3431,2681,204,47,501
"De 15 a 29 años (067)",2106,365,69,17,1655
"De 30 a 44 años (068)",1391,103,53,12,1223
"De 45 a 64 años (069)",1398,51,32,6,1309
"De 65 y mas años (070)",769,12,3,1,753
