"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia EL COLLAO (000)",31442,469,8622,9722,8834,3795
"Empleado (001)",2598,21,808,1137,598,34
"Obrero (002)",1249,10,476,402,306,55
"Trabajador independiente (003)",19995,94,4456,6206,6214,3025
"Empleador o patrono (004)",140,,38,48,40,14
"Trabajador familiar no remunerado (005)",7345,337,2771,1908,1664,665
"Trabajador del hogar (006)",115,7,73,21,12,2
"Hombres (008)",18752,233,4912,5846,5400,2361
"Empleado (009)",1926,17,538,842,500,29
"Obrero (010)",1066,9,412,329,268,48
"Trabajador independiente (011)",13334,50,2755,4145,4257,2127
"Empleador o patrono (012)",107,,27,40,30,10
"Trabajador familiar no remunerado (013)",2304,156,1171,487,343,147
"Trabajador del hogar (014)",15,1,9,3,2,
"Mujeres (016)",12690,236,3710,3876,3434,1434
"Empleado (017)",672,4,270,295,98,5
"Obrero (018)",183,1,64,73,38,7
"Trabajador independiente (019)",6661,44,1701,2061,1957,898
"Empleador o patrono (020)",33,,11,8,10,4
"Trabajador familiar no remunerado (021)",5041,181,1600,1421,1321,518
"Trabajador del hogar (022)",100,6,64,18,10,2
,,,,,,
"URBANA (024)",9191,244,2818,3451,2226,452
"Empleado (025)",2057,19,647,910,452,29
"Obrero (026)",661,8,241,231,152,29
"Trabajador independiente (027)",5323,76,1501,2006,1409,331
"Empleador o patrono (028)",89,,25,32,26,6
"Trabajador familiar no remunerado (029)",987,134,362,258,178,55
"Trabajador del hogar (030)",74,7,42,14,9,2
"Hombres (032)",5386,132,1599,1982,1410,263
"Empleado (033)",1468,15,425,638,365,25
"Obrero (034)",554,7,209,182,130,26
"Trabajador independiente (035)",2948,43,795,1079,837,194
"Empleador o patrono (036)",65,,16,26,20,3
"Trabajador familiar no remunerado (037)",338,66,146,55,56,15
"Trabajador del hogar (038)",13,1,8,2,2,
"Mujeres (040)",3805,112,1219,1469,816,189
"Empleado (041)",589,4,222,272,87,4
"Obrero (042)",107,1,32,49,22,3
"Trabajador independiente (043)",2375,33,706,927,572,137
"Empleador o patrono (044)",24,,9,6,6,3
"Trabajador familiar no remunerado (045)",649,68,216,203,122,40
"Trabajador del hogar (046)",61,6,34,12,7,2
,,,,,,
"RURAL (048)",22251,225,5804,6271,6608,3343
"Empleado (049)",541,2,161,227,146,5
"Obrero (050)",588,2,235,171,154,26
"Trabajador independiente (051)",14672,18,2955,4200,4805,2694
"Empleador o patrono (052)",51,,13,16,14,8
"Trabajador familiar no remunerado (053)",6358,203,2409,1650,1486,610
"Trabajador del hogar (054)",41,,31,7,3,
"Hombres (056)",13366,101,3313,3864,3990,2098
"Empleado (057)",458,2,113,204,135,4
"Obrero (058)",512,2,203,147,138,22
"Trabajador independiente (059)",10386,7,1960,3066,3420,1933
"Empleador o patrono (060)",42,,11,14,10,7
"Trabajador familiar no remunerado (061)",1966,90,1025,432,287,132
"Trabajador del hogar (062)",2,,1,1,,
"Mujeres (064)",8885,124,2491,2407,2618,1245
"Empleado (065)",83,,48,23,11,1
"Obrero (066)",76,,32,24,16,4
"Trabajador independiente (067)",4286,11,995,1134,1385,761
"Empleador o patrono (068)",9,,2,2,4,1
"Trabajador familiar no remunerado (069)",4392,113,1384,1218,1199,478
"Trabajador del hogar (070)",39,,30,6,3,
