"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUANCANE (000)",27804,27133,8343,2731,2933,2718,4576,3282,1741,809,671,81779
"De 12 a 14 años (001)",2614,2602,2594,7,1,,,,,,12,9
"De 15 a 19 años (002)",3251,3204,2958,213,26,7,,,,,47,286
"De 20 a 24 años (003)",2379,2168,1063,700,311,73,20,1,,,211,1630
"De 25 a 29 años (004)",2127,1978,399,499,590,310,168,12,,,149,3398
"De 30 a 34 años (005)",1988,1934,205,312,527,430,380,74,6,,54,4843
"De 35 a 39 años (006)",2017,1963,154,206,328,419,559,236,51,10,54,6585
"De 40 a 44 años (007)",1994,1953,132,142,264,329,558,355,140,33,41,7940
"De 45 a 49 años (008)",1772,1743,121,115,167,253,456,392,172,67,29,7976
"De 50 y más años (009)",9662,9588,717,537,719,897,2435,2212,1372,699,74,49112
"PEA (010)",9899,9594,1909,1239,1290,1123,1812,1249,674,298,305,32263
"De 12 a 14 años (011)",128,128,126,1,1,,,,,,,3
"De 15 a 19 años (012)",652,634,535,89,7,3,,,,,18,112
"De 20 a 24 años (013)",953,867,440,256,132,32,6,1,,,86,647
"De 25 a 29 años (014)",966,890,210,247,245,121,63,4,,,76,1399
"De 30 a 34 años (015)",961,927,111,188,243,178,170,35,2,,34,2202
"De 35 a 39 años (016)",921,891,91,103,155,181,231,96,29,5,30,2863
"De 40 a 44 años (017)",958,934,68,77,144,163,243,161,65,13,24,3633
"De 45 a 49 años (018)",840,824,48,65,91,123,225,167,77,28,16,3666
"De 50 y más años (019)",3520,3499,280,213,272,322,874,785,501,252,21,17738
"Ocupada (020)",9656,9367,1773,1201,1270,1112,1796,1246,672,297,289,32032
"De 12 a 14 años (021)",119,119,117,1,1,,,,,,,3
