"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SIHUAS (000)",21516,4321,3880,3361,3399,2510,4045
"Católica (001)",18394,3741,3379,2872,2865,2128,3409
"Cristiana/Evangélica (002)",2832,538,451,433,483,350,577
"Otra (003)",152,21,22,29,28,19,33
"Ninguna (004)",138,21,28,27,23,13,26
"Hombres (006)",10483,2210,1954,1629,1626,1234,1830
"Católica (007)",9114,1950,1734,1413,1381,1059,1577
"Cristiana/Evangélica (008)",1232,238,195,193,219,161,226
"Otra (009)",69,14,10,9,12,9,15
"Ninguna (010)",68,8,15,14,14,5,12
"Mujeres (012)",11033,2111,1926,1732,1773,1276,2215
"Católica (013)",9280,1791,1645,1459,1484,1069,1832
"Cristiana/Evangélica (014)",1600,300,256,240,264,189,351
"Otra (015)",83,7,12,20,16,10,18
"Ninguna (016)",70,13,13,13,9,8,14
,,,,,,,
"URBANA (018)",5959,1080,1083,1051,1036,703,1006
"Católica (019)",5250,979,975,915,884,625,872
"Cristiana/Evangélica (020)",580,87,87,101,121,66,118
"Otra (021)",74,6,11,21,18,8,10
"Ninguna (022)",55,8,10,14,13,4,6
"Hombres (024)",2953,575,531,520,500,363,464
"Católica (025)",2640,533,483,459,432,325,408
"Cristiana/Evangélica (026)",251,36,38,46,51,31,49
"Otra (027)",31,3,5,6,7,5,5
"Ninguna (028)",31,3,5,9,10,2,2
"Mujeres (030)",3006,505,552,531,536,340,542
"Católica (031)",2610,446,492,456,452,300,464
"Cristiana/Evangélica (032)",329,51,49,55,70,35,69
"Otra (033)",43,3,6,15,11,3,5
"Ninguna (034)",24,5,5,5,3,2,4
,,,,,,,
"RURAL (036)",15557,3241,2797,2310,2363,1807,3039
"Católica (037)",13144,2762,2404,1957,1981,1503,2537
"Cristiana/Evangélica (038)",2252,451,364,332,362,284,459
"Otra (039)",78,15,11,8,10,11,23
"Ninguna (040)",83,13,18,13,10,9,20
"Hombres (042)",7530,1635,1423,1109,1126,871,1366
"Católica (043)",6474,1417,1251,954,949,734,1169
"Cristiana/Evangélica (044)",981,202,157,147,168,130,177
"Otra (045)",38,11,5,3,5,4,10
"Ninguna (046)",37,5,10,5,4,3,10
"Mujeres (048)",8027,1606,1374,1201,1237,936,1673
"Católica (049)",6670,1345,1153,1003,1032,769,1368
"Cristiana/Evangélica (050)",1271,249,207,185,194,154,282
"Otra (051)",40,4,6,5,5,7,13
"Ninguna (052)",46,8,8,8,6,6,10
