"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia VIRU (000)",751,156,595
"Sin nivel (001)",56,7,49
"Educación inicial (002)",3,,3
"Primaria (003)",312,54,258
"Secundaria (004)",277,68,209
"Superior no univ. incompleta (005)",30,7,23
"Superior no univ. completa (006)",35,11,24
"Superior univ. incompleta (007)",9,5,4
"Superior univ. completa (008)",29,4,25
"De 14 a 29 años (010)",465,128,337
"Sin nivel (011)",15,4,11
"Educación inicial (012)",3,,3
"Primaria (013)",171,40,131
"Secundaria (014)",209,60,149
"Superior no univ. incompleta (015)",19,7,12
"Superior no univ. completa (016)",24,10,14
"Superior univ. incompleta (017)",7,5,2
"Superior univ. completa (018)",17,2,15
"De 30 a 44 años (020)",152,22,130
"Sin nivel (021)",13,2,11
"Primaria (023)",72,11,61
"Secundaria (024)",48,6,42
"Superior no univ. incompleta (025)",2,,2
"Superior no univ. completa (026)",8,1,7
"Superior univ. completa (028)",9,2,7
"De 45 a 64 años (030)",112,6,106
"Sin nivel (031)",18,1,17
"Primaria (033)",59,3,56
"Secundaria (034)",20,2,18
"Superior no univ. incompleta (035)",8,,8
"Superior no univ. completa (036)",3,,3
"Superior univ. incompleta (037)",2,,2
"Superior univ. completa (038)",2,,2
"De 65 y más años (040)",22,,22
"Sin nivel (041)",10,,10
"Primaria (043)",10,,10
"Superior no univ. incompleta (045)",1,,1
"Superior univ. completa (048)",1,,1
,,,
"AREA URBANA (050)",551,128,423
"Sin nivel (051)",34,6,28
"Educación inicial (052)",3,,3
"Primaria (053)",212,40,172
"Secundaria (054)",218,59,159
"Superior no univ. incompleta (055)",25,6,19
"Superior no univ. completa (056)",29,9,20
"Superior univ. incompleta (057)",7,4,3
"Superior univ. completa (058)",23,4,19
"De 14 a 29 años (060)",336,104,232
"Sin nivel (061)",8,3,5
"Educación inicial (062)",3,,3
"Primaria (063)",108,29,79
"Secundaria (064)",162,52,110
"Superior no univ. incompleta (065)",18,6,12
"Superior no univ. completa (066)",20,8,12
"Superior univ. incompleta (067)",5,4,1
"Superior univ. completa (068)",12,2,10
"De 30 a 44 años (070)",119,19,100
"Sin nivel (071)",9,2,7
"Primaria (073)",53,8,45
"Secundaria (074)",41,6,35
"Superior no univ. incompleta (075)",2,,2
"Superior no univ. completa (076)",6,1,5
"Superior univ. completa (078)",8,2,6
"De 45 a 64 años (080)",79,5,74
"Sin nivel (081)",11,1,10
"Primaria (083)",42,3,39
"Secundaria (084)",15,1,14
"Superior no univ. incompleta (085)",4,,4
"Superior no univ. completa (086)",3,,3
"Superior univ. incompleta (087)",2,,2
"Superior univ. completa (088)",2,,2
"De 65 y más años (090)",17,,17
"Sin nivel (091)",6,,6
"Primaria (093)",9,,9
"Superior no univ. incompleta (095)",1,,1
"Superior univ. completa (098)",1,,1
,,,
"AREA RURAL (100)",200,28,172
"Sin nivel (101)",22,1,21
"Primaria (103)",100,14,86
"Secundaria (104)",59,9,50
"Superior no univ. incompleta (105)",5,1,4
"Superior no univ. completa (106)",6,2,4
"Superior univ. incompleta (107)",2,1,1
"Superior univ. completa (108)",6,,6
"De 14 a 29 años (110)",129,24,105
"Sin nivel (111)",7,1,6
"Primaria (113)",63,11,52
"Secundaria (114)",47,8,39
"Superior no univ. incompleta (115)",1,1,
"Superior no univ. completa (116)",4,2,2
"Superior univ. incompleta (117)",2,1,1
"Superior univ. completa (118)",5,,5
"De 30 a 44 años (120)",33,3,30
"Sin nivel (121)",4,,4
"Primaria (123)",19,3,16
"Secundaria (124)",7,,7
"Superior no univ. completa (126)",2,,2
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",33,1,32
"Sin nivel (131)",7,,7
"Primaria (133)",17,,17
"Secundaria (134)",5,1,4
"Superior no univ. incompleta (135)",4,,4
"De 65 y más años (140)",5,,5
"Sin nivel (141)",4,,4
"Primaria (143)",1,,1
