"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUANCABAMBA (000)",106223,31052,29102,20371,17358,8340
"Hombres (001)",53180,15804,14773,9998,8546,4059
"Mujeres (002)",53043,15248,14329,10373,8812,4281
"PEA (003)",33768,929,11471,10459,8232,2677
"Hombres (004)",26317,650,8754,8054,6572,2287
"Mujeres (005)",7451,279,2717,2405,1660,390
"Ocupada (006)",31314,811,10257,9791,7887,2568
"Hombres (007)",24333,586,7839,7462,6254,2192
"Mujeres (008)",6981,225,2418,2329,1633,376
"Desocupada (009)",2454,118,1214,668,345,109
"Hombres (010)",1984,64,915,592,318,95
"Mujeres (011)",470,54,299,76,27,14
"No PEA (012)",72455,30123,17631,9912,9126,5663
"Hombres (013)",26863,15154,6019,1944,1974,1772
"Mujeres (014)",45592,14969,11612,7968,7152,3891
,,,,,,
"URBANA (018)",13718,3194,3906,3210,2351,1057
"Hombres (019)",6724,1666,1865,1527,1150,516
"Mujeres (020)",6994,1528,2041,1683,1201,541
"PEA (021)",5728,89,1671,2239,1408,321
"Hombres (022)",3551,68,1019,1320,905,239
"Mujeres (023)",2177,21,652,919,503,82
"Ocupada (024)",5402,84,1507,2145,1359,307
"Hombres (025)",3318,65,916,1249,861,227
"Mujeres (026)",2084,19,591,896,498,80
"Desocupada (027)",326,5,164,94,49,14
"Hombres (028)",233,3,103,71,44,12
"Mujeres (029)",93,2,61,23,5,2
"No PEA (030)",7990,3105,2235,971,943,736
"Hombres (031)",3173,1598,846,207,245,277
"Mujeres (032)",4817,1507,1389,764,698,459
,,,,,,
"RURAL (036)",92505,27858,25196,17161,15007,7283
"Hombres (037)",46456,14138,12908,8471,7396,3543
"Mujeres (038)",46049,13720,12288,8690,7611,3740
"PEA (039)",28040,840,9800,8220,6824,2356
"Hombres (040)",22766,582,7735,6734,5667,2048
"Mujeres (041)",5274,258,2065,1486,1157,308
"Ocupada (042)",25912,727,8750,7646,6528,2261
"Hombres (043)",21015,521,6923,6213,5393,1965
"Mujeres (044)",4897,206,1827,1433,1135,296
"Desocupada (045)",2128,113,1050,574,296,95
"Hombres (046)",1751,61,812,521,274,83
"Mujeres (047)",377,52,238,53,22,12
"No PEA (048)",64465,27018,15396,8941,8183,4927
"Hombres (049)",23690,13556,5173,1737,1729,1495
"Mujeres (050)",40775,13462,10223,7204,6454,3432
