"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia YUNGAY",,,,
"Viviendas particulares (001)",8329,7087,1108,134
"Ocupantes presentes (002)",35868,30444,4855,569
"Casa independiente",,,,
"Viviendas particulares (004)",8276,7045,1104,127
"Ocupantes presentes (005)",35670,30299,4831,540
"Departamento en edificio",,,,
"Viviendas particulares (007)",9,8,1,
"Ocupantes presentes (008)",36,34,2,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",22,20,2,
"Ocupantes presentes (011)",87,69,18,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",13,13,,
"Ocupantes presentes (014)",41,41,,
"Choza o cabaña",,,,
"Viviendas particulares (016)",7,,,7
"Ocupantes presentes (017)",29,,,29
"Vivienda improvisada",,,,
"Viviendas particulares (019)",1,,1,
"Ocupantes presentes (020)",4,,4,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",1,1,,
"Ocupantes presentes (023)",1,1,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",7838,6774,959,105
"Ocupantes presentes (029)",33599,29004,4142,453
"Casa independiente",,,,
"Viviendas particulares (031)",7788,6732,955,101
"Ocupantes presentes (032)",33411,28859,4118,434
"Departamento en edificio",,,,
"Viviendas particulares (034)",9,8,1,
"Ocupantes presentes (035)",36,34,2,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",22,20,2,
"Ocupantes presentes (038)",87,69,18,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",13,13,,
"Ocupantes presentes (041)",41,41,,
"Choza o cabaña",,,,
"Viviendas particulares (043)",4,,,4
"Ocupantes presentes (044)",19,,,19
"Vivienda improvisada",,,,
"Viviendas particulares (046)",1,,1,
"Ocupantes presentes (047)",4,,4,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",1,1,,
"Ocupantes presentes (050)",1,1,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",491,313,149,29
"Ocupantes presentes (056)",2269,1440,713,116
"Casa independiente",,,,
"Viviendas particulares (058)",488,313,149,26
"Ocupantes presentes (059)",2259,1440,713,106
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (070)",3,,,3
"Ocupantes presentes (071)",10,,,10
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",2694,2491,190,13
"Ocupantes presentes (110)",11475,10609,826,40
"Casa independiente",,,,
"Viviendas particulares (112)",2649,2450,186,13
"Ocupantes presentes (113)",11307,10465,802,40
"Departamento en edificio",,,,
"Viviendas particulares (115)",9,8,1,
"Ocupantes presentes (116)",36,34,2,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",22,20,2,
"Ocupantes presentes (119)",87,69,18,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",13,13,,
"Ocupantes presentes (122)",41,41,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",1,,1,
"Ocupantes presentes (128)",4,,4,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",2551,2369,174,8
"Ocupantes presentes (137)",10827,10051,747,29
"Casa independiente",,,,
"Viviendas particulares (139)",2506,2328,170,8
"Ocupantes presentes (140)",10659,9907,723,29
"Departamento en edificio",,,,
"Viviendas particulares (142)",9,8,1,
"Ocupantes presentes (143)",36,34,2,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",22,20,2,
"Ocupantes presentes (146)",87,69,18,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",13,13,,
"Ocupantes presentes (149)",41,41,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",1,,1,
"Ocupantes presentes (155)",4,,4,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",143,122,16,5
"Ocupantes presentes (164)",648,558,79,11
"Casa independiente",,,,
"Viviendas particulares (166)",143,122,16,5
"Ocupantes presentes (167)",648,558,79,11
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",5635,4596,918,121
"Ocupantes presentes (218)",24393,19835,4029,529
"Casa independiente",,,,
"Viviendas particulares (220)",5627,4595,918,114
"Ocupantes presentes (221)",24363,19834,4029,500
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",7,,,7
"Ocupantes presentes (233)",29,,,29
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",1,1,,
"Ocupantes presentes (239)",1,1,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",5287,4405,785,97
"Ocupantes presentes (245)",22772,18953,3395,424
"Casa independiente",,,,
"Viviendas particulares (247)",5282,4404,785,93
"Ocupantes presentes (248)",22752,18952,3395,405
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",4,,,4
"Ocupantes presentes (260)",19,,,19
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",1,1,,
"Ocupantes presentes (266)",1,1,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",348,191,133,24
"Ocupantes presentes (272)",1621,882,634,105
"Casa independiente",,,,
"Viviendas particulares (274)",345,191,133,21
"Ocupantes presentes (275)",1611,882,634,95
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",3,,,3
"Ocupantes presentes (287)",10,,,10
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
