"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia VIRU",,,,,,,,,
"Viviendas particulares (001)",2863,2433,256,17,39,56,,12,50
"Ocupantes presentes (002)",13756,11754,1196,82,178,272,,60,214
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2778,2354,256,16,37,55,,12,48
"Ocupantes presentes (005)",13427,11458,1196,78,168,261,,60,206
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",5,4,,,1,,,,
"Ocupantes presentes (008)",24,20,,,4,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",26,24,,,,1,,,1
"Ocupantes presentes (011)",130,118,,,,11,,,1
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",26,23,,1,1,,,,1
"Ocupantes presentes (014)",118,101,,4,6,,,,7
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,1,,,,,,,
"Ocupantes presentes (017)",10,10,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,3,,,,,,,
"Ocupantes presentes (020)",13,13,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,1,,,,,,,
"Ocupantes presentes (023)",4,4,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",23,23,,,,,,,
"Ocupantes presentes (026)",30,30,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2600,2209,254,16,39,55,,12,15
"Ocupantes presentes (029)",12585,10770,1190,78,178,267,,60,42
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2516,2131,254,15,37,54,,12,13
"Ocupantes presentes (032)",12266,10484,1190,74,168,256,,60,34
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",5,4,,,1,,,,
"Ocupantes presentes (035)",24,20,,,4,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",26,24,,,,1,,,1
"Ocupantes presentes (038)",130,118,,,,11,,,1
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",26,23,,1,1,,,,1
"Ocupantes presentes (041)",118,101,,4,6,,,,7
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,3,,,,,,,
"Ocupantes presentes (047)",13,13,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,,
"Ocupantes presentes (050)",4,4,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",23,23,,,,,,,
"Ocupantes presentes (053)",30,30,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",263,224,2,1,,1,,,35
"Ocupantes presentes (056)",1171,984,6,4,,5,,,172
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",262,223,2,1,,1,,,35
"Ocupantes presentes (059)",1161,974,6,4,,5,,,172
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,1,,,,,,,
"Ocupantes presentes (071)",10,10,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
