"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CALCA (000)",21531,2372,2159,12150,703,3864,283
"Conviviente (001)",7673,749,853,4682,322,1036,31
"Separado(a) (002)",559,74,42,353,19,52,19
"Casado(a) (003)",7444,730,567,4790,199,1133,25
"Viudo(a) (004)",1014,23,73,696,59,148,15
"Divorciado(a) (005)",104,15,10,58,6,13,2
"Soltero(a) (006)",4737,781,614,1571,98,1482,191
"Hombres (008)",14947,1362,1913,9075,558,1982,57
"Conviviente (009)",5407,462,764,3507,281,390,3
"Separado(a) (010)",200,20,29,130,11,10,
"Casado(a) (011)",5418,451,495,3880,150,434,8
"Viudo(a) (012)",483,11,47,342,36,44,3
"Divorciado(a) (013)",48,5,9,24,2,8,
"Soltero(a) (014)",3391,413,569,1192,78,1096,43
"Mujeres (016)",6584,1010,246,3075,145,1882,226
"Conviviente (017)",2266,287,89,1175,41,646,28
"Separado(a) (018)",359,54,13,223,8,42,19
"Casado(a) (019)",2026,279,72,910,49,699,17
"Viudo(a) (020)",531,12,26,354,23,104,12
"Divorciado(a) (021)",56,10,1,34,4,5,2
"Soltero(a) (022)",1346,368,45,379,20,386,148
,,,,,,,
"URBANA (024)",8730,1918,1029,4705,178,691,209
"Conviviente (025)",3310,598,453,1958,54,223,24
"Separado(a) (026)",333,62,24,211,7,15,14
"Casado(a) (027)",2636,619,208,1524,72,192,21
"Viudo(a) (028)",291,15,21,223,6,18,8
"Divorciado(a) (029)",58,12,5,36,2,2,1
"Soltero(a) (030)",2102,612,318,753,37,241,141
"Hombres (032)",5323,1090,912,2855,110,318,38
"Conviviente (033)",2067,360,399,1195,39,73,1
"Separado(a) (034)",96,18,14,59,2,3,
"Casado(a) (035)",1640,377,184,982,36,56,5
"Viudo(a) (036)",93,6,12,69,3,3,
"Divorciado(a) (037)",22,3,5,13,,1,
"Soltero(a) (038)",1405,326,298,537,30,182,32
"Mujeres (040)",3407,828,117,1850,68,373,171
"Conviviente (041)",1243,238,54,763,15,150,23
"Separado(a) (042)",237,44,10,152,5,12,14
"Casado(a) (043)",996,242,24,542,36,136,16
"Viudo(a) (044)",198,9,9,154,3,15,8
"Divorciado(a) (045)",36,9,,23,2,1,1
"Soltero(a) (046)",697,286,20,216,7,59,109
,,,,,,,
"RURAL (048)",12801,454,1130,7445,525,3173,74
"Conviviente (049)",4363,151,400,2724,268,813,7
"Separado(a) (050)",226,12,18,142,12,37,5
"Casado(a) (051)",4808,111,359,3266,127,941,4
"Viudo(a) (052)",723,8,52,473,53,130,7
"Divorciado(a) (053)",46,3,5,22,4,11,1
"Soltero(a) (054)",2635,169,296,818,61,1241,50
"Hombres (056)",9624,272,1001,6220,448,1664,19
"Conviviente (057)",3340,102,365,2312,242,317,2
"Separado(a) (058)",104,2,15,71,9,7,
"Casado(a) (059)",3778,74,311,2898,114,378,3
"Viudo(a) (060)",390,5,35,273,33,41,3
"Divorciado(a) (061)",26,2,4,11,2,7,
"Soltero(a) (062)",1986,87,271,655,48,914,11
"Mujeres (064)",3177,182,129,1225,77,1509,55
"Conviviente (065)",1023,49,35,412,26,496,5
"Separado(a) (066)",122,10,3,71,3,30,5
"Casado(a) (067)",1030,37,48,368,13,563,1
"Viudo(a) (068)",333,3,17,200,20,89,4
"Divorciado(a) (069)",20,1,1,11,2,4,1
"Soltero(a) (070)",649,82,25,163,13,327,39
