"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia URUBAMBA (000)",50366,7140,1357,19005,16240,2004,2060,1100,1460
"Jefe o Jefa (001)",13623,1674,6,4972,4760,531,779,292,609
"Esposa(o)/ compa¤era(o) (002)",8990,1758,8,3509,2717,216,428,103,251
"Hijo(a)/ hijastro(a) (003)",21476,2600,1121,8485,6766,958,552,569,425
"Yerno/ nuera (004)",636,15,,82,371,40,63,25,40
"Nieto(a) (005)",1395,328,144,579,271,32,15,14,12
"Padres/ suegros (006)",650,377,,205,38,6,15,5,4
"Otro(a) pariente (007)",2242,282,63,794,768,109,117,45,64
"Trabajador(a) del hogar (008)",175,14,1,63,82,7,3,5,
"Pensionista (009)",54,2,,9,25,6,3,6,3
"Otro(a) no pariente (010)",1125,90,14,307,442,99,85,36,52
"Hombres (012)",25235,2430,679,9384,9086,1091,1049,689,827
"Jefe o Jefa (013)",10050,685,5,3778,3864,400,592,242,484
"Esposa(o)/ compa¤era(o) (014)",731,40,,238,331,36,40,19,27
"Hijo(a)/ hijastro(a) (015)",11224,1305,559,4313,3751,476,263,345,212
"Yerno/ nuera (016)",308,2,,30,184,21,32,15,24
"Nieto(a) (017)",698,157,72,289,141,18,7,7,7
"Padres/ suegros (018)",228,70,,120,22,2,6,5,3
"Otro(a) pariente (019)",1239,124,34,418,459,68,66,26,44
"Trabajador(a) del hogar (020)",58,3,,24,23,5,1,2,
"Pensionista (021)",34,,,6,18,5,1,2,2
"Otro(a) no pariente (022)",665,44,9,168,293,60,41,26,24
"Mujeres (024)",25131,4710,678,9621,7154,913,1011,411,633
"Jefe o Jefa (025)",3573,989,1,1194,896,131,187,50,125
"Esposa(o)/ compa¤era(o) (026)",8259,1718,8,3271,2386,180,388,84,224
"Hijo(a)/ hijastro(a) (027)",10252,1295,562,4172,3015,482,289,224,213
"Yerno/ nuera (028)",328,13,,52,187,19,31,10,16
"Nieto(a) (029)",697,171,72,290,130,14,8,7,5
"Padres/ suegros (030)",422,307,,85,16,4,9,,1
"Otro(a) pariente (031)",1003,158,29,376,309,41,51,19,20
"Trabajador(a) del hogar (032)",117,11,1,39,59,2,2,3,
"Pensionista (033)",20,2,,3,7,1,2,4,1
"Otro(a) no pariente (034)",460,46,5,139,149,39,44,10,28
,,,,,,,,,
"URBANA (036)",23233,2131,621,7033,8366,1315,1636,883,1248
"Jefe o Jefa (037)",6517,351,2,1711,2632,413,633,242,533
"Esposa(o)/ compa¤era(o) (038)",3878,322,2,1164,1553,169,351,90,227
"Hijo(a)/ hijastro(a) (039)",9144,986,496,3095,2899,499,397,434,338
"Yerno/ nuera (040)",286,2,,12,149,22,50,19,32
"Nieto(a) (041)",687,160,71,269,137,18,8,14,10
"Padres/ suegros (042)",319,139,,123,30,6,15,3,3
"Otro(a) pariente (043)",1318,113,39,387,497,92,95,39,56
"Trabajador(a) del hogar (044)",145,9,1,51,71,6,3,4,
"Pensionista (045)",50,1,,9,23,5,3,6,3
