"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia COTABAMBAS",,,,,,,,
"Hogares (001)",11341,7954,1495,461,31,126,160,3109
"Ocupantes presentes (002)",45009,34031,6327,1948,142,579,683,9857
"Casa independiente",,,,,,,,
"Hogares (004)",9256,6436,1394,407,29,123,150,2563
"Ocupantes presentes (005)",36197,27148,5869,1721,138,572,644,8014
"Departamento en edificio",,,,,,,,
"Hogares (007)",5,4,3,1,,1,3,
"Ocupantes presentes (008)",22,19,8,4,,4,14,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",5,5,2,1,,,,
"Ocupantes presentes (011)",15,15,6,5,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",60,37,21,6,1,2,4,13
"Ocupantes presentes (014)",170,103,80,21,2,3,19,28
"Choza o cabaña",,,,,,,,
"Hogares (016)",2000,1463,72,44,1,,2,528
"Ocupantes presentes (017)",8579,6730,355,194,2,,4,1808
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",10,8,2,2,,,1,1
"Ocupantes presentes (023)",17,11,4,3,,,2,3
"Otro tipo",,,,,,,,
"Hogares (025)",5,1,1,,,,,4
"Ocupantes presentes (026)",9,5,5,,,,,4
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",3058,2121,1066,307,24,118,154,720
"Ocupantes presentes (029)",11590,8504,4358,1264,110,548,667,2237
"Casa independiente",,,,,,,,
"Hogares (031)",2979,2070,1038,297,23,115,146,703
"Ocupantes presentes (032)",11367,8357,4258,1231,108,541,632,2203
"Departamento en edificio",,,,,,,,
"Hogares (034)",5,4,3,1,,1,3,
"Ocupantes presentes (035)",22,19,8,4,,4,14,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",5,5,2,1,,,,
"Ocupantes presentes (038)",15,15,6,5,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",60,37,21,6,1,2,4,13
"Ocupantes presentes (041)",170,103,80,21,2,3,19,28
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",5,4,1,2,,,1,1
"Ocupantes presentes (050)",8,5,1,3,,,2,3
"Otro tipo",,,,,,,,
"Hogares (052)",4,1,1,,,,,3
"Ocupantes presentes (053)",8,5,5,,,,,3
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",8283,5833,429,154,7,8,6,2389
"Ocupantes presentes (056)",33419,25527,1969,684,32,31,16,7620
"Casa independiente",,,,,,,,
"Hogares (058)",6277,4366,356,110,6,8,4,1860
"Ocupantes presentes (059)",24830,18791,1611,490,30,31,12,5811
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",2000,1463,72,44,1,,2,528
"Ocupantes presentes (071)",8579,6730,355,194,2,,4,1808
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",5,4,1,,,,,
"Ocupantes presentes (077)",9,6,3,,,,,
"Otro tipo",,,,,,,,
"Hogares (079)",1,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,1
