"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUARI (000)",16955,127,5406,6036,4033,1353
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",54,,8,28,16,2
"Profes., científicos e intelectuales (002)",1487,,280,851,351,5
"Técnicos de nivel medio y trab.asimilados (003)",636,,190,328,111,7
"Jefes y empleados de oficina (004)",608,,251,251,102,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",996,3,336,365,234,58
"Agricult.trabaj. calif. agrop. y pesqueros (006)",3943,19,848,1174,1260,642
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1116,2,389,537,157,31
"Obreros construc., conf., papel, fab., instr. (008)",1075,1,325,477,246,26
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",5153,76,2010,1490,1186,391
"Otra (010)",45,,18,17,10,
"Ocupación no especificada (011)",630,,177,181,169,103
"Desocupado (012)",1212,26,574,337,191,84
"Hombres (013)",13927,91,4378,4935,3353,1170
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",44,,4,26,13,1
"Profes., científicos e intelectuales (015)",914,,148,522,240,4
"Técnicos de nivel medio y trab.asimilados (016)",509,,141,272,91,5
"Jefes y empleados de oficina (017)",421,,154,182,81,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",463,2,162,157,109,33
"Agricult.trabaj. calif. agrop. y pesqueros (019)",3776,15,810,1132,1201,618
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",1077,2,369,526,151,29
"Obreros construc., conf., papel, fab., instr. (021)",1054,1,314,471,243,25
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",4351,55,1724,1264,979,329
"Otra (023)",43,,17,17,9,
"Ocupación no especificada (024)",252,,83,73,54,42
"Desocupado (025)",1023,16,452,293,182,80
"Mujeres (026)",3028,36,1028,1101,680,183
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",10,,4,2,3,1
"Profes., científicos e intelectuales (028)",573,,132,329,111,1
"Técnicos de nivel medio y trab.asimilados (029)",127,,49,56,20,2
"Jefes y empleados de oficina (030)",187,,97,69,21,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",533,1,174,208,125,25
"Agricult.trabaj. calif. agrop. y pesqueros (032)",167,4,38,42,59,24
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",39,,20,11,6,2
