"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia YUNGUYO (000)",18839,1506,1420,11491,133,4051,238
"Sin nivel (001)",3220,18,139,1933,7,1093,30
"Educación inicial (002)",12,,2,6,,4,
"Primaria (003)",7050,94,597,4695,40,1545,79
"Secundaria (004)",6463,329,621,4057,71,1266,119
"Superior no univ. incompleta (005)",393,105,23,223,3,33,6
"Superior no univ. completa (006)",671,356,25,242,1,45,2
"Superior univ. incompleta (007)",264,98,9,121,4,32,
"Superior univ. completa (008)",766,506,4,214,7,33,2
"Hombres (010)",10750,1009,1129,7453,103,1041,15
"Sin nivel (011)",918,7,62,775,6,65,3
"Educación inicial (012)",5,,2,2,,1,
"Primaria (013)",4006,61,479,3138,30,295,3
"Secundaria (014)",4418,239,534,2970,57,609,9
"Superior no univ. incompleta (015)",277,74,21,162,2,18,
"Superior no univ. completa (016)",425,227,20,158,1,19,
"Superior univ. incompleta (017)",196,77,8,89,3,19,
"Superior univ. completa (018)",505,324,3,159,4,15,
"Mujeres (020)",8089,497,291,4038,30,3010,223
"Sin nivel (021)",2302,11,77,1158,1,1028,27
"Educación inicial (022)",7,,,4,,3,
"Primaria (023)",3044,33,118,1557,10,1250,76
"Secundaria (024)",2045,90,87,1087,14,657,110
"Superior no univ. incompleta (025)",116,31,2,61,1,15,6
"Superior no univ. completa (026)",246,129,5,84,,26,2
"Superior univ. incompleta (027)",68,21,1,32,1,13,
"Superior univ. completa (028)",261,182,1,55,3,18,2
,,,,,,,
"URBANA (030)",6530,1092,460,3797,71,962,148
"Sin nivel (031)",526,9,44,310,3,141,19
"Educación inicial (032)",2,,,1,,1,
"Primaria (033)",1871,46,171,1250,21,331,52
"Secundaria (034)",2574,183,216,1672,34,401,68
"Superior no univ. incompleta (035)",272,83,12,150,3,19,5
"Superior no univ. completa (036)",488,285,10,162,,29,2
"Superior univ. incompleta (037)",169,60,3,86,4,16,
"Superior univ. completa (038)",628,426,4,166,6,24,2
"Hombres (040)",3610,686,344,2232,52,284,12
"Sin nivel (041)",112,1,19,78,3,9,2
"Primaria (043)",908,34,130,658,13,71,2
"Secundaria (044)",1617,129,174,1110,28,168,8
"Superior no univ. incompleta (045)",184,57,10,106,2,9,
"Superior no univ. completa (046)",283,170,6,98,,9,
"Superior univ. incompleta (047)",120,41,2,65,3,9,
"Superior univ. completa (048)",386,254,3,117,3,9,
"Mujeres (050)",2920,406,116,1565,19,678,136
"Sin nivel (051)",414,8,25,232,,132,17
"Educación inicial (052)",2,,,1,,1,
"Primaria (053)",963,12,41,592,8,260,50
"Secundaria (054)",957,54,42,562,6,233,60
"Superior no univ. incompleta (055)",88,26,2,44,1,10,5
"Superior no univ. completa (056)",205,115,4,64,,20,2
"Superior univ. incompleta (057)",49,19,1,21,1,7,
"Superior univ. completa (058)",242,172,1,49,3,15,2
,,,,,,,
"RURAL (060)",12309,414,960,7694,62,3089,90
"Sin nivel (061)",2694,9,95,1623,4,952,11
"Educación inicial (062)",10,,2,5,,3,
"Primaria (063)",5179,48,426,3445,19,1214,27
"Secundaria (064)",3889,146,405,2385,37,865,51
"Superior no univ. incompleta (065)",121,22,11,73,,14,1
"Superior no univ. completa (066)",183,71,15,80,1,16,
"Superior univ. incompleta (067)",95,38,6,35,,16,
"Superior univ. completa (068)",138,80,,48,1,9,
"Hombres (070)",7140,323,785,5221,51,757,3
"Sin nivel (071)",806,6,43,697,3,56,1
"Educación inicial (072)",5,,2,2,,1,
"Primaria (073)",3098,27,349,2480,17,224,1
"Secundaria (074)",2801,110,360,1860,29,441,1
"Superior no univ. incompleta (075)",93,17,11,56,,9,
"Superior no univ. completa (076)",142,57,14,60,1,10,
"Superior univ. incompleta (077)",76,36,6,24,,10,
"Superior univ. completa (078)",119,70,,42,1,6,
"Mujeres (080)",5169,91,175,2473,11,2332,87
"Sin nivel (081)",1888,3,52,926,1,896,10
"Educación inicial (082)",5,,,3,,2,
"Primaria (083)",2081,21,77,965,2,990,26
"Secundaria (084)",1088,36,45,525,8,424,50
"Superior no univ. incompleta (085)",28,5,,17,,5,1
"Superior no univ. completa (086)",41,14,1,20,,6,
"Superior univ. incompleta (087)",19,2,,11,,6,
"Superior univ. completa (088)",19,10,,6,,3,
