"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SUCRE (000)",69,2,30,20,11,6
"Sin nivel (001)",4,,,1,2,1
"Primaria (003)",24,2,8,4,5,5
"Secundaria (004)",33,,18,11,4,
"Superior no univ. incompleta (005)",2,,1,1,,
"Superior no univ. completa (006)",4,,1,3,,
"Superior univ. completa (008)",2,,2,,,
"Hombres (010)",55,2,21,18,9,5
"Sin nivel (011)",3,,,1,1,1
"Primaria (013)",20,2,5,4,5,4
"Secundaria (014)",27,,14,10,3,
"Superior no univ. incompleta (015)",1,,,1,,
"Superior no univ. completa (016)",2,,,2,,
"Superior univ. completa (018)",2,,2,,,
"Mujeres (020)",14,,9,2,2,1
"Sin nivel (021)",1,,,,1,
"Primaria (023)",4,,3,,,1
"Secundaria (024)",6,,4,1,1,
"Superior no univ. incompleta (025)",1,,1,,,
"Superior no univ. completa (026)",2,,1,1,,
,,,,,,
"Area Urbana (030)",32,2,17,10,2,1
"Primaria (033)",10,2,4,2,1,1
"Secundaria (034)",17,,9,7,1,
"Superior no univ. incompleta (035)",1,,1,,,
"Superior no univ. completa (036)",2,,1,1,,
"Superior univ. completa (038)",2,,2,,,
"Hombres (040)",22,2,10,9,1,
"Primaria (043)",7,2,2,2,1,
"Secundaria (044)",13,,6,7,,
"Superior univ. completa (048)",2,,2,,,
"Mujeres (050)",10,,7,1,1,1
"Primaria (053)",3,,2,,,1
"Secundaria (054)",4,,3,,1,
"Superior no univ. incompleta (055)",1,,1,,,
"Superior no univ. completa (056)",2,,1,1,,
,,,,,,
"Area Rural (060)",37,,13,10,9,5
"Sin nivel (061)",4,,,1,2,1
"Primaria (063)",14,,4,2,4,4
"Secundaria (064)",16,,9,4,3,
"Superior no univ. incompleta (065)",1,,,1,,
"Superior no univ. completa (066)",2,,,2,,
"Hombres (070)",33,,11,9,8,5
"Sin nivel (071)",3,,,1,1,1
"Primaria (073)",13,,3,2,4,4
"Secundaria (074)",14,,8,3,3,
"Superior no univ. incompleta (075)",1,,,1,,
"Superior no univ. completa (076)",2,,,2,,
"Mujeres (080)",4,,2,1,1,
"Sin nivel (081)",1,,,,1,
"Primaria (083)",1,,1,,,
"Secundaria (084)",2,,1,1,,
