"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHANCHAMAYO (000)",146650,18626,12108,4098,112102
"Hombres (001)",77806,9104,6388,2673,59845
"Mujeres (002)",68844,9522,5720,1425,52257
"PEA (003)",66015,2607,6241,2176,55181
"Hombres (004)",47894,1621,4047,1679,40705
"Mujeres (005)",18121,986,2194,497,14476
"Ocupada (006)",64233,2530,6153,2147,53591
"Hombres (007)",46748,1591,3997,1655,39661
"Mujeres (008)",17485,939,2156,492,13930
"Desocupada (009)",1782,77,88,29,1590
"Hombres (010)",1146,30,50,24,1044
"Mujeres (011)",636,47,38,5,546
"No PEA (012)",80635,16019,5867,1922,56921
"Hombres (013)",29912,7483,2341,994,19140
"Mujeres (014)",50723,8536,3526,928,37781
,,,,,
"URBANA (018)",84562,7974,9975,3285,63538
"Hombres (019)",42901,3822,5013,2115,32091
"Mujeres (020)",41661,4152,4962,1170,31447
"PEA (021)",37218,1244,4940,1717,29451
"Hombres (022)",24322,684,2981,1282,19482
"Mujeres (023)",12896,560,1959,435,9969
"Ocupada (024)",35801,1193,4859,1691,28190
"Hombres (025)",23424,665,2935,1260,18669
"Mujeres (026)",12377,528,1924,431,9521
"Desocupada (027)",1417,51,81,26,1261
"Hombres (028)",898,19,46,22,813
"Mujeres (029)",519,32,35,4,448
"No PEA (030)",47344,6730,5035,1568,34087
"Hombres (031)",18579,3138,2032,833,12609
"Mujeres (032)",28765,3592,3003,735,21478
,,,,,
"RURAL (036)",62088,10652,2133,813,48564
"Hombres (037)",34905,5282,1375,558,27754
"Mujeres (038)",27183,5370,758,255,20810
"PEA (039)",28797,1363,1301,459,25730
"Hombres (040)",23572,937,1066,397,21223
"Mujeres (041)",5225,426,235,62,4507
"Ocupada (042)",28432,1337,1294,456,25401
"Hombres (043)",23324,926,1062,395,20992
"Mujeres (044)",5108,411,232,61,4409
"Desocupada (045)",365,26,7,3,329
"Hombres (046)",248,11,4,2,231
"Mujeres (047)",117,15,3,1,98
"No PEA (048)",33291,9289,832,354,22834
"Hombres (049)",11333,4345,309,161,6531
"Mujeres (050)",21958,4944,523,193,16303
