"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia SAN MARCOS (000)",23262,18624,4638
"De 3 a 5 años (001)",3274,199,3075
"De 6 a 11 años (002)",6777,5913,864
"De 12 a 16 años (003)",6365,6204,161
"De 17 a 24 años (004)",6846,6308,538
"Hombres (005)",11890,9602,2288
"De 3 a 5 años (006)",1677,85,1592
"De 6 a 11 años (007)",3486,3048,438
"De 12 a 16 años (008)",3272,3203,69
"De 17 a 24 años (009)",3455,3266,189
"Mujeres (010)",11372,9022,2350
"De 3 a 5 años (011)",1597,114,1483
"De 6 a 11 años (012)",3291,2865,426
"De 12 a 16 años (013)",3093,3001,92
"De 17 a 24 años (014)",3391,3042,349
,,,
"URBANA (015)",4698,3997,701
"De 3 a 5 años (016)",606,61,545
"De 6 a 11 años (017)",1165,1060,105
"De 12 a 16 años (018)",1357,1346,11
"De 17 a 24 años (019)",1570,1530,40
"Hombres (020)",2437,2082,355
"De 3 a 5 años (021)",307,23,284
"De 6 a 11 años (022)",621,571,50
"De 12 a 16 años (023)",707,700,7
"De 17 a 24 años (024)",802,788,14
"Mujeres (025)",2261,1915,346
"De 3 a 5 años (026)",299,38,261
"De 6 a 11 años (027)",544,489,55
"De 12 a 16 años (028)",650,646,4
"De 17 a 24 años (029)",768,742,26
,,,
"RURAL (030)",18564,14627,3937
"De 3 a 5 años (031)",2668,138,2530
"De 6 a 11 años (032)",5612,4853,759
"De 12 a 16 años (033)",5008,4858,150
"De 17 a 24 años (034)",5276,4778,498
"Hombres (035)",9453,7520,1933
"De 3 a 5 años (036)",1370,62,1308
"De 6 a 11 años (037)",2865,2477,388
"De 12 a 16 años (038)",2565,2503,62
"De 17 a 24 años (039)",2653,2478,175
"Mujeres (040)",9111,7107,2004
"De 3 a 5 años (041)",1298,76,1222
"De 6 a 11 años (042)",2747,2376,371
"De 12 a 16 años (043)",2443,2355,88
"De 17 a 24 años (044)",2623,2300,323
