"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia DOS DE MAYO (000)",691,244,447
"Sin nivel (001)",45,8,37
"Educación inicial (002)",4,,4
"Primaria (003)",274,92,182
"Secundaria (004)",226,82,144
"Superior no univ. incompleta (005)",25,9,16
"Superior no univ. completa (006)",91,41,50
"Superior univ. incompleta (007)",7,5,2
"Superior univ. completa (008)",19,7,12
"Hombres (010)",518,154,364
"Sin nivel (011)",28,5,23
"Educación inicial (012)",2,,2
"Primaria (013)",212,53,159
"Secundaria (014)",186,60,126
"Superior no univ. incompleta (015)",20,7,13
"Superior no univ. completa (016)",51,22,29
"Superior univ. incompleta (017)",5,3,2
"Superior univ. completa (018)",14,4,10
"Mujeres (020)",173,90,83
"Sin nivel (021)",17,3,14
"Educación inicial (022)",2,,2
"Primaria (023)",62,39,23
"Secundaria (024)",40,22,18
"Superior no univ. incompleta (025)",5,2,3
"Superior no univ. completa (026)",40,19,21
"Superior univ. incompleta (027)",2,2,
"Superior univ. completa (028)",5,3,2
,,,
"AREA URBANA (030)",306,101,205
"Sin nivel (031)",12,1,11
"Educación inicial (032)",1,,1
"Primaria (033)",79,19,60
"Secundaria (034)",101,33,68
"Superior no univ. incompleta (035)",18,6,12
"Superior no univ. completa (036)",76,33,43
"Superior univ. incompleta (037)",6,4,2
"Superior univ. completa (038)",13,5,8
"Hombres (040)",230,66,164
"Sin nivel (041)",8,1,7
"Educación inicial (042)",1,,1
"Primaria (043)",68,14,54
"Secundaria (044)",85,24,61
"Superior no univ. incompleta (045)",14,4,10
"Superior no univ. completa (046)",41,18,23
"Superior univ. incompleta (047)",4,2,2
"Superior univ. completa (048)",9,3,6
"Mujeres (050)",76,35,41
"Sin nivel (051)",4,,4
"Primaria (053)",11,5,6
"Secundaria (054)",16,9,7
"Superior no univ. incompleta (055)",4,2,2
"Superior no univ. completa (056)",35,15,20
"Superior univ. incompleta (057)",2,2,
"Superior univ. completa (058)",4,2,2
,,,
"AREA RURAL (060)",385,143,242
"Sin nivel (061)",33,7,26
"Educación inicial (062)",3,,3
"Primaria (063)",195,73,122
"Secundaria (064)",125,49,76
"Superior no univ. incompleta (065)",7,3,4
"Superior no univ. completa (066)",15,8,7
"Superior univ. incompleta (067)",1,1,
"Superior univ. completa (068)",6,2,4
"Hombres (070)",288,88,200
"Sin nivel (071)",20,4,16
"Educación inicial (072)",1,,1
"Primaria (073)",144,39,105
"Secundaria (074)",101,36,65
"Superior no univ. incompleta (075)",6,3,3
"Superior no univ. completa (076)",10,4,6
"Superior univ. incompleta (077)",1,1,
"Superior univ. completa (078)",5,1,4
"Mujeres (080)",97,55,42
"Sin nivel (081)",13,3,10
"Educación inicial (082)",2,,2
"Primaria (083)",51,34,17
"Secundaria (084)",24,13,11
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",5,4,1
"Superior univ. completa (088)",1,1,
