"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CHINCHA (000)",75318,39223,7071,9574,19450
"Empleado (001)",18566,4541,2566,4573,6886
"Obrero (002)",27691,7537,2897,4827,12430
"Trabajador independiente (003)",24108,22792,1316,,
"Empleador o patrono (004)",1023,671,144,121,87
"Trabajador familiar no remunerado (005)",2317,2069,148,53,47
"Trabajador del hogar (006)",1613,1613,,,
"De 06 a 14 años (008)",778,656,80,27,15
"Empleado (009)",52,44,5,3,
"Obrero (010)",200,142,29,16,13
"Trabajador independiente (011)",196,182,14,,
"Empleador o patrono (012)",2,2,,,
"Trabajador familiar no remunerado (013)",291,249,32,8,2
"Trabajador del hogar (014)",37,37,,,
"De 15 a 29 años (016)",26112,11337,2595,3672,8508
"Empleado (017)",6035,1853,924,1345,1913
"Obrero (018)",12710,2736,1164,2275,6535
"Trabajador independiente (019)",5759,5347,412,,
"Empleador o patrono (020)",255,150,39,33,33
"Trabajador familiar no remunerado (021)",753,651,56,19,27
"Trabajador del hogar (022)",600,600,,,
"De 30 a 44 años (024)",27978,13516,2605,3984,7873
"Empleado (025)",8014,1654,1062,2161,3137
"Obrero (026)",9817,2360,997,1767,4693
"Trabajador independiente (027)",8685,8221,464,,
"Empleador o patrono (028)",351,223,54,44,30
"Trabajador familiar no remunerado (029)",599,546,28,12,13
"Trabajador del hogar (030)",512,512,,,
"De 45 a 64 años (032)",17549,11204,1644,1785,2916
"Empleado (033)",4188,872,540,1021,1755
"Obrero (034)",4466,1960,651,718,1137
"Trabajador independiente (035)",7657,7267,390,,
"Empleador o patrono (036)",333,236,40,36,21
"Trabajador familiar no remunerado (037)",496,460,23,10,3
"Trabajador del hogar (038)",409,409,,,
"De 65 y más años (040)",2901,2510,147,106,138
"Empleado (041)",277,118,35,43,81
"Obrero (042)",498,339,56,51,52
"Trabajador independiente (043)",1811,1775,36,,
"Empleador o patrono (044)",82,60,11,8,3
"Trabajador familiar no remunerado (045)",178,163,9,4,2
"Trabajador del hogar (046)",55,55,,,
,,,,,
"URBANA (048)",67495,35236,6217,8486,17556
"Empleado (049)",17795,4357,2458,4400,6580
"Obrero (050)",23580,6506,2301,3925,10848
"Trabajador independiente (051)",21861,20652,1209,,
