"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia CAJATAMBO",,,
"Viviendas particulares (001)",2464,1722,742
"Ocupantes presentes (002)",8145,5844,2301
"Casa independiente",,,
"Viviendas particulares (004)",2251,1662,589
"Ocupantes presentes (005)",7441,5626,1815
"Departamento en edificio",,,
"Viviendas particulares (007)",1,1,
"Ocupantes presentes (008)",5,5,
"Vivienda en quinta",,,
"Viviendas particulares (010)",11,11,
"Ocupantes presentes (011)",32,32,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",48,37,11
"Ocupantes presentes (014)",201,159,42
"Choza o cabaña",,,
"Viviendas particulares (016)",142,3,139
"Ocupantes presentes (017)",441,3,438
"Vivienda improvisada",,,
"Viviendas particulares (019)",1,1,
"Ocupantes presentes (020)",1,1,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",10,7,3
"Ocupantes presentes (023)",24,18,6
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",1475,1304,171
"Ocupantes presentes (029)",4977,4501,476
"Casa independiente",,,
"Viviendas particulares (031)",1407,1248,159
"Ocupantes presentes (032)",4718,4287,431
"Departamento en edificio",,,
"Viviendas particulares (034)",1,1,
"Ocupantes presentes (035)",5,5,
"Vivienda en quinta",,,
"Viviendas particulares (037)",11,11,
"Ocupantes presentes (038)",32,32,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",48,37,11
"Ocupantes presentes (041)",201,159,42
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",1,1,
"Ocupantes presentes (047)",1,1,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",7,6,1
"Ocupantes presentes (050)",20,17,3
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",989,418,571
"Ocupantes presentes (056)",3168,1343,1825
"Casa independiente",,,
"Viviendas particulares (058)",844,414,430
"Ocupantes presentes (059)",2723,1339,1384
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",142,3,139
"Ocupantes presentes (071)",441,3,438
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",3,1,2
"Ocupantes presentes (077)",4,1,3
"Otro tipo",,,
