"CUADRO Nº 15: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGIÓN QUE PROFESA",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CASTILLA (000)",10175,175,3877,3478,1133,376,178,38,19,,901
"Catolica (001)",9147,159,3459,3128,1031,349,160,37,18,,806
"Cristiana / Evangelica (002)",475,7,184,163,47,11,12,1,1,,49
"Otra (003)",478,8,199,167,46,15,5,,,,38
"Ninguna (004)",75,1,35,20,9,1,1,,,,8
,,,,,,,,,,,
"URBANA (006)",5865,92,2077,2016,715,231,120,25,12,,577
"Catolica (007)",5297,81,1867,1831,648,214,104,24,11,,517
"Cristiana / Evangelica (008)",249,4,88,79,30,6,11,1,1,,29
"Otra (009)",264,6,96,92,28,11,4,,,,27
"Ninguna (010)",55,1,26,14,9,,1,,,,4
,,,,,,,,,,,
"RURAL (012)",4310,83,1800,1462,418,145,58,13,7,,324
"Catolica (013)",3850,78,1592,1297,383,135,56,13,7,,289
"Cristiana / Evangelica (014)",226,3,96,84,17,5,1,,,,20
"Otra (015)",214,2,103,75,18,4,1,,,,11
"Ninguna (016)",20,,9,6,,1,,,,,4
