"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LUCANAS (000)",23580,2348,23,7197,8570,997,2500,477,1468
"Empleado (001)",3480,30,,89,503,225,1449,148,1036
"Obrero (002)",4506,367,4,1387,2186,197,211,90,64
"Trabajador independiente (003)",12012,1353,7,4364,4576,476,710,201,325
"Empleador o patrono (004)",194,24,1,65,54,11,18,10,11
"Trabajador familiar no remunerado (005)",3112,556,11,1228,1088,74,98,28,29
"Trabajador del hogar (006)",276,18,,64,163,14,14,,3
"Hombres (008)",16090,966,13,5162,6532,708,1413,366,930
"Empleado (009)",1959,9,,49,345,143,711,93,609
"Obrero (010)",3794,180,2,1125,1961,179,197,88,62
"Trabajador independiente (011)",8697,642,4,3365,3519,335,441,158,233
"Empleador o patrono (012)",144,14,1,54,38,7,10,9,11
"Trabajador familiar no remunerado (013)",1464,121,6,555,653,43,54,18,14
"Trabajador del hogar (014)",32,,,14,16,1,,,1
"Mujeres (016)",7490,1382,10,2035,2038,289,1087,111,538
"Empleado (017)",1521,21,,40,158,82,738,55,427
"Obrero (018)",712,187,2,262,225,18,14,2,2
"Trabajador independiente (019)",3315,711,3,999,1057,141,269,43,92
"Empleador o patrono (020)",50,10,,11,16,4,8,1,
"Trabajador familiar no remunerado (021)",1648,435,5,673,435,31,44,10,15
"Trabajador del hogar (022)",244,18,,50,147,13,14,,2
,,,,,,,,,
"URBANA (024)",13922,1185,17,3491,4955,724,2020,329,1201
"Empleado (025)",2947,20,,71,409,178,1248,133,888
"Obrero (026)",2076,172,3,594,993,113,131,34,36
"Trabajador independiente (027)",6871,705,6,2137,2738,360,538,138,249
"Empleador o patrono (028)",124,14,1,39,37,4,15,6,8
"Trabajador familiar no remunerado (029)",1681,259,7,607,640,57,75,18,18
"Trabajador del hogar (030)",223,15,,43,138,12,13,,2
"Hombres (032)",8738,408,8,2262,3479,493,1097,238,753
"Empleado (033)",1682,6,,39,288,118,615,84,532
"Obrero (034)",1681,80,1,460,851,100,121,34,34
"Trabajador independiente (035)",4592,281,3,1511,1966,243,313,104,171
"Empleador o patrono (036)",91,10,1,30,25,3,9,5,8
"Trabajador familiar no remunerado (037)",676,31,3,217,338,29,39,11,8
"Trabajador del hogar (038)",16,,,5,11,,,,
"Mujeres (040)",5184,777,9,1229,1476,231,923,91,448
"Empleado (041)",1265,14,,32,121,60,633,49,356
"Obrero (042)",395,92,2,134,142,13,10,,2
"Trabajador independiente (043)",2279,424,3,626,772,117,225,34,78
"Empleador o patrono (044)",33,4,,9,12,1,6,1,
"Trabajador familiar no remunerado (045)",1005,228,4,390,302,28,36,7,10
"Trabajador del hogar (046)",207,15,,38,127,12,13,,2
,,,,,,,,,
"RURAL (048)",9658,1163,6,3706,3615,273,480,148,267
"Empleado (049)",533,10,,18,94,47,201,15,148
"Obrero (050)",2430,195,1,793,1193,84,80,56,28
"Trabajador independiente (051)",5141,648,1,2227,1838,116,172,63,76
"Empleador o patrono (052)",70,10,,26,17,7,3,4,3
"Trabajador familiar no remunerado (053)",1431,297,4,621,448,17,23,10,11
"Trabajador del hogar (054)",53,3,,21,25,2,1,,1
"Hombres (056)",7352,558,5,2900,3053,215,316,128,177
"Empleado (057)",277,3,,10,57,25,96,9,77
"Obrero (058)",2113,100,1,665,1110,79,76,54,28
"Trabajador independiente (059)",4105,361,1,1854,1553,92,128,54,62
"Empleador o patrono (060)",53,4,,24,13,4,1,4,3
"Trabajador familiar no remunerado (061)",788,90,3,338,315,14,15,7,6
"Trabajador del hogar (062)",16,,,9,5,1,,,1
"Mujeres (064)",2306,605,1,806,562,58,164,20,90
"Empleado (065)",256,7,,8,37,22,105,6,71
"Obrero (066)",317,95,,128,83,5,4,2,
"Trabajador independiente (067)",1036,287,,373,285,24,44,9,14
"Empleador o patrono (068)",17,6,,2,4,3,2,,
"Trabajador familiar no remunerado (069)",643,207,1,283,133,3,8,3,5
"Trabajador del hogar (070)",37,3,,12,20,1,1,,
