"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia BOLOGNESI (000)",30725,4049,3450,1192,22090
"Menos de 1 año (001)",543,249,38,10,246
"De 1 a 14 años (002)",9275,2826,768,205,5481
"De 15 a 29 años (003)",7495,522,781,309,5896
"De 30 a 44 años (004)",5935,255,1091,395,4222
"De 45 a 64 años (005)",4636,135,593,208,3710
"De 65 y mas años (006)",2841,62,179,65,2535
"Hombres (008)",16004,1994,2221,869,10965
"Menos de 1 año (009)",275,137,22,4,112
"De 1 a 14 años (010)",4776,1453,394,111,2819
"De 15 a 29 años (011)",4025,217,555,238,3027
"De 30 a 44 años (012)",3243,93,762,321,2092
"De 45 a 64 años (013)",2327,55,386,155,1738
"De 65 y mas años (014)",1358,39,102,40,1177
"Mujeres (016)",14721,2055,1229,323,11125
"Menos de 1 año (017)",268,112,16,6,134
"De 1 a 14 años (018)",4499,1373,374,94,2662
"De 15 a 29 años (019)",3470,305,226,71,2869
"De 30 a 44 años (020)",2692,162,329,74,2130
"De 45 a 64 años (021)",2309,80,207,53,1972
"De 65 y mas años (022)",1483,23,77,25,1358
,,,,,
"URBANA (024)",19382,2437,2444,881,13647
"Menos de 1 año (025)",315,125,32,6,152
"De 1 a 14 años (026)",5846,1622,681,185,3363
"De 15 a 29 años (027)",4732,360,448,203,3725
"De 30 a 44 años (028)",3780,183,679,277,2650
"De 45 a 64 años (029)",2919,96,446,152,2234
"De 65 y mas años (030)",1790,51,158,58,1523
"Hombres (032)",9823,1191,1348,609,6693
"Menos de 1 año (033)",155,64,19,3,69
"De 1 a 14 años (034)",3013,827,350,102,1735
"De 15 a 29 años (035)",2459,158,244,151,1909
"De 30 a 44 años (036)",1948,71,389,213,1283
"De 45 a 64 años (037)",1430,40,257,105,1034
"De 65 y mas años (038)",818,31,89,35,663
"Mujeres (040)",9559,1246,1096,272,6954
"Menos de 1 año (041)",160,61,13,3,83
"De 1 a 14 años (042)",2833,795,331,83,1628
"De 15 a 29 años (043)",2273,202,204,52,1816
"De 30 a 44 años (044)",1832,112,290,64,1367
"De 45 a 64 años (045)",1489,56,189,47,1200
"De 65 y mas años (046)",972,20,69,23,860
,,,,,
"RURAL (048)",11343,1612,1006,311,8443
"Menos de 1 año (049)",228,124,6,4,94
"De 1 a 14 años (050)",3429,1204,87,20,2118
"De 15 a 29 años (051)",2763,162,333,106,2171
"De 30 a 44 años (052)",2155,72,412,118,1572
"De 45 a 64 años (053)",1717,39,147,56,1476
"De 65 y mas años (054)",1051,11,21,7,1012
"Hombres (056)",6181,803,873,260,4272
"Menos de 1 año (057)",120,73,3,1,43
"De 1 a 14 años (058)",1763,626,44,9,1084
"De 15 a 29 años (059)",1566,59,311,87,1118
"De 30 a 44 años (060)",1295,22,373,108,809
"De 45 a 64 años (061)",897,15,129,50,704
"De 65 y mas años (062)",540,8,13,5,514
"Mujeres (064)",5162,809,133,51,4171
"Menos de 1 año (065)",108,51,3,3,51
"De 1 a 14 años (066)",1666,578,43,11,1034
"De 15 a 29 años (067)",1197,103,22,19,1053
"De 30 a 44 años (068)",860,50,39,10,763
"De 45 a 64 años (069)",820,24,18,6,772
"De 65 y mas años (070)",511,3,8,2,498
