"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia NAZCA (000)",55899,943,15420,14652,12096,9161,3627
"Jefe o Jefa (001)",15726,,49,2205,5585,5524,2363
"Esposa(o) / compañera(o) (002)",8563,,29,1831,3538,2575,590
"Hijo(a) / hijastro(a) (003)",22052,606,11700,7652,1755,331,8
"Yerno / nuera (004)",837,,7,496,288,45,1
"Nieto(a) (005)",3209,255,2363,562,27,2,
"Padres / suegros (006)",646,,,,7,181,458
"Otro(a) pariente (007)",3751,77,1168,1416,584,343,163
"Trabajador(a) del hogar (008)",103,,7,59,22,13,2
"Pensionistas (009)",89,,1,35,34,12,7
"Otro(a) no pariente (010)",923,5,96,396,256,135,35
"Hombres (011)",28202,467,7993,7301,5907,4641,1893
"Jefe o Jefa (012)",10833,,22,1459,3919,3869,1564
"Esposa(o) / compañera(o) (013)",822,,19,220,291,219,73
"Hijo(a) / hijastro(a) (014)",11491,290,6061,4043,921,174,2
"Yerno / nuera (015)",422,,3,195,189,34,1
"Nieto(a) (016)",1689,132,1238,305,14,,
"Padres / suegros (017)",215,,,,2,57,156
"Otro(a) pariente (018)",2049,42,596,790,363,190,68
"Trabajador(a) del hogar (019)",49,,1,24,15,8,1
"Pensionistas (020)",62,,1,22,24,10,5
"Otro(a) no pariente (021)",570,3,52,243,169,80,23
"Mujeres (022)",27697,476,7427,7351,6189,4520,1734
"Jefe o Jefa (023)",4893,,27,746,1666,1655,799
"Esposa(o) / compañera(o) (024)",7741,,10,1611,3247,2356,517
"Hijo(a) / hijastro(a) (025)",10561,316,5639,3609,834,157,6
"Yerno / nuera (026)",415,,4,301,99,11,
"Nieto(a) (027)",1520,123,1125,257,13,2,
"Padres / suegros (028)",431,,,,5,124,302
"Otro(a) pariente (029)",1702,35,572,626,221,153,95
"Trabajador(a) del hogar (030)",54,,6,35,7,5,1
"Pensionistas (031)",27,,,13,10,2,2
"Otro(a) no pariente (032)",353,2,44,153,87,55,12
,,,,,,,
"URBANA (033)",48937,837,13667,12832,10721,7904,2976
"Jefe o Jefa (034)",13660,,36,1928,4989,4788,1919
"Esposa(o) / compañera(o) (035)",7420,,22,1598,3129,2203,468
"Hijo(a) / hijastro(a) (036)",19424,538,10384,6659,1545,290,8
"Yerno / nuera (037)",751,,7,439,260,44,1
"Nieto(a) (038)",2898,229,2145,500,23,1,
"Padres / suegros (039)",581,,,,7,166,408
"Otro(a) pariente (040)",3273,65,981,1278,519,290,140
"Trabajador(a) del hogar (041)",95,,7,56,21,10,1
"Pensionistas (042)",85,,1,34,34,12,4
"Otro(a) no pariente (043)",750,5,84,340,194,100,27
"Hombres (044)",24431,416,7068,6303,5176,3942,1526
"Jefe o Jefa (045)",9256,,18,1255,3451,3288,1244
"Esposa(o) / compañera(o) (046)",731,,18,198,265,187,63
"Hijo(a) / hijastro(a) (047)",9994,254,5362,3444,784,148,2
"Yerno / nuera (048)",380,,3,176,167,33,1
"Nieto(a) (049)",1529,123,1124,270,12,,
"Padres / suegros (050)",192,,,,2,49,141
"Otro(a) pariente (051)",1767,36,496,705,321,155,54
"Trabajador(a) del hogar (052)",46,,1,23,15,7,
"Pensionistas (053)",59,,1,21,24,10,3
"Otro(a) no pariente (054)",477,3,45,211,135,65,18
"Mujeres (055)",24506,421,6599,6529,5545,3962,1450
"Jefe o Jefa (056)",4404,,18,673,1538,1500,675
"Esposa(o) / compañera(o) (057)",6689,,4,1400,2864,2016,405
"Hijo(a) / hijastro(a) (058)",9430,284,5022,3215,761,142,6
"Yerno / nuera (059)",371,,4,263,93,11,
"Nieto(a) (060)",1369,106,1021,230,11,1,
"Padres / suegros (061)",389,,,,5,117,267
"Otro(a) pariente (062)",1506,29,485,573,198,135,86
"Trabajador(a) del hogar (063)",49,,6,33,6,3,1
"Pensionistas (064)",26,,,13,10,2,1
"Otro(a) no pariente (065)",273,2,39,129,59,35,9
,,,,,,,
"RURAL (066)",6962,106,1753,1820,1375,1257,651
"Jefe o Jefa (067)",2066,,13,277,596,736,444
"Esposa(o) / compañera(o) (068)",1143,,7,233,409,372,122
"Hijo(a) / hijastro(a) (069)",2628,68,1316,993,210,41,
"Yerno / nuera (070)",86,,,57,28,1,
"Nieto(a) (071)",311,26,218,62,4,1,
"Padres / suegros (072)",65,,,,,15,50
"Otro(a) pariente (073)",478,12,187,138,65,53,23
"Trabajador(a) del hogar (074)",8,,,3,1,3,1
"Pensionistas (075)",4,,,1,,,3
"Otro(a) no pariente (076)",173,,12,56,62,35,8
"Hombres (077)",3771,51,925,998,731,699,367
"Jefe o Jefa (078)",1577,,4,204,468,581,320
"Esposa(o) / compañera(o) (079)",91,,1,22,26,32,10
"Hijo(a) / hijastro(a) (080)",1497,36,699,599,137,26,
"Yerno / nuera (081)",42,,,19,22,1,
"Nieto(a) (082)",160,9,114,35,2,,
"Padres / suegros (083)",23,,,,,8,15
"Otro(a) pariente (084)",282,6,100,85,42,35,14
"Trabajador(a) del hogar (085)",3,,,1,,1,1
"Pensionistas (086)",3,,,1,,,2
"Otro(a) no pariente (087)",93,,7,32,34,15,5
"Mujeres (088)",3191,55,828,822,644,558,284
"Jefe o Jefa (089)",489,,9,73,128,155,124
"Esposa(o) / compañera(o) (090)",1052,,6,211,383,340,112
"Hijo(a) / hijastro(a) (091)",1131,32,617,394,73,15,
"Yerno / nuera (092)",44,,,38,6,,
"Nieto(a) (093)",151,17,104,27,2,1,
"Padres / suegros (094)",42,,,,,7,35
"Otro(a) pariente (095)",196,6,87,53,23,18,9
"Trabajador(a) del hogar (096)",5,,,2,1,2,
"Pensionistas (097)",1,,,,,,1
"Otro(a) no pariente (098)",80,,5,24,28,20,3
