"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia EL DORADO",,,,,,,
"Viviendas particulares (001)",7376,682,96,404,4835,33,1326
"Ocupantes presentes (002)",33628,2923,378,1890,22641,143,5653
"Casa independiente",,,,,,,
"Viviendas particulares (004)",6135,632,74,383,4012,27,1007
"Ocupantes presentes (005)",28007,2769,325,1792,18650,124,4347
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",2,2,,,,,
"Ocupantes presentes (008)",9,9,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",68,46,10,,,,12
"Ocupantes presentes (011)",217,140,27,,,,50
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",20,1,12,,,,7
"Ocupantes presentes (014)",48,2,26,,,,20
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1127,,,14,812,6,295
"Ocupantes presentes (017)",5244,,,69,3939,19,1217
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",9,1,,2,6,,
"Ocupantes presentes (020)",40,3,,11,26,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",7,,,2,4,,1
"Ocupantes presentes (023)",38,,,9,24,,5
"Otro tipo",,,,,,,
"Viviendas particulares (025)",8,,,3,1,,4
"Ocupantes presentes (026)",25,,,9,2,,14
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2921,671,75,193,1763,5,214
"Ocupantes presentes (029)",13077,2879,295,945,8086,26,846
"Casa independiente",,,,,,,
"Viviendas particulares (031)",2816,621,53,190,1752,5,195
"Ocupantes presentes (032)",12732,2725,242,929,8034,26,776
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",2,2,,,,,
"Ocupantes presentes (035)",9,9,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",68,46,10,,,,12
"Ocupantes presentes (038)",217,140,27,,,,50
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",20,1,12,,,,7
"Ocupantes presentes (041)",48,2,26,,,,20
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",9,1,,2,6,,
"Ocupantes presentes (047)",40,3,,11,26,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",5,,,1,4,,
"Ocupantes presentes (050)",29,,,5,24,,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,,,,1,,
"Ocupantes presentes (053)",2,,,,2,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",4455,11,21,211,3072,28,1112
"Ocupantes presentes (056)",20551,44,83,945,14555,117,4807
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3319,11,21,193,2260,22,812
"Ocupantes presentes (059)",15275,44,83,863,10616,98,3571
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1127,,,14,812,6,295
"Ocupantes presentes (071)",5244,,,69,3939,19,1217
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,,,1,,,1
"Ocupantes presentes (077)",9,,,4,,,5
"Otro tipo",,,,,,,
"Viviendas particulares (079)",7,,,3,,,4
"Ocupantes presentes (080)",23,,,9,,,14
