"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia DATEM DEL MARAÑON (000)",15226,1372,1609,7769,103,4177,196
"Conviviente (001)",9241,753,909,5270,71,2198,40
"Separado(a) (002)",285,23,41,184,4,24,9
"Casado(a) (003)",1937,317,152,1080,7,368,13
"Viudo(a) (004)",428,8,23,364,3,23,7
"Divorciado(a) (005)",76,3,2,60,1,8,2
"Soltero(a) (006)",3259,268,482,811,17,1556,125
"Hombres (008)",9444,965,1150,5867,67,1376,19
"Conviviente (009)",5744,554,601,4182,51,356,
"Separado(a) (010)",117,11,20,76,,9,1
"Casado(a) (011)",1250,226,107,866,4,47,
"Viudo(a) (012)",146,6,15,120,1,3,1
"Divorciado(a) (013)",18,2,2,12,1,1,
"Soltero(a) (014)",2169,166,405,611,10,960,17
"Mujeres (016)",5782,407,459,1902,36,2801,177
"Conviviente (017)",3497,199,308,1088,20,1842,40
"Separado(a) (018)",168,12,21,108,4,15,8
"Casado(a) (019)",687,91,45,214,3,321,13
"Viudo(a) (020)",282,2,8,244,2,20,6
"Divorciado(a) (021)",58,1,,48,,7,2
"Soltero(a) (022)",1090,102,77,200,7,596,108
,,,,,,,
"URBANA (024)",4051,786,569,1900,60,589,147
"Conviviente (025)",2084,380,312,1075,46,243,28
"Separado(a) (026)",114,16,15,69,1,6,7
"Casado(a) (027)",791,217,54,408,5,98,9
"Viudo(a) (028)",86,5,7,70,,1,3
"Divorciado(a) (029)",16,2,2,9,1,1,1
"Soltero(a) (030)",960,166,179,269,7,240,99
"Hombres (032)",2596,499,478,1329,45,230,15
"Conviviente (033)",1384,248,258,790,37,51,
"Separado(a) (034)",45,5,7,30,,2,1
"Casado(a) (035)",493,143,46,290,2,12,
"Viudo(a) (036)",30,3,5,21,,1,
"Divorciado(a) (037)",10,2,2,5,1,,
"Soltero(a) (038)",634,98,160,193,5,164,14
"Mujeres (040)",1455,287,91,571,15,359,132
"Conviviente (041)",700,132,54,285,9,192,28
"Separado(a) (042)",69,11,8,39,1,4,6
"Casado(a) (043)",298,74,8,118,3,86,9
"Viudo(a) (044)",56,2,2,49,,,3
"Divorciado(a) (045)",6,,,4,,1,1
"Soltero(a) (046)",326,68,19,76,2,76,85
,,,,,,,
"RURAL (048)",11175,586,1040,5869,43,3588,49
"Conviviente (049)",7157,373,597,4195,25,1955,12
"Separado(a) (050)",171,7,26,115,3,18,2
"Casado(a) (051)",1146,100,98,672,2,270,4
"Viudo(a) (052)",342,3,16,294,3,22,4
"Divorciado(a) (053)",60,1,,51,,7,1
"Soltero(a) (054)",2299,102,303,542,10,1316,26
"Hombres (056)",6848,466,672,4538,22,1146,4
"Conviviente (057)",4360,306,343,3392,14,305,
"Separado(a) (058)",72,6,13,46,,7,
"Casado(a) (059)",757,83,61,576,2,35,
"Viudo(a) (060)",116,3,10,99,1,2,1
"Divorciado(a) (061)",8,,,7,,1,
"Soltero(a) (062)",1535,68,245,418,5,796,3
"Mujeres (064)",4327,120,368,1331,21,2442,45
"Conviviente (065)",2797,67,254,803,11,1650,12
"Separado(a) (066)",99,1,13,69,3,11,2
"Casado(a) (067)",389,17,37,96,,235,4
"Viudo(a) (068)",226,,6,195,2,20,3
"Divorciado(a) (069)",52,1,,44,,6,1
"Soltero(a) (070)",764,34,58,124,5,520,23
