"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SANDIA (000)",26214,1586,2502,14767,654,6597,108
"Sin nivel (001)",2889,4,120,1822,47,888,8
"Educación inicial (002)",16,,3,9,,4,
"Primaria (003)",10402,38,788,6638,331,2572,35
"Secundaria (004)",10511,240,1431,5584,253,2945,58
"Superior no univ. incompleta (005)",528,116,67,265,10,66,4
"Superior no univ. completa (006)",706,449,34,159,6,56,2
"Superior univ. incompleta (007)",289,80,33,128,2,46,
"Superior univ. completa (008)",873,659,26,162,5,20,1
"Hombres (010)",16820,1048,2133,10800,530,2280,29
"Sin nivel (011)",1017,3,83,852,20,59,
"Educación inicial (012)",8,,2,4,,2,
"Primaria (013)",6414,22,609,4950,265,561,7
"Secundaria (014)",7670,154,1286,4453,222,1537,18
"Superior no univ. incompleta (015)",393,80,62,200,10,39,2
"Superior no univ. completa (016)",459,277,34,110,6,31,1
"Superior univ. incompleta (017)",242,62,33,109,2,36,
"Superior univ. completa (018)",617,450,24,122,5,15,1
"Mujeres (020)",9394,538,369,3967,124,4317,79
"Sin nivel (021)",1872,1,37,970,27,829,8
"Educación inicial (022)",8,,1,5,,2,
"Primaria (023)",3988,16,179,1688,66,2011,28
"Secundaria (024)",2841,86,145,1131,31,1408,40
"Superior no univ. incompleta (025)",135,36,5,65,,27,2
"Superior no univ. completa (026)",247,172,,49,,25,1
"Superior univ. incompleta (027)",47,18,,19,,10,
"Superior univ. completa (028)",256,209,2,40,,5,
,,,,,,,
"URBANA (030)",6179,1163,636,3236,79,1019,46
"Sin nivel (031)",549,2,36,381,3,123,4
"Educación inicial (032)",2,,,1,,1,
"Primaria (033)",1732,22,153,1200,32,319,6
"Secundaria (034)",2448,174,371,1314,39,518,32
"Superior no univ. incompleta (035)",264,79,37,125,2,18,3
"Superior no univ. completa (036)",428,319,16,71,,22,
"Superior univ. incompleta (037)",138,63,11,51,,13,
"Superior univ. completa (038)",618,504,12,93,3,5,1
"Hombres (040)",3666,749,572,1896,58,384,7
"Sin nivel (041)",180,1,25,145,1,8,
"Primaria (043)",917,13,127,680,22,74,1
"Secundaria (044)",1607,112,345,852,30,265,3
"Superior no univ. incompleta (045)",189,56,36,82,2,11,2
"Superior no univ. completa (046)",254,183,16,41,,14,
"Superior univ. incompleta (047)",103,47,11,36,,9,
"Superior univ. completa (048)",416,337,12,60,3,3,1
"Mujeres (050)",2513,414,64,1340,21,635,39
"Sin nivel (051)",369,1,11,236,2,115,4
"Educación inicial (052)",2,,,1,,1,
"Primaria (053)",815,9,26,520,10,245,5
"Secundaria (054)",841,62,26,462,9,253,29
"Superior no univ. incompleta (055)",75,23,1,43,,7,1
"Superior no univ. completa (056)",174,136,,30,,8,
"Superior univ. incompleta (057)",35,16,,15,,4,
"Superior univ. completa (058)",202,167,,33,,2,
,,,,,,,
"RURAL (060)",20035,423,1866,11531,575,5578,62
"Sin nivel (061)",2340,2,84,1441,44,765,4
"Educación inicial (062)",14,,3,8,,3,
"Primaria (063)",8670,16,635,5438,299,2253,29
"Secundaria (064)",8063,66,1060,4270,214,2427,26
"Superior no univ. incompleta (065)",264,37,30,140,8,48,1
"Superior no univ. completa (066)",278,130,18,88,6,34,2
"Superior univ. incompleta (067)",151,17,22,77,2,33,
"Superior univ. completa (068)",255,155,14,69,2,15,
"Hombres (070)",13154,299,1561,8904,472,1896,22
"Sin nivel (071)",837,2,58,707,19,51,
"Educación inicial (072)",8,,2,4,,2,
"Primaria (073)",5497,9,482,4270,243,487,6
"Secundaria (074)",6063,42,941,3601,192,1272,15
"Superior no univ. incompleta (075)",204,24,26,118,8,28,
"Superior no univ. completa (076)",205,94,18,69,6,17,1
"Superior univ. incompleta (077)",139,15,22,73,2,27,
"Superior univ. completa (078)",201,113,12,62,2,12,
"Mujeres (080)",6881,124,305,2627,103,3682,40
"Sin nivel (081)",1503,,26,734,25,714,4
"Educación inicial (082)",6,,1,4,,1,
"Primaria (083)",3173,7,153,1168,56,1766,23
"Secundaria (084)",2000,24,119,669,22,1155,11
"Superior no univ. incompleta (085)",60,13,4,22,,20,1
"Superior no univ. completa (086)",73,36,,19,,17,1
"Superior univ. incompleta (087)",12,2,,4,,6,
"Superior univ. completa (088)",54,42,2,7,,3,
