"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CARHUAZ (000)",41444,6372,2466,644,31980
"Sin Nivel (001)",10586,1560,266,87,8673
"Educación Inicial (002)",1149,487,68,18,576
"Primaria (003)",17343,3316,696,223,13112
"Secundaria (004)",8609,893,545,119,7056
"Sup. no Univ. Incompleta (005)",870,31,79,18,744
"Sup. no Univ. Completa (006)",1301,34,393,75,801
"Sup. Univ. Incompleta (007)",651,23,76,13,540
"Sup. Univ. Completa (008)",935,28,343,91,478
"Hombres (010)",20002,3146,1249,359,15262
"Sin Nivel (011)",3113,688,107,31,2287
"Educación Inicial (012)",538,240,38,7,253
"Primaria (013)",9012,1661,340,112,6901
"Secundaria (014)",5268,505,285,76,4405
"Sup. no Univ. Incompleta (015)",491,13,48,11,420
"Sup. no Univ. Completa (016)",664,12,204,47,403
"Sup. Univ. Incompleta (017)",372,10,47,11,305
"Sup. Univ. Completa (018)",544,17,180,64,288
"Mujeres (020)",21442,3226,1217,285,16718
"Sin Nivel (021)",7473,872,159,56,6386
"Educación Inicial (022)",611,247,30,11,323
"Primaria (023)",8331,1655,356,111,6211
"Secundaria (024)",3341,388,260,43,2651
"Sup. no Univ. Incompleta (025)",379,18,31,7,324
"Sup. no Univ. Completa (026)",637,22,189,28,398
"Sup. Univ. Incompleta (027)",279,13,29,2,235
"Sup. Univ. Completa (028)",391,11,163,27,190
,,,,,
"URBANA (030)",14088,1423,1631,369,10675
"Sin Nivel (031)",2505,278,124,30,2073
"Educación Inicial (032)",366,108,44,7,207
"Primaria (033)",4880,654,379,87,3760
"Secundaria (034)",3591,289,353,75,2876
"Sup. no Univ. Incompleta (035)",550,21,61,15,455
"Sup. no Univ. Completa (036)",936,26,311,65,535
"Sup. Univ. Incompleta (037)",475,22,62,11,381
"Sup. Univ. Completa (038)",785,25,297,79,388
"Hombres (040)",6788,708,801,205,5083
"Sin Nivel (041)",698,123,53,9,513
"Educación Inicial (042)",174,50,27,3,94
"Primaria (043)",2439,342,176,35,1886
"Secundaria (044)",2020,150,164,45,1663
"Sup. no Univ. Incompleta (045)",281,11,32,9,230
"Sup. no Univ. Completa (046)",475,8,159,40,269
"Sup. Univ. Incompleta (047)",258,9,37,9,204
"Sup. Univ. Completa (048)",443,15,153,55,224
"Mujeres (050)",7300,715,830,164,5592
"Sin Nivel (051)",1807,155,71,21,1560
"Educación Inicial (052)",192,58,17,4,113
"Primaria (053)",2441,312,203,52,1874
"Secundaria (054)",1571,139,189,30,1213
"Sup. no Univ. Incompleta (055)",269,10,29,6,225
"Sup. no Univ. Completa (056)",461,18,152,25,266
"Sup. Univ. Incompleta (057)",217,13,25,2,177
"Sup. Univ. Completa (058)",342,10,144,24,164
,,,,,
"RURAL (060)",27356,4949,835,275,21305
"Sin Nivel (061)",8081,1282,142,57,6600
"Educación Inicial (062)",783,379,24,11,369
"Primaria (063)",12463,2662,317,136,9352
"Secundaria (064)",5018,604,192,44,4180
"Sup. no Univ. Incompleta (065)",320,10,18,3,289
"Sup. no Univ. Completa (066)",365,8,82,10,266
"Sup. Univ. Incompleta (067)",176,1,14,2,159
"Sup. Univ. Completa (068)",150,3,46,12,90
"Hombres (070)",13214,2438,448,154,10179
"Sin Nivel (071)",2415,565,54,22,1774
"Educación Inicial (072)",364,190,11,4,159
"Primaria (073)",6573,1319,164,77,5015
"Secundaria (074)",3248,355,121,31,2742
"Sup. no Univ. Incompleta (075)",210,2,16,2,190
"Sup. no Univ. Completa (076)",189,4,45,7,134
"Sup. Univ. Incompleta (077)",114,1,10,2,101
"Sup. Univ. Completa (078)",101,2,27,9,64
"Mujeres (080)",14142,2511,387,121,11126
"Sin Nivel (081)",5666,717,88,35,4826
"Educación Inicial (082)",419,189,13,7,210
"Primaria (083)",5890,1343,153,59,4337
"Secundaria (084)",1770,249,71,13,1438
"Sup. no Univ. Incompleta (085)",110,8,2,1,99
"Sup. no Univ. Completa (086)",176,4,37,3,132
"Sup. Univ. Incompleta (087)",62,,4,,58
"Sup. Univ. Completa (088)",49,1,19,3,26
