"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia BOLIVAR (000)",15368,6951,1680,133,6611
"Quechua (001)",8,3,2,,3
"Aymara (002)",1,1,,,
"Asháninka (003)",1,,,,1
"Otra lengua nativa (004)",89,7,,,82
"Castellano (005)",15201,6924,1678,133,6473
"Es Sordomudo/a (007)",68,16,,,52
"Hombres (009)",7959,3396,851,78,3638
"Quechua (010)",4,,2,,2
"Otra lengua nativa (013)",57,5,,,52
"Castellano (014)",7862,3381,849,78,3558
"Es Sordomudo/a (016)",36,10,,,26
"Mujeres (018)",7409,3555,829,55,2973
"Quechua (019)",4,3,,,1
"Aymara (020)",1,1,,,
"Asháninka (021)",1,,,,1
"Otra lengua nativa (022)",32,2,,,30
"Castellano (023)",7339,3543,829,55,2915
"Es Sordomudo/a (025)",32,6,,,26
,,,,,
"URBANA (027)",5411,2157,883,92,2285
"Quechua (028)",4,2,2,,
"Otra lengua nativa (031)",1,1,,,
"Castellano (032)",5392,2150,881,92,2275
"Es Sordomudo/a (034)",14,4,,,10
"Hombres (036)",2728,998,449,53,1232
"Quechua (037)",2,,2,,
"Castellano (041)",2718,996,447,53,1226
"Es Sordomudo/a (043)",8,2,,,6
"Mujeres (045)",2683,1159,434,39,1053
"Quechua (046)",2,2,,,
"Otra lengua nativa (049)",1,1,,,
"Castellano (050)",2674,1154,434,39,1049
"Es Sordomudo/a (052)",6,2,,,4
,,,,,
"RURAL (054)",9957,4794,797,41,4326
"Quechua (055)",4,1,,,3
"Aymara (056)",1,1,,,
"Asháninka (057)",1,,,,1
"Otra lengua nativa (058)",88,6,,,82
"Castellano (059)",9809,4774,797,41,4198
"Es Sordomudo/a (061)",54,12,,,42
"Hombres (063)",5231,2398,402,25,2406
"Quechua (064)",2,,,,2
"Otra lengua nativa (067)",57,5,,,52
"Castellano (068)",5144,2385,402,25,2332
"Es Sordomudo/a (070)",28,8,,,20
"Mujeres (072)",4726,2396,395,16,1920
"Quechua (073)",2,1,,,1
"Aymara (074)",1,1,,,
"Asháninka (075)",1,,,,1
"Otra lengua nativa (076)",31,1,,,30
"Castellano (077)",4665,2389,395,16,1866
"Es Sordomudo/a (079)",26,4,,,22
