"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SAN IGNACIO (000)",43839,40486,1800,944,609
"Empleado (001)",3274,1438,562,736,538
"Obrero (002)",7466,6741,484,173,68
"Trabajador independiente (003)",22293,21816,477,,
"Empleador o patrono (004)",886,840,39,6,1
"Trabajador familiar no remunerado (005)",9471,9202,238,29,2
"Trabajador del hogar (006)",449,449,,,
"De 06 a 14 años (008)",1281,1224,48,9,
"Empleado (009)",19,19,,,
"Obrero (010)",170,153,13,4,
"Trabajador independiente (011)",164,159,5,,
"Empleador o patrono (012)",2,2,,,
"Trabajador familiar no remunerado (013)",899,864,30,5,
"Trabajador del hogar (014)",27,27,,,
"De 15 a 29 años (016)",16623,15417,686,302,218
"Empleado (017)",1274,672,215,197,190
"Obrero (018)",3426,3085,221,92,28
"Trabajador independiente (019)",6032,5925,107,,
"Empleador o patrono (020)",257,248,8,1,
"Trabajador familiar no remunerado (021)",5366,5219,135,12,
"Trabajador del hogar (022)",268,268,,,
"De 30 a 44 años (024)",13829,12449,667,426,287
"Empleado (025)",1468,565,269,370,264
"Obrero (026)",2212,1982,161,47,22
"Trabajador independiente (027)",7901,7711,190,,
"Empleador o patrono (028)",290,276,12,2,
"Trabajador familiar no remunerado (029)",1869,1826,35,7,1
"Trabajador del hogar (030)",89,89,,,
"De 45 a 64 años (032)",9402,8761,342,203,96
"Empleado (033)",492,172,75,166,79
"Obrero (034)",1372,1256,71,29,16
"Trabajador independiente (035)",6186,6038,148,,
"Empleador o patrono (036)",254,233,17,3,1
"Trabajador familiar no remunerado (037)",1042,1006,31,5,
"Trabajador del hogar (038)",56,56,,,
"De 65 y más años (040)",2704,2635,57,4,8
"Empleado (041)",21,10,3,3,5
"Obrero (042)",286,265,18,1,2
"Trabajador independiente (043)",2010,1983,27,,
"Empleador o patrono (044)",83,81,2,,
"Trabajador familiar no remunerado (045)",295,287,7,,1
"Trabajador del hogar (046)",9,9,,,
,,,,,
"URBANA (048)",7544,5926,554,593,471
"Empleado (049)",1964,776,268,502,418
"Obrero (050)",1098,847,123,78,50
"Trabajador independiente (051)",3418,3295,123,,
"Empleador o patrono (052)",188,173,11,3,1
"Trabajador familiar no remunerado (053)",698,657,29,10,2
