"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PACHITEA (000)",16666,425,6607,5148,3389,1097
"Agric., ganadería, caza y silvicultura (001)",13979,390,5623,4163,2814,989
"Pesca (002)",7,,4,2,,1
"Explotación de minas y canteras (003)",23,,10,10,2,1
"Industrias manufactureras (004)",264,8,102,83,53,18
"Construcción (006)",164,,51,53,54,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",773,8,205,317,197,46
"Venta, mant.y rep. veh.autom.y motoc. (008)",23,,6,7,10,
"Comercio al por mayor (009)",37,,10,18,7,2
"Comercio al por menor (010)",713,8,189,292,180,44
"Hoteles y restaurantes (011)",187,6,80,47,44,10
"Trans., almac. y comunicaciones (012)",218,,76,93,47,2
"Activid.inmobil., empres. y alquileres (014)",35,,13,14,7,1
"Admin.pub. y defensa; p. segur.soc.afil (015)",114,,32,55,27,
"Enseñanza (016)",254,,87,119,48,
"Servicios sociales y de salud (017)",127,,69,49,8,1
"Otras activ. serv.comun.soc y personales (018)",57,2,19,25,9,2
"Hogares privados con servicio doméstico (019)",156,11,115,17,12,1
"Actividad economica no especificada (021)",308,,121,101,67,19
"Hombres (022)",14501,365,5713,4484,2949,990
"Agric., ganadería, caza y silvicultura (023)",13115,347,5260,3948,2629,931
"Pesca (024)",7,,4,2,,1
"Explotación de minas y canteras (025)",23,,10,10,2,1
"Industrias manufactureras (026)",115,6,42,38,18,11
"Construcción (028)",163,,51,53,53,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",396,5,102,154,106,29
"Venta, mant.y rep. veh.autom.y motoc. (030)",21,,5,7,9,
"Comercio al por mayor (031)",22,,7,10,3,2
"Comercio al por menor (032)",353,5,90,137,94,27
"Hoteles y restaurantes (033)",29,1,12,9,6,1
"Trans., almac. y comunicaciones (034)",212,,73,92,46,1
"Activid.inmobil., empres. y alquileres (036)",28,,9,12,6,1
"Admin.pub. y defensa; p. segur.soc.afil (037)",88,,19,45,24,
"Enseñanza (038)",123,,38,57,28,
"Servicios sociales y de salud (039)",64,,32,26,6,
"Otras activ. serv.comun.soc y personales (040)",26,2,10,9,3,2
"Hogares privados con servicio doméstico (041)",44,4,26,8,6,
"Actividad economica no especificada (043)",68,,25,21,16,6
"Mujeres (045)",2165,60,894,664,440,107
"Agric., ganadería, caza y silvicultura (046)",864,43,363,215,185,58
"Industrias manufactureras (049)",149,2,60,45,35,7
